id,user_id,sku_id,cart_price,sku_num,img_url,sku_name,is_checked,create_time,operate_time,is_ordered,order_time,source_type,source_id,dt
31277,388,8,8197.00,2,,Apple iPhone 12 (A2404) 64GB 黑色 支持移动联通电信5G 双卡双待手机,,2020-06-12 11:07:54,,0,,2404,2,2020-06-14
31278,388,15,4488.00,3,,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 8GB+128GB冰霜银全网通5G手机,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31279,388,4,999.00,1,,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 4GB+128GB 冰雾白 游戏智能手机 小米 红米,,2020-06-12 11:07:54,,0,,2402,94,2020-06-14
31280,394,26,129.00,2,,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Y01复古红 百搭气质 璀璨金钻哑光唇膏 ,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31281,394,17,6699.00,1,,TCL 65Q10 65英寸 QLED原色量子点电视 安桥音响 AI声控智慧屏 超薄全面屏 MEMC防抖 3+32GB 平板电视,,2020-06-12 11:07:54,,0,,2404,1,2020-06-14
31282,394,16,4488.00,2,,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 8GB+128GB亮黑色全网通5G手机,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31283,394,31,69.00,2,,CAREMiLLE珂曼奶油小方口红 雾面滋润保湿持久丝缎唇膏 M03赤茶,,2020-06-12 11:07:54,,0,,2403,,2020-06-14
31284,394,13,4188.00,2,,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 6GB+128GB亮黑色全网通5G手机,,2020-06-12 11:07:54,,0,,2402,36,2020-06-14
31285,401,20,2899.00,2,,小米电视E65X 65英寸 全面屏 4K超高清HDR 蓝牙遥控内置小爱 2+8GB AI人工智能液晶网络平板电视 L65M5-EA,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31286,401,27,129.00,1,,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Z02少女红 活力青春 璀璨金钻哑光唇膏 ,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31287,401,33,488.00,2,,香奈儿（Chanel）女士香水5号香水 粉邂逅柔情淡香水EDT 粉邂逅淡香水35ml,,2020-06-12 11:07:54,,1,2023-06-08 11:07:56,2402,12,2020-06-14
31288,401,12,9197.00,1,,Apple iPhone 12 (A2404) 128GB 黑色 支持移动联通电信5G 双卡双待手机,,2020-06-12 11:07:54,,1,2023-06-08 11:07:56,2401,,2020-06-14
31289,410,14,4188.00,2,,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 6GB+128GB冰霜银全网通5G手机,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31290,410,16,4488.00,2,,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 8GB+128GB亮黑色全网通5G手机,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31291,410,35,5499.00,1,,华为智慧屏V65i 65英寸 HEGE-560B 4K全面屏智能电视机 多方视频通话 AI升降摄像头 4GB+32GB 星际黑,,2020-06-12 11:07:54,,0,,2402,23,2020-06-14
31292,410,25,23.00,2,,金沙河面条 银丝挂面900g*3包 爽滑 细面条 龙须面 速食面,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31293,410,21,3299.00,3,,小米电视4A 70英寸 4K超高清 HDR 二级能效 2GB+16GB L70M5-4A 内置小爱 智能网络液晶平板教育电视,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31294,422,12,9197.00,3,,Apple iPhone 12 (A2404) 128GB 黑色 支持移动联通电信5G 双卡双待手机,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31295,422,20,2899.00,2,,小米电视E65X 65英寸 全面屏 4K超高清HDR 蓝牙遥控内置小爱 2+8GB AI人工智能液晶网络平板电视 L65M5-EA,,2020-06-12 11:07:54,,0,,2404,2,2020-06-14
31296,422,4,999.00,1,,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 4GB+128GB 冰雾白 游戏智能手机 小米 红米,,2020-06-12 11:07:54,,0,,2402,42,2020-06-14
31297,422,28,129.00,2,,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Z03女王红 性感冷艳 璀璨金钻哑光唇膏 ,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31298,422,16,4488.00,1,,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 8GB+128GB亮黑色全网通5G手机,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31299,422,15,4488.00,3,,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 8GB+128GB冰霜银全网通5G手机,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31300,422,14,4188.00,3,,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 6GB+128GB冰霜银全网通5G手机,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31301,422,29,69.00,1,,CAREMiLLE珂曼奶油小方口红 雾面滋润保湿持久丝缎唇膏 M01醉蔷薇,,2020-06-12 11:07:54,,0,,2404,1,2020-06-14
31302,429,7,1299.00,2,,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 8GB+128GB 明月灰 游戏智能手机 小米 红米,,2020-06-12 11:07:54,,0,,2402,39,2020-06-14
31303,429,4,999.00,3,,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 4GB+128GB 冰雾白 游戏智能手机 小米 红米,,2020-06-12 11:07:54,,1,2023-06-08 11:08:55,2403,,2020-06-14
31304,429,21,3299.00,1,,小米电视4A 70英寸 4K超高清 HDR 二级能效 2GB+16GB L70M5-4A 内置小爱 智能网络液晶平板教育电视,,2020-06-12 11:07:54,,1,2023-06-08 11:07:56,2402,29,2020-06-14
31305,429,13,4188.00,3,,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 6GB+128GB亮黑色全网通5G手机,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31306,429,23,40.00,3,,十月稻田 辽河长粒香 东北大米 5kg,,2020-06-12 11:07:54,,1,2023-06-08 11:08:55,2401,,2020-06-14
31307,429,25,23.00,1,,金沙河面条 银丝挂面900g*3包 爽滑 细面条 龙须面 速食面,,2020-06-12 11:07:54,,1,2023-06-08 11:07:56,2402,14,2020-06-14
31308,434,28,129.00,3,,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Z03女王红 性感冷艳 璀璨金钻哑光唇膏 ,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31309,434,10,8197.00,2,,Apple iPhone 12 (A2404) 64GB 蓝色 支持移动联通电信5G 双卡双待手机,,2020-06-12 11:07:54,,0,,2402,92,2020-06-14
31310,434,17,6699.00,1,,TCL 65Q10 65英寸 QLED原色量子点电视 安桥音响 AI声控智慧屏 超薄全面屏 MEMC防抖 3+32GB 平板电视,,2020-06-12 11:07:54,,0,,2402,49,2020-06-14
31311,434,18,9199.00,2,,TCL 75Q10 75英寸 QLED原色量子点电视 安桥音响 AI声控智慧屏 超薄全面屏 MEMC防抖 3+32GB 平板电视,,2020-06-12 11:07:54,,0,,2403,,2020-06-14
31312,434,32,300.00,2,,香奈儿（Chanel）女士香水5号香水 粉邂逅柔情淡香水EDT 5号淡香水35ml,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31313,437,25,23.00,3,,金沙河面条 银丝挂面900g*3包 爽滑 细面条 龙须面 速食面,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31314,437,10,8197.00,3,,Apple iPhone 12 (A2404) 64GB 蓝色 支持移动联通电信5G 双卡双待手机,,2020-06-12 11:07:54,,1,2023-06-08 11:08:16,2401,,2020-06-14
31315,437,11,8197.00,3,,Apple iPhone 12 (A2404) 64GB 白色 支持移动联通电信5G 双卡双待手机,,2020-06-12 11:07:54,,1,2023-06-08 11:08:16,2402,88,2020-06-14
31316,441,24,11.00,3,,金沙河面条 原味银丝挂面 龙须面 方便速食拉面 清汤面 900g,,2020-06-12 11:07:54,,0,,2402,65,2020-06-14
31318,441,23,40.00,3,,十月稻田 辽河长粒香 东北大米 5kg,,2020-06-12 11:07:54,,0,,2402,72,2020-06-14
31319,441,25,23.00,2,,金沙河面条 银丝挂面900g*3包 爽滑 细面条 龙须面 速食面,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31320,441,22,39.00,2,,十月稻田 长粒香大米 东北大米 东北香米 5kg,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31321,441,12,9197.00,3,,Apple iPhone 12 (A2404) 128GB 黑色 支持移动联通电信5G 双卡双待手机,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31322,441,21,3299.00,2,,小米电视4A 70英寸 4K超高清 HDR 二级能效 2GB+16GB L70M5-4A 内置小爱 智能网络液晶平板教育电视,,2020-06-12 11:07:54,,0,,2402,85,2020-06-14
31323,441,29,69.00,3,,CAREMiLLE珂曼奶油小方口红 雾面滋润保湿持久丝缎唇膏 M01醉蔷薇,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31324,444,31,69.00,3,,CAREMiLLE珂曼奶油小方口红 雾面滋润保湿持久丝缎唇膏 M03赤茶,,2020-06-12 11:07:54,,0,,2402,13,2020-06-14
31325,444,15,4488.00,2,,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 8GB+128GB冰霜银全网通5G手机,,2020-06-12 11:07:54,,1,2023-06-08 11:08:34,2404,1,2020-06-14
31326,444,32,300.00,2,,香奈儿（Chanel）女士香水5号香水 粉邂逅柔情淡香水EDT 5号淡香水35ml,,2020-06-12 11:07:54,,1,2023-06-08 11:08:34,2401,,2020-06-14
31327,444,6,1299.00,1,,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 8GB+128GB 冰雾白 游戏智能手机 小米 红米,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31328,444,23,40.00,2,,十月稻田 辽河长粒香 东北大米 5kg,,2020-06-12 11:07:54,,1,2023-06-08 11:08:16,2401,,2020-06-14
31329,444,24,11.00,3,,金沙河面条 原味银丝挂面 龙须面 方便速食拉面 清汤面 900g,,2020-06-12 11:07:54,,1,2023-06-08 11:08:16,2401,,2020-06-14
31330,444,5,999.00,5,,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 4GB+128GB 明月灰 游戏智能手机 小米 红米,,2020-06-12 11:07:54,,0,,2403,,2020-06-14
31331,450,19,11999.00,1,,TCL 85Q6 85英寸 巨幕私人影院电视 4K超高清 AI智慧屏 全景全面屏 MEMC运动防抖 2+16GB 液晶平板电视机,,2020-06-12 11:07:54,,1,2023-06-08 11:07:56,2402,39,2020-06-14
31332,450,5,999.00,3,,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 4GB+128GB 明月灰 游戏智能手机 小米 红米,,2020-06-12 11:07:54,,1,2023-06-08 11:07:56,2401,,2020-06-14
31333,451,33,488.00,2,,香奈儿（Chanel）女士香水5号香水 粉邂逅柔情淡香水EDT 粉邂逅淡香水35ml,,2020-06-12 11:07:54,,1,2023-06-08 11:07:56,2401,,2020-06-14
31334,451,22,39.00,1,,十月稻田 长粒香大米 东北大米 东北香米 5kg,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31335,451,25,23.00,2,,金沙河面条 银丝挂面900g*3包 爽滑 细面条 龙须面 速食面,,2020-06-12 11:07:54,,1,2023-06-08 11:07:56,2401,,2020-06-14
31336,451,9,8197.00,1,,Apple iPhone 12 (A2404) 64GB 红色 支持移动联通电信5G 双卡双待手机,,2020-06-12 11:07:54,,1,2023-06-08 11:07:56,2402,29,2020-06-14
31337,451,28,129.00,2,,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Z03女王红 性感冷艳 璀璨金钻哑光唇膏 ,,2020-06-12 11:07:54,,1,2023-06-08 11:07:56,2401,,2020-06-14
31338,451,20,2899.00,3,,小米电视E65X 65英寸 全面屏 4K超高清HDR 蓝牙遥控内置小爱 2+8GB AI人工智能液晶网络平板电视 L65M5-EA,,2020-06-12 11:07:54,,1,2023-06-08 11:07:56,2401,,2020-06-14
31339,469,10,8197.00,2,,Apple iPhone 12 (A2404) 64GB 蓝色 支持移动联通电信5G 双卡双待手机,,2020-06-12 11:07:54,,1,2023-06-08 11:08:55,2401,,2020-06-14
31340,469,35,5499.00,3,,华为智慧屏V65i 65英寸 HEGE-560B 4K全面屏智能电视机 多方视频通话 AI升降摄像头 4GB+32GB 星际黑,,2020-06-12 11:07:54,,1,2023-06-08 11:08:55,2401,,2020-06-14
31341,469,14,4188.00,4,,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 6GB+128GB冰霜银全网通5G手机,,2020-06-12 11:07:54,,1,2023-06-08 11:07:56,2401,,2020-06-14
31342,469,8,8197.00,3,,Apple iPhone 12 (A2404) 64GB 黑色 支持移动联通电信5G 双卡双待手机,,2020-06-12 11:07:54,,0,,2402,29,2020-06-14
31343,491,5,999.00,2,,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 4GB+128GB 明月灰 游戏智能手机 小米 红米,,2020-06-12 11:07:54,,1,2023-06-08 11:08:55,2403,,2020-06-14
31344,491,26,129.00,3,,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Y01复古红 百搭气质 璀璨金钻哑光唇膏 ,,2020-06-12 11:07:54,,1,2023-06-08 11:08:34,2401,,2020-06-14
31345,491,29,69.00,1,,CAREMiLLE珂曼奶油小方口红 雾面滋润保湿持久丝缎唇膏 M01醉蔷薇,,2020-06-12 11:07:54,,1,2023-06-08 11:08:55,2401,,2020-06-14
31346,493,1,5999.00,2,,小米10 至尊纪念版 双模5G 骁龙865 120HZ高刷新率 120倍长焦镜头 120W快充 8GB+128GB 陶瓷黑 游戏手机,,2020-06-12 11:07:54,,0,,2402,53,2020-06-14
31347,493,11,8197.00,3,,Apple iPhone 12 (A2404) 64GB 白色 支持移动联通电信5G 双卡双待手机,,2020-06-12 11:07:54,,0,,2403,,2020-06-14
31348,493,13,4188.00,3,,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 6GB+128GB亮黑色全网通5G手机,,2020-06-12 11:07:54,,0,,2402,100,2020-06-14
31349,499,6,1299.00,3,,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 8GB+128GB 冰雾白 游戏智能手机 小米 红米,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31350,499,28,129.00,3,,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Z03女王红 性感冷艳 璀璨金钻哑光唇膏 ,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31351,499,9,8197.00,1,,Apple iPhone 12 (A2404) 64GB 红色 支持移动联通电信5G 双卡双待手机,,2020-06-12 11:07:54,,0,,2402,49,2020-06-14
31352,499,1,5999.00,1,,小米10 至尊纪念版 双模5G 骁龙865 120HZ高刷新率 120倍长焦镜头 120W快充 8GB+128GB 陶瓷黑 游戏手机,,2020-06-12 11:07:54,,0,,2402,35,2020-06-14
31353,500,1,5999.00,1,,小米10 至尊纪念版 双模5G 骁龙865 120HZ高刷新率 120倍长焦镜头 120W快充 8GB+128GB 陶瓷黑 游戏手机,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31354,500,32,300.00,3,,香奈儿（Chanel）女士香水5号香水 粉邂逅柔情淡香水EDT 5号淡香水35ml,,2020-06-12 11:07:54,,0,,2402,54,2020-06-14
31355,500,30,69.00,3,,CAREMiLLE珂曼奶油小方口红 雾面滋润保湿持久丝缎唇膏 M02干玫瑰,,2020-06-12 11:07:54,,0,,2403,,2020-06-14
31356,500,4,999.00,2,,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 4GB+128GB 冰雾白 游戏智能手机 小米 红米,,2020-06-12 11:07:54,,1,2023-06-08 11:08:34,2403,,2020-06-14
31357,500,8,8197.00,2,,Apple iPhone 12 (A2404) 64GB 黑色 支持移动联通电信5G 双卡双待手机,,2020-06-12 11:07:54,,1,2023-06-08 11:08:34,2401,,2020-06-14
31358,510,7,1299.00,2,,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 8GB+128GB 明月灰 游戏智能手机 小米 红米,,2020-06-12 11:07:54,,1,2023-06-08 11:07:56,2401,,2020-06-14
31359,510,24,11.00,3,,金沙河面条 原味银丝挂面 龙须面 方便速食拉面 清汤面 900g,,2020-06-12 11:07:54,,1,2023-06-08 11:07:56,2401,,2020-06-14
31360,510,32,300.00,1,,香奈儿（Chanel）女士香水5号香水 粉邂逅柔情淡香水EDT 5号淡香水35ml,,2020-06-12 11:07:54,,1,2023-06-08 11:07:56,2403,,2020-06-14
31361,510,31,69.00,1,,CAREMiLLE珂曼奶油小方口红 雾面滋润保湿持久丝缎唇膏 M03赤茶,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31362,510,33,488.00,1,,香奈儿（Chanel）女士香水5号香水 粉邂逅柔情淡香水EDT 粉邂逅淡香水35ml,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31363,510,35,5499.00,2,,华为智慧屏V65i 65英寸 HEGE-560B 4K全面屏智能电视机 多方视频通话 AI升降摄像头 4GB+32GB 星际黑,,2020-06-12 11:07:54,,0,,2402,43,2020-06-14
31364,510,25,23.00,1,,金沙河面条 银丝挂面900g*3包 爽滑 细面条 龙须面 速食面,,2020-06-12 11:07:54,,0,,2402,88,2020-06-14
31365,515,32,300.00,3,,香奈儿（Chanel）女士香水5号香水 粉邂逅柔情淡香水EDT 5号淡香水35ml,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31366,515,31,69.00,1,,CAREMiLLE珂曼奶油小方口红 雾面滋润保湿持久丝缎唇膏 M03赤茶,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31367,515,15,4488.00,1,,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 8GB+128GB冰霜银全网通5G手机,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31368,515,17,6699.00,3,,TCL 65Q10 65英寸 QLED原色量子点电视 安桥音响 AI声控智慧屏 超薄全面屏 MEMC防抖 3+32GB 平板电视,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31369,517,3,5999.00,1,,小米10 至尊纪念版 双模5G 骁龙865 120HZ高刷新率 120倍长焦镜头 120W快充 8GB+128GB 透明版 游戏手机,,2020-06-12 11:07:54,,0,,2402,87,2020-06-14
31370,517,20,2899.00,1,,小米电视E65X 65英寸 全面屏 4K超高清HDR 蓝牙遥控内置小爱 2+8GB AI人工智能液晶网络平板电视 L65M5-EA,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31371,521,8,8197.00,1,,Apple iPhone 12 (A2404) 64GB 黑色 支持移动联通电信5G 双卡双待手机,,2020-06-12 11:07:54,,0,,2402,49,2020-06-14
31372,521,29,69.00,2,,CAREMiLLE珂曼奶油小方口红 雾面滋润保湿持久丝缎唇膏 M01醉蔷薇,,2020-06-12 11:07:54,,0,,2402,19,2020-06-14
31373,521,26,129.00,3,,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Y01复古红 百搭气质 璀璨金钻哑光唇膏 ,,2020-06-12 11:07:54,,1,2023-06-08 11:08:55,2402,59,2020-06-14
31374,521,17,6699.00,5,,TCL 65Q10 65英寸 QLED原色量子点电视 安桥音响 AI声控智慧屏 超薄全面屏 MEMC防抖 3+32GB 平板电视,,2020-06-12 11:07:54,,1,2023-06-08 11:08:55,2402,35,2020-06-14
31375,521,27,129.00,3,,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Z02少女红 活力青春 璀璨金钻哑光唇膏 ,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31376,521,3,5999.00,2,,小米10 至尊纪念版 双模5G 骁龙865 120HZ高刷新率 120倍长焦镜头 120W快充 8GB+128GB 透明版 游戏手机,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31377,534,25,23.00,1,,金沙河面条 银丝挂面900g*3包 爽滑 细面条 龙须面 速食面,,2020-06-12 11:07:54,,1,2023-06-08 11:08:55,2402,84,2020-06-14
31378,534,11,8197.00,2,,Apple iPhone 12 (A2404) 64GB 白色 支持移动联通电信5G 双卡双待手机,,2020-06-12 11:07:54,,0,,2402,91,2020-06-14
31379,534,9,8197.00,2,,Apple iPhone 12 (A2404) 64GB 红色 支持移动联通电信5G 双卡双待手机,,2020-06-12 11:07:54,,1,2023-06-08 11:08:55,2401,,2020-06-14
31380,534,5,999.00,3,,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 4GB+128GB 明月灰 游戏智能手机 小米 红米,,2020-06-12 11:07:54,,1,2023-06-08 11:08:34,2402,24,2020-06-14
31381,534,1,5999.00,2,,小米10 至尊纪念版 双模5G 骁龙865 120HZ高刷新率 120倍长焦镜头 120W快充 8GB+128GB 陶瓷黑 游戏手机,,2020-06-12 11:07:54,,1,2023-06-08 11:08:34,2404,2,2020-06-14
31382,534,18,9199.00,3,,TCL 75Q10 75英寸 QLED原色量子点电视 安桥音响 AI声控智慧屏 超薄全面屏 MEMC防抖 3+32GB 平板电视,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31383,534,21,3299.00,3,,小米电视4A 70英寸 4K超高清 HDR 二级能效 2GB+16GB L70M5-4A 内置小爱 智能网络液晶平板教育电视,,2020-06-12 11:07:54,,1,2023-06-08 11:08:34,2402,24,2020-06-14
31384,561,27,129.00,3,,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Z02少女红 活力青春 璀璨金钻哑光唇膏 ,,2020-06-12 11:07:54,,1,2023-06-08 11:07:56,2401,,2020-06-14
31385,561,6,1299.00,3,,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 8GB+128GB 冰雾白 游戏智能手机 小米 红米,,2020-06-12 11:07:54,,1,2023-06-08 11:07:56,2401,,2020-06-14
31386,561,26,129.00,2,,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Y01复古红 百搭气质 璀璨金钻哑光唇膏 ,,2020-06-12 11:07:54,,1,2023-06-08 11:07:56,2401,,2020-06-14
31387,561,28,129.00,3,,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Z03女王红 性感冷艳 璀璨金钻哑光唇膏 ,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31388,561,11,8197.00,1,,Apple iPhone 12 (A2404) 64GB 白色 支持移动联通电信5G 双卡双待手机,,2020-06-12 11:07:54,,1,2023-06-08 11:07:56,2401,,2020-06-14
31389,567,34,3927.00,1,,华为智慧屏V55i-J 55英寸 HEGE-550B 4K全面屏智能电视机 多方视频通话 AI升降摄像头 银钻灰 京品家电,,2020-06-12 11:07:54,,0,,2404,1,2020-06-14
31390,567,1,5999.00,1,,小米10 至尊纪念版 双模5G 骁龙865 120HZ高刷新率 120倍长焦镜头 120W快充 8GB+128GB 陶瓷黑 游戏手机,,2020-06-12 11:07:54,,0,,2402,92,2020-06-14
31391,567,12,9197.00,1,,Apple iPhone 12 (A2404) 128GB 黑色 支持移动联通电信5G 双卡双待手机,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31392,567,28,129.00,1,,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Z03女王红 性感冷艳 璀璨金钻哑光唇膏 ,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31393,567,4,999.00,3,,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 4GB+128GB 冰雾白 游戏智能手机 小米 红米,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31394,570,24,11.00,2,,金沙河面条 原味银丝挂面 龙须面 方便速食拉面 清汤面 900g,,2020-06-12 11:07:54,,1,2023-06-08 11:08:55,2401,,2020-06-14
31395,570,31,69.00,3,,CAREMiLLE珂曼奶油小方口红 雾面滋润保湿持久丝缎唇膏 M03赤茶,,2020-06-12 11:07:54,,1,2023-06-08 11:08:55,2401,,2020-06-14
31396,570,22,39.00,3,,十月稻田 长粒香大米 东北大米 东北香米 5kg,,2020-06-12 11:07:54,,1,2023-06-08 11:08:55,2401,,2020-06-14
31397,570,33,488.00,1,,香奈儿（Chanel）女士香水5号香水 粉邂逅柔情淡香水EDT 粉邂逅淡香水35ml,,2020-06-12 11:07:54,,1,2023-06-08 11:08:55,2401,,2020-06-14
31398,584,32,300.00,3,,香奈儿（Chanel）女士香水5号香水 粉邂逅柔情淡香水EDT 5号淡香水35ml,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31399,584,28,129.00,2,,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Z03女王红 性感冷艳 璀璨金钻哑光唇膏 ,,2020-06-12 11:07:54,,0,,2402,48,2020-06-14
31400,584,30,69.00,1,,CAREMiLLE珂曼奶油小方口红 雾面滋润保湿持久丝缎唇膏 M02干玫瑰,,2020-06-12 11:07:54,,0,,2401,,2020-06-14
31401,597,1,5999.00,2,,小米10 至尊纪念版 双模5G 骁龙865 120HZ高刷新率 120倍长焦镜头 120W快充 8GB+128GB 陶瓷黑 游戏手机,,2020-06-12 11:07:54,,0,,2402,81,2020-06-14
31402,597,19,11999.00,3,,TCL 85Q6 85英寸 巨幕私人影院电视 4K超高清 AI智慧屏 全景全面屏 MEMC运动防抖 2+16GB 液晶平板电视机,,2020-06-12 11:07:54,,1,2023-06-08 11:08:34,2402,29,2020-06-14
31403,598,1,5999.00,3,,小米10 至尊纪念版 双模5G 骁龙865 120HZ高刷新率 120倍长焦镜头 120W快充 8GB+128GB 陶瓷黑 游戏手机,,2020-06-12 11:07:54,,0,,2404,1,2020-06-14
31404,598,16,4488.00,2,,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 8GB+128GB亮黑色全网通5G手机,,2020-06-12 11:07:54,,1,2023-06-08 11:08:55,2403,,2020-06-14
31405,1,16,4488.00,2,,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 8GB+128GB亮黑色全网通5G手机,,2020-06-13 11:08:13,,1,2023-06-08 11:08:16,2401,,2020-06-14
31406,1,34,3927.00,2,,华为智慧屏V55i-J 55英寸 HEGE-550B 4K全面屏智能电视机 多方视频通话 AI升降摄像头 银钻灰 京品家电,,2020-06-13 11:08:13,,1,2023-06-08 11:08:34,2402,77,2020-06-14
