mid_id,brand,model,operate_system,page_id,during_time_1d,view_count_1d,dt
mid_508054,Xiaomi,Xiaomi Mix2 ,Android 11.0,login,15381,1,2020-06-14
mid_388991,Xiaomi,Xiaomi 10 Pro ,Android 11.0,payment,7352,1,2020-06-14
mid_850568,Oneplus,Oneplus 7,Android 11.0,good_list,18995,1,2020-06-14
mid_881029,iPhone,iPhone X,iOS 13.3.1,home,8548,1,2020-06-14
mid_257925,Xiaomi,Xiaomi 10 Pro ,Android 11.0,search,5151,1,2020-06-14
mid_388991,Xiaomi,Xiaomi 10 Pro ,Android 11.0,home,9112,1,2020-06-14
mid_981821,Xiaomi,Xiaomi 10 Pro ,Android 10.0,cart,17832,1,2020-06-14
mid_262094,Oneplus,Oneplus 7,Android 11.0,search,4943,1,2020-06-14
mid_804087,Xiaomi,Xiaomi 9,Android 11.0,home,6735,1,2020-06-14
mid_297147,Xiaomi,Xiaomi 10 Pro ,Android 11.0,orders_unpaid,12612,1,2020-06-14
mid_60124,iPhone,iPhone 8,iOS 13.3.1,login,2258,1,2020-06-14
mid_340499,iPhone,iPhone X,iOS 13.2.9,cart,16498,1,2020-06-14
mid_657235,iPhone,iPhone 8,iOS 13.3.1,payment,17148,1,2020-06-14
mid_37784,Xiaomi,Xiaomi Mix2 ,Android 11.0,mine,11741,1,2020-06-14
mid_203904,Xiaomi,Xiaomi Mix2 ,Android 11.0,search,4117,1,2020-06-14
mid_233475,Xiaomi,Xiaomi 10 Pro ,Android 9.0,cart,16688,1,2020-06-14
mid_283635,iPhone,iPhone 8,iOS 13.2.9,payment,5691,1,2020-06-14
mid_556385,Xiaomi,Xiaomi 9,Android 11.0,cart,18702,1,2020-06-14
mid_644984,Xiaomi,Xiaomi 9,Android 11.0,search,15155,1,2020-06-14
mid_634679,Redmi,Redmi k30,Android 11.0,payment,12154,1,2020-06-14
mid_123682,Xiaomi,Xiaomi Mix2 ,Android 11.0,home,18454,1,2020-06-14
mid_264820,Oneplus,Oneplus 7,Android 11.0,cart,1244,1,2020-06-14
mid_53557,Xiaomi,Xiaomi Mix2 ,Android 10.0,register,13145,1,2020-06-14
mid_856214,Xiaomi,Xiaomi 10 Pro ,Android 11.0,search,13439,1,2020-06-14
mid_363179,iPhone,iPhone Xs,iOS 13.2.9,home,4349,1,2020-06-14
mid_691280,Redmi,Redmi k30,Android 11.0,good_detail,17156,2,2020-06-14
mid_937376,iPhone,iPhone X,iOS 13.3.1,cart,3190,1,2020-06-14
mid_763219,Xiaomi,Xiaomi 10 Pro ,Android 11.0,trade,1374,1,2020-06-14
mid_481524,iPhone,iPhone X,iOS 13.3.1,good_list,9030,1,2020-06-14
mid_393930,Xiaomi,Xiaomi 10 Pro ,Android 11.0,search,10476,1,2020-06-14
mid_307674,Xiaomi,Xiaomi 9,Android 11.0,orders_unpaid,4148,1,2020-06-14
mid_263345,Xiaomi,Xiaomi 10 Pro ,Android 11.0,orders_unpaid,17605,1,2020-06-14
mid_490278,vivo,vivo iqoo3,Android 11.0,login,9879,1,2020-06-14
mid_283918,Xiaomi,Xiaomi 9,Android 11.0,good_detail,7418,2,2020-06-14
mid_812468,Xiaomi,Xiaomi Mix2 ,Android 11.0,good_list,2076,1,2020-06-14
mid_154866,Redmi,Redmi k30,Android 11.0,orders_unpaid,5002,1,2020-06-14
mid_911477,Honor,Honor 20s,Android 9.0,trade,8876,1,2020-06-14
mid_975242,Oneplus,Oneplus 7,Android 11.0,payment,2450,1,2020-06-14
mid_547124,iPhone,iPhone Xs Max,iOS 13.3.1,good_detail,5432,2,2020-06-14
mid_820668,Xiaomi,Xiaomi 10 Pro ,Android 11.0,payment,7598,1,2020-06-14
mid_691280,Redmi,Redmi k30,Android 11.0,home,5528,1,2020-06-14
mid_677986,iPhone,iPhone X,iOS 13.3.1,home,18344,1,2020-06-14
mid_894357,Xiaomi,Xiaomi 10 Pro ,Android 11.0,home,3799,1,2020-06-14
mid_385711,Sumsung,Sumsung Galaxy S20,Android 11.0,trade,6456,1,2020-06-14
mid_741970,Xiaomi,Xiaomi 9,Android 8.1,good_detail,33466,2,2020-06-14
mid_900480,iPhone,iPhone X,iOS 13.3.1,payment,18660,1,2020-06-14
mid_699098,iPhone,iPhone Xs,iOS 13.3.1,good_list,18764,1,2020-06-14
mid_21411,iPhone,iPhone Xs,iOS 13.2.3,good_list,7712,1,2020-06-14
mid_217502,Huawei,Huawei P30,Android 11.0,comment,5063,1,2020-06-14
mid_2997,iPhone,iPhone X,iOS 13.2.9,cart,12215,1,2020-06-14
mid_757617,Honor,Honor 20s,Android 10.0,good_list,13490,1,2020-06-14
mid_691280,Redmi,Redmi k30,Android 11.0,register,8547,1,2020-06-14
mid_750432,iPhone,iPhone X,iOS 12.4.1,login,5063,1,2020-06-14
mid_584431,Xiaomi,Xiaomi 9,Android 11.0,home,4513,1,2020-06-14
mid_694565,iPhone,iPhone 8,iOS 13.3.1,good_list,16884,1,2020-06-14
mid_348869,Oneplus,Oneplus 7,Android 11.0,mine,13064,1,2020-06-14
mid_247809,Xiaomi,Xiaomi 9,Android 10.0,payment,6973,1,2020-06-14
mid_856214,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_detail,3026,2,2020-06-14
mid_269380,Xiaomi,Xiaomi 9,Android 11.0,good_list,3330,1,2020-06-14
mid_515485,iPhone,iPhone X,iOS 12.4.1,trade,1149,1,2020-06-14
mid_739831,iPhone,iPhone Xs,iOS 13.3.1,login,8346,1,2020-06-14
mid_322915,Xiaomi,Xiaomi Mix2 ,Android 11.0,good_detail,7301,1,2020-06-14
mid_350212,iPhone,iPhone 8,iOS 13.3.1,mine,14994,1,2020-06-14
mid_6527,iPhone,iPhone Xs,iOS 13.3.1,login,14140,1,2020-06-14
mid_271244,Xiaomi,Xiaomi Mix2 ,Android 11.0,home,17124,1,2020-06-14
mid_412142,Huawei,Huawei P30,Android 11.0,good_detail,26113,2,2020-06-14
mid_242141,Xiaomi,Xiaomi Mix2 ,Android 11.0,good_detail,16282,2,2020-06-14
mid_827610,iPhone,iPhone Xs,iOS 13.2.3,payment,9254,1,2020-06-14
mid_434448,vivo,vivo iqoo3,Android 11.0,home,14965,1,2020-06-14
mid_341014,Xiaomi,Xiaomi Mix2 ,Android 10.0,home,13306,1,2020-06-14
mid_286559,Sumsung,Sumsung Galaxy S20,Android 9.0,trade,14901,1,2020-06-14
mid_941313,Xiaomi,Xiaomi 9,Android 11.0,good_detail,35729,2,2020-06-14
mid_236937,iPhone,iPhone X,iOS 13.3.1,good_detail,24057,2,2020-06-14
mid_714743,Honor,Honor 20s,Android 11.0,home,13685,1,2020-06-14
mid_253895,vivo,vivo iqoo3,Android 10.0,search,8288,1,2020-06-14
mid_248267,Huawei,Huawei Mate 30,Android 11.0,trade,1082,1,2020-06-14
mid_14568,vivo,vivo iqoo3,Android 11.0,payment,5718,1,2020-06-14
mid_132723,Honor,Honor 20s,Android 10.0,trade,5557,1,2020-06-14
mid_38556,Xiaomi,Xiaomi 9,Android 10.0,home,1639,1,2020-06-14
mid_643897,iPhone,iPhone 8,iOS 13.3.1,orders_unpaid,9289,1,2020-06-14
mid_191990,iPhone,iPhone Xs,iOS 13.3.1,home,14875,1,2020-06-14
mid_72753,Xiaomi,Xiaomi Mix2 ,Android 11.0,trade,19991,1,2020-06-14
mid_703519,iPhone,iPhone Xs Max,iOS 13.3.1,cart,9383,1,2020-06-14
mid_703519,iPhone,iPhone Xs Max,iOS 13.3.1,home,6172,1,2020-06-14
mid_132723,Honor,Honor 20s,Android 10.0,cart,10162,1,2020-06-14
mid_556385,Xiaomi,Xiaomi 9,Android 11.0,login,9738,1,2020-06-14
mid_429285,Huawei,Huawei P30,Android 10.0,good_spec,8876,1,2020-06-14
mid_739831,iPhone,iPhone Xs,iOS 13.3.1,payment,15198,1,2020-06-14
mid_677986,iPhone,iPhone X,iOS 13.3.1,payment,18388,1,2020-06-14
mid_853715,Xiaomi,Xiaomi 10 Pro ,Android 10.0,cart,5146,1,2020-06-14
mid_947547,Xiaomi,Xiaomi 10 Pro ,Android 11.0,mine,8242,1,2020-06-14
mid_248267,Huawei,Huawei Mate 30,Android 11.0,good_list,2798,1,2020-06-14
mid_217502,Huawei,Huawei P30,Android 11.0,mine,4876,1,2020-06-14
mid_980402,Huawei,Huawei P30,Android 11.0,trade,9969,1,2020-06-14
mid_936689,iPhone,iPhone Xs,iOS 13.2.9,good_detail,35094,2,2020-06-14
mid_187696,Huawei,Huawei P30,Android 11.0,good_detail,24889,2,2020-06-14
mid_574129,Xiaomi,Xiaomi 10 Pro ,Android 11.0,trade,5133,1,2020-06-14
mid_523161,Xiaomi,Xiaomi 10 Pro ,Android 11.0,home,19555,1,2020-06-14
mid_271244,Xiaomi,Xiaomi Mix2 ,Android 11.0,comment,1376,1,2020-06-14
mid_591908,vivo,vivo iqoo3,Android 11.0,good_detail,10544,1,2020-06-14
mid_464646,iPhone,iPhone 8,iOS 13.3.1,home,9009,1,2020-06-14
mid_812530,iPhone,iPhone Xs Max,iOS 13.2.3,home,15444,1,2020-06-14
mid_264820,Oneplus,Oneplus 7,Android 11.0,home,2132,1,2020-06-14
mid_358815,Redmi,Redmi k30,Android 11.0,home,7300,1,2020-06-14
mid_67386,Xiaomi,Xiaomi 10 Pro ,Android 10.0,cart,15356,1,2020-06-14
mid_389448,Xiaomi,Xiaomi 9,Android 11.0,good_detail,10298,1,2020-06-14
mid_2997,iPhone,iPhone X,iOS 13.2.9,payment,7739,1,2020-06-14
mid_265440,Xiaomi,Xiaomi 10 Pro ,Android 10.0,trade,10754,1,2020-06-14
mid_547124,iPhone,iPhone Xs Max,iOS 13.3.1,trade,18129,1,2020-06-14
mid_191306,Xiaomi,Xiaomi 9,Android 11.0,good_detail,22817,2,2020-06-14
mid_850292,Xiaomi,Xiaomi 9,Android 10.0,good_detail,18197,2,2020-06-14
mid_128199,Honor,Honor 20s,Android 11.0,good_list,18990,1,2020-06-14
mid_67386,Xiaomi,Xiaomi 10 Pro ,Android 10.0,good_detail,14827,2,2020-06-14
mid_283918,Xiaomi,Xiaomi 9,Android 11.0,cart,9185,1,2020-06-14
mid_632934,Oneplus,Oneplus 7,Android 11.0,orders_unpaid,10219,1,2020-06-14
mid_249808,iPhone,iPhone Xs,iOS 13.2.3,good_detail,18206,1,2020-06-14
mid_254841,Redmi,Redmi k30,Android 11.0,home,2779,1,2020-06-14
mid_726758,iPhone,iPhone X,iOS 13.3.1,cart,13014,1,2020-06-14
mid_757617,Honor,Honor 20s,Android 10.0,search,13873,1,2020-06-14
mid_269380,Xiaomi,Xiaomi 9,Android 11.0,trade,17679,1,2020-06-14
mid_646743,iPhone,iPhone 8,iOS 13.2.9,good_list,13761,1,2020-06-14
mid_757617,Honor,Honor 20s,Android 10.0,trade,11896,1,2020-06-14
mid_547535,iPhone,iPhone Xs Max,iOS 13.3.1,mine,2187,1,2020-06-14
mid_924530,iPhone,iPhone Xs Max,iOS 13.2.3,search,10795,1,2020-06-14
mid_242757,iPhone,iPhone Xs,iOS 13.3.1,home,5779,1,2020-06-14
mid_60124,iPhone,iPhone 8,iOS 13.3.1,home,2973,1,2020-06-14
mid_591908,vivo,vivo iqoo3,Android 11.0,home,18095,1,2020-06-14
mid_297147,Xiaomi,Xiaomi 10 Pro ,Android 11.0,trade,6418,1,2020-06-14
mid_574129,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_detail,13656,2,2020-06-14
mid_992788,Huawei,Huawei P30,Android 11.0,comment,9723,1,2020-06-14
mid_685366,Xiaomi,Xiaomi Mix2 ,Android 11.0,home,9920,1,2020-06-14
mid_480813,Xiaomi,Xiaomi 10 Pro ,Android 11.0,payment,4566,1,2020-06-14
mid_734766,Honor,Honor 20s,Android 11.0,good_detail,12554,1,2020-06-14
mid_73498,iPhone,iPhone Xs Max,iOS 13.3.1,good_detail,18978,2,2020-06-14
mid_292601,iPhone,iPhone Xs Max,iOS 13.3.1,good_detail,20101,2,2020-06-14
mid_385711,Sumsung,Sumsung Galaxy S20,Android 11.0,good_detail,10515,2,2020-06-14
mid_681011,Xiaomi,Xiaomi 9,Android 8.1,good_list,2619,1,2020-06-14
mid_774526,Huawei,Huawei P30,Android 10.0,login,10417,1,2020-06-14
mid_199586,Xiaomi,Xiaomi 9,Android 11.0,register,2106,1,2020-06-14
mid_182409,Oneplus,Oneplus 7,Android 8.1,home,11802,1,2020-06-14
mid_227439,Honor,Honor 20s,Android 11.0,mine,15100,1,2020-06-14
mid_168913,iPhone,iPhone X,iOS 13.3.1,home,9400,1,2020-06-14
mid_723133,Huawei,Huawei Mate 30,Android 11.0,home,15225,1,2020-06-14
mid_975242,Oneplus,Oneplus 7,Android 11.0,trade,10996,1,2020-06-14
mid_746344,Xiaomi,Xiaomi Mix2 ,Android 10.0,trade,10733,1,2020-06-14
mid_670928,Xiaomi,Xiaomi 10 Pro ,Android 11.0,home,8400,1,2020-06-14
mid_948589,iPhone,iPhone 8,iOS 13.2.9,home,4180,1,2020-06-14
mid_168913,iPhone,iPhone X,iOS 13.3.1,cart,18701,1,2020-06-14
mid_119039,iPhone,iPhone Xs,iOS 13.2.9,cart,7512,1,2020-06-14
mid_435897,Xiaomi,Xiaomi 9,Android 11.0,register,8042,1,2020-06-14
mid_187696,Huawei,Huawei P30,Android 11.0,cart,8904,1,2020-06-14
mid_282399,Xiaomi,Xiaomi Mix2 ,Android 11.0,trade,17758,1,2020-06-14
mid_774526,Huawei,Huawei P30,Android 10.0,payment,4467,1,2020-06-14
mid_123682,Xiaomi,Xiaomi Mix2 ,Android 11.0,good_detail,10257,1,2020-06-14
mid_363179,iPhone,iPhone Xs,iOS 13.2.9,search,8504,1,2020-06-14
mid_557057,Redmi,Redmi k30,Android 11.0,home,4069,1,2020-06-14
mid_869416,Xiaomi,Xiaomi 10 Pro ,Android 11.0,home,9268,1,2020-06-14
mid_297147,Xiaomi,Xiaomi 10 Pro ,Android 11.0,home,6355,1,2020-06-14
mid_657235,iPhone,iPhone 8,iOS 13.3.1,trade,6118,1,2020-06-14
mid_23052,iPhone,iPhone X,iOS 13.2.9,login,13133,1,2020-06-14
mid_955794,Xiaomi,Xiaomi Mix2 ,Android 10.0,good_list,18674,1,2020-06-14
mid_937376,iPhone,iPhone X,iOS 13.3.1,trade,19175,1,2020-06-14
mid_256146,Xiaomi,Xiaomi 9,Android 11.0,home,3939,1,2020-06-14
mid_947547,Xiaomi,Xiaomi 10 Pro ,Android 11.0,home,9961,1,2020-06-14
mid_978807,Oneplus,Oneplus 7,Android 10.0,login,11502,1,2020-06-14
mid_907210,Huawei,Huawei Mate 30,Android 8.1,home,2484,1,2020-06-14
mid_120670,iPhone,iPhone X,iOS 13.2.9,trade,6373,1,2020-06-14
mid_269442,iPhone,iPhone X,iOS 13.3.1,register,5523,1,2020-06-14
mid_248267,Huawei,Huawei Mate 30,Android 11.0,home,3619,1,2020-06-14
mid_856214,Xiaomi,Xiaomi 10 Pro ,Android 11.0,login,10339,1,2020-06-14
mid_295257,Xiaomi,Xiaomi 9,Android 10.0,home,9679,1,2020-06-14
mid_10511,Xiaomi,Xiaomi 10 Pro ,Android 11.0,payment,14874,1,2020-06-14
mid_856214,Xiaomi,Xiaomi 10 Pro ,Android 11.0,home,10844,1,2020-06-14
mid_37784,Xiaomi,Xiaomi Mix2 ,Android 11.0,payment,2216,1,2020-06-14
mid_625994,Xiaomi,Xiaomi 10 Pro ,Android 10.0,good_detail,23973,2,2020-06-14
mid_366705,vivo,vivo iqoo3,Android 11.0,trade,17935,1,2020-06-14
mid_266356,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_detail,31269,2,2020-06-14
mid_812468,Xiaomi,Xiaomi Mix2 ,Android 11.0,home,3854,1,2020-06-14
mid_15202,iPhone,iPhone 8,iOS 13.2.3,good_detail,14925,1,2020-06-14
mid_160600,Xiaomi,Xiaomi Mix2 ,Android 11.0,good_detail,2730,1,2020-06-14
mid_786210,Huawei,Huawei Mate 30,Android 11.0,cart,4880,1,2020-06-14
mid_21411,iPhone,iPhone Xs,iOS 13.2.3,search,6065,1,2020-06-14
mid_94075,vivo,vivo iqoo3,Android 10.0,cart,17936,1,2020-06-14
mid_618742,Xiaomi,Xiaomi 9,Android 11.0,mine,5351,1,2020-06-14
mid_313726,iPhone,iPhone Xs,iOS 13.3.1,payment,13427,1,2020-06-14
mid_6481,Huawei,Huawei P30,Android 11.0,mine,3301,1,2020-06-14
mid_264820,Oneplus,Oneplus 7,Android 11.0,register,10169,1,2020-06-14
mid_23052,iPhone,iPhone X,iOS 13.2.9,good_list,12518,1,2020-06-14
mid_542718,Xiaomi,Xiaomi 9,Android 9.0,good_detail,11389,2,2020-06-14
mid_811656,Xiaomi,Xiaomi 9,Android 10.0,payment,5182,1,2020-06-14
mid_989803,iPhone,iPhone X,iOS 13.2.9,good_detail,19500,1,2020-06-14
mid_813318,iPhone,iPhone Xs,iOS 13.3.1,good_detail,21066,2,2020-06-14
mid_308385,iPhone,iPhone X,iOS 13.3.1,cart,11078,1,2020-06-14
mid_370573,Xiaomi,Xiaomi 9,Android 11.0,payment,3591,1,2020-06-14
mid_347093,Xiaomi,Xiaomi 10 Pro ,Android 11.0,payment,7730,1,2020-06-14
mid_811399,iPhone,iPhone 8,iOS 13.2.9,good_list,4830,1,2020-06-14
mid_203904,Xiaomi,Xiaomi Mix2 ,Android 11.0,good_list,6297,1,2020-06-14
mid_434692,iPhone,iPhone Xs,iOS 13.2.3,payment,10966,1,2020-06-14
mid_412142,Huawei,Huawei P30,Android 11.0,good_list,4316,1,2020-06-14
mid_975242,Oneplus,Oneplus 7,Android 11.0,search,3163,1,2020-06-14
mid_247809,Xiaomi,Xiaomi 9,Android 10.0,good_list,17067,1,2020-06-14
mid_94075,vivo,vivo iqoo3,Android 10.0,trade,1688,1,2020-06-14
mid_993425,Xiaomi,Xiaomi Mix2 ,Android 11.0,home,3849,1,2020-06-14
mid_587275,Redmi,Redmi k30,Android 11.0,register,3773,1,2020-06-14
mid_844247,iPhone,iPhone 8,iOS 13.2.9,trade,11179,1,2020-06-14
mid_824664,iPhone,iPhone X,iOS 13.3.1,mine,14725,1,2020-06-14
mid_802469,Xiaomi,Xiaomi 9,Android 11.0,login,10249,1,2020-06-14
mid_677986,iPhone,iPhone X,iOS 13.3.1,search,2115,1,2020-06-14
mid_289524,iPhone,iPhone X,iOS 13.3.1,orders_unpaid,6066,1,2020-06-14
mid_217502,Huawei,Huawei P30,Android 11.0,orders_unpaid,16267,1,2020-06-14
mid_340499,iPhone,iPhone X,iOS 13.2.9,good_list,19184,1,2020-06-14
mid_587275,Redmi,Redmi k30,Android 11.0,good_list,3423,1,2020-06-14
mid_368792,Xiaomi,Xiaomi Mix2 ,Android 11.0,payment,4895,1,2020-06-14
mid_803497,iPhone,iPhone Xs,iOS 13.2.3,home,19747,1,2020-06-14
mid_286559,Sumsung,Sumsung Galaxy S20,Android 9.0,login,13311,1,2020-06-14
mid_515485,iPhone,iPhone X,iOS 12.4.1,payment,14587,1,2020-06-14
mid_283918,Xiaomi,Xiaomi 9,Android 11.0,good_list,11973,1,2020-06-14
mid_356598,Honor,Honor 20s,Android 10.0,home,19790,1,2020-06-14
mid_388995,Xiaomi,Xiaomi 10 Pro ,Android 10.0,search,3608,1,2020-06-14
mid_73498,iPhone,iPhone Xs Max,iOS 13.3.1,good_list,3758,1,2020-06-14
mid_425564,iPhone,iPhone 8,iOS 13.3.1,good_list,5592,1,2020-06-14
mid_721760,Honor,Honor 20s,Android 9.0,trade,2453,1,2020-06-14
mid_776507,iPhone,iPhone 8,iOS 13.3.1,cart,1319,1,2020-06-14
mid_667358,Xiaomi,Xiaomi 9,Android 10.0,trade,5619,1,2020-06-14
mid_788907,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_detail,12418,1,2020-06-14
mid_547124,iPhone,iPhone Xs Max,iOS 13.3.1,login,1646,1,2020-06-14
mid_527572,iPhone,iPhone 8,iOS 13.2.3,search,4329,1,2020-06-14
mid_67386,Xiaomi,Xiaomi 10 Pro ,Android 10.0,good_list,12522,1,2020-06-14
mid_307396,Redmi,Redmi k30,Android 11.0,home,3037,1,2020-06-14
mid_960931,Xiaomi,Xiaomi 9,Android 11.0,home,15061,1,2020-06-14
mid_308385,iPhone,iPhone X,iOS 13.3.1,good_detail,26141,2,2020-06-14
mid_766277,Xiaomi,Xiaomi 10 Pro ,Android 11.0,cart,14180,1,2020-06-14
mid_773093,Xiaomi,Xiaomi 9,Android 11.0,home,2785,1,2020-06-14
mid_168343,iPhone,iPhone 8,iOS 13.2.9,trade,18459,1,2020-06-14
mid_803497,iPhone,iPhone Xs,iOS 13.2.3,good_list,6014,1,2020-06-14
mid_150388,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_detail,4313,1,2020-06-14
mid_128199,Honor,Honor 20s,Android 11.0,search,5695,1,2020-06-14
mid_393930,Xiaomi,Xiaomi 10 Pro ,Android 11.0,register,13078,1,2020-06-14
mid_850292,Xiaomi,Xiaomi 9,Android 10.0,home,10092,1,2020-06-14
mid_73498,iPhone,iPhone Xs Max,iOS 13.3.1,home,6239,1,2020-06-14
mid_54840,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_spec,1206,1,2020-06-14
mid_782870,iPhone,iPhone Xs Max,iOS 13.3.1,payment,10243,1,2020-06-14
mid_763219,Xiaomi,Xiaomi 10 Pro ,Android 11.0,home,10542,1,2020-06-14
mid_841336,iPhone,iPhone Xs Max,iOS 13.3.1,login,12318,1,2020-06-14
mid_128199,Honor,Honor 20s,Android 11.0,login,4841,1,2020-06-14
mid_698558,Xiaomi,Xiaomi Mix2 ,Android 10.0,trade,6778,1,2020-06-14
mid_215460,Sumsung,Sumsung Galaxy S20,Android 11.0,payment,17210,1,2020-06-14
mid_699098,iPhone,iPhone Xs,iOS 13.3.1,cart,6049,1,2020-06-14
mid_432871,iPhone,iPhone Xs Max,iOS 13.2.9,register,6079,1,2020-06-14
mid_670474,Xiaomi,Xiaomi Mix2 ,Android 11.0,cart,7089,1,2020-06-14
mid_900480,iPhone,iPhone X,iOS 13.3.1,trade,8145,1,2020-06-14
mid_347093,Xiaomi,Xiaomi 10 Pro ,Android 11.0,login,18716,1,2020-06-14
mid_936689,iPhone,iPhone Xs,iOS 13.2.9,home,4750,1,2020-06-14
mid_256454,Xiaomi,Xiaomi 9,Android 11.0,good_list,15666,1,2020-06-14
mid_216886,iPhone,iPhone Xs Max,iOS 13.2.9,good_detail,8247,2,2020-06-14
mid_625994,Xiaomi,Xiaomi 10 Pro ,Android 10.0,search,2907,1,2020-06-14
mid_493818,Huawei,Huawei Mate 30,Android 11.0,good_list,17507,1,2020-06-14
mid_490278,vivo,vivo iqoo3,Android 11.0,good_detail,12840,2,2020-06-14
mid_427167,Xiaomi,Xiaomi Mix2 ,Android 11.0,mine,2920,1,2020-06-14
mid_295257,Xiaomi,Xiaomi 9,Android 10.0,good_spec,1241,1,2020-06-14
mid_412142,Huawei,Huawei P30,Android 11.0,search,16451,1,2020-06-14
mid_282399,Xiaomi,Xiaomi Mix2 ,Android 11.0,home,7801,1,2020-06-14
mid_128199,Honor,Honor 20s,Android 11.0,payment,7217,1,2020-06-14
mid_878024,iPhone,iPhone 8,iOS 13.2.9,home,17725,1,2020-06-14
mid_167841,Xiaomi,Xiaomi 10 Pro ,Android 11.0,login,8678,1,2020-06-14
mid_632934,Oneplus,Oneplus 7,Android 11.0,comment,19699,1,2020-06-14
mid_936689,iPhone,iPhone Xs,iOS 13.2.9,good_list,7289,1,2020-06-14
mid_353733,vivo,vivo iqoo3,Android 11.0,good_detail,15802,2,2020-06-14
mid_393930,Xiaomi,Xiaomi 10 Pro ,Android 11.0,cart,6643,1,2020-06-14
mid_412165,iPhone,iPhone Xs Max,iOS 13.2.9,home,13037,1,2020-06-14
mid_138575,Xiaomi,Xiaomi 10 Pro ,Android 11.0,mine,1131,1,2020-06-14
mid_681084,Xiaomi,Xiaomi Mix2 ,Android 11.0,good_detail,16696,2,2020-06-14
mid_726758,iPhone,iPhone X,iOS 13.3.1,home,4297,1,2020-06-14
mid_770456,Xiaomi,Xiaomi 10 Pro ,Android 11.0,trade,18393,1,2020-06-14
mid_283635,iPhone,iPhone 8,iOS 13.2.9,mine,5161,1,2020-06-14
mid_913092,Xiaomi,Xiaomi 10 Pro ,Android 11.0,payment,12018,1,2020-06-14
mid_481524,iPhone,iPhone X,iOS 13.3.1,login,8760,1,2020-06-14
mid_353733,vivo,vivo iqoo3,Android 11.0,good_list,2049,1,2020-06-14
mid_389448,Xiaomi,Xiaomi 9,Android 11.0,home,2570,1,2020-06-14
mid_107961,Xiaomi,Xiaomi Mix2 ,Android 10.0,home,14428,1,2020-06-14
mid_174101,Oneplus,Oneplus 7,Android 11.0,payment,7005,1,2020-06-14
mid_555979,Huawei,Huawei Mate 30,Android 11.0,cart,6086,1,2020-06-14
mid_881029,iPhone,iPhone X,iOS 13.3.1,good_list,4437,1,2020-06-14
mid_508054,Xiaomi,Xiaomi Mix2 ,Android 11.0,cart,8659,1,2020-06-14
mid_167841,Xiaomi,Xiaomi 10 Pro ,Android 11.0,search,13707,1,2020-06-14
mid_643319,Xiaomi,Xiaomi 10 Pro ,Android 11.0,mine,19220,1,2020-06-14
mid_859073,Xiaomi,Xiaomi 10 Pro ,Android 9.0,payment,14490,1,2020-06-14
mid_277858,Xiaomi,Xiaomi 9,Android 11.0,login,11422,1,2020-06-14
mid_305100,vivo,vivo iqoo3,Android 9.0,payment,13402,1,2020-06-14
mid_87553,Xiaomi,Xiaomi Mix2 ,Android 11.0,good_list,10685,1,2020-06-14
mid_729137,iPhone,iPhone Xs Max,iOS 13.3.1,trade,11092,1,2020-06-14
mid_691280,Redmi,Redmi k30,Android 11.0,good_list,10066,1,2020-06-14
mid_590512,Xiaomi,Xiaomi 10 Pro ,Android 11.0,home,17287,1,2020-06-14
mid_393930,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_detail,17999,2,2020-06-14
mid_370573,Xiaomi,Xiaomi 9,Android 11.0,good_detail,13631,2,2020-06-14
mid_347093,Xiaomi,Xiaomi 10 Pro ,Android 11.0,trade,18266,1,2020-06-14
mid_721760,Honor,Honor 20s,Android 9.0,login,10174,1,2020-06-14
mid_860997,Huawei,Huawei P30,Android 11.0,search,6405,1,2020-06-14
mid_810380,iPhone,iPhone Xs Max,iOS 13.2.9,mine,6577,1,2020-06-14
mid_481524,iPhone,iPhone X,iOS 13.3.1,good_detail,36698,2,2020-06-14
mid_257925,Xiaomi,Xiaomi 10 Pro ,Android 11.0,cart,14519,1,2020-06-14
mid_37784,Xiaomi,Xiaomi Mix2 ,Android 11.0,trade,4672,1,2020-06-14
mid_236937,iPhone,iPhone X,iOS 13.3.1,good_list,10610,1,2020-06-14
mid_111142,Sumsung,Sumsung Galaxy S20,Android 11.0,orders_unpaid,9337,1,2020-06-14
mid_687994,iPhone,iPhone Xs,iOS 13.2.9,payment,12471,1,2020-06-14
mid_37784,Xiaomi,Xiaomi Mix2 ,Android 11.0,orders_unpaid,9044,1,2020-06-14
mid_905613,iPhone,iPhone 8,iOS 13.2.3,good_list,11670,1,2020-06-14
mid_203553,Huawei,Huawei Mate 30,Android 11.0,home,8483,1,2020-06-14
mid_385109,iPhone,iPhone X,iOS 12.4.1,good_detail,17302,1,2020-06-14
mid_955794,Xiaomi,Xiaomi Mix2 ,Android 10.0,cart,14174,1,2020-06-14
mid_184672,iPhone,iPhone Xs,iOS 13.3.1,cart,8032,1,2020-06-14
mid_236937,iPhone,iPhone X,iOS 13.3.1,login,19795,1,2020-06-14
mid_496630,Xiaomi,Xiaomi 10 Pro ,Android 11.0,mine,6336,1,2020-06-14
