user_id,sku_id,sku_name,category1_id,category1_name,category2_id,category2_name,category3_id,category3_name,tm_id,tm_name,order_count_1d,order_num_1d,order_original_amount_1d,activity_reduce_amount_1d,coupon_reduce_amount_1d,order_total_amount_1d,dt
23,34,华为智慧屏V55i-J 55英寸 HEGE-550B 4K全面屏智能电视机 多方视频通话 AI升降摄像头 银钻灰 京品家电,3,家用电器,16,大 家 电,86,平板电视,3,华为,1,2,7854.00,0.00,0.00,7854.00,2020-06-14
95,21,小米电视4A 70英寸 4K超高清 HDR 二级能效 2GB+16GB L70M5-4A 内置小爱 智能网络液晶平板教育电视,3,家用电器,16,大 家 电,86,平板电视,5,小米,1,1,3299.00,0.00,0.00,3299.00,2020-06-14
40,16,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 8GB+128GB亮黑色全网通5G手机,2,手机,13,手机通讯,61,手机,3,华为,1,3,13464.00,0.00,0.00,13464.00,2020-06-14
1518,15,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 8GB+128GB冰霜银全网通5G手机,2,手机,13,手机通讯,61,手机,3,华为,1,2,8976.00,0.00,0.00,8976.00,2020-06-14
173,8,Apple iPhone 12 (A2404) 64GB 黑色 支持移动联通电信5G 双卡双待手机,2,手机,13,手机通讯,61,手机,2,苹果,1,1,8197.00,200.00,0.00,7997.00,2020-06-14
528,16,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 8GB+128GB亮黑色全网通5G手机,2,手机,13,手机通讯,61,手机,3,华为,1,3,13464.00,0.00,0.00,13464.00,2020-06-14
371,28,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Z03女王红 性感冷艳 璀璨金钻哑光唇膏 ,8,个护化妆,54,香水彩妆,477,唇部,8,索芙特,1,1,129.00,0.00,0.00,129.00,2020-06-14
27,2,小米10 至尊纪念版 双模5G 骁龙865 120HZ高刷新率 120倍长焦镜头 120W快充 12GB+256GB 陶瓷黑 游戏手机,2,手机,13,手机通讯,61,手机,1,三星,1,1,6999.00,0.00,0.00,6999.00,2020-06-14
2871,7,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 8GB+128GB 明月灰 游戏智能手机 小米 红米,2,手机,13,手机通讯,61,手机,1,三星,1,3,3897.00,0.00,0.00,3897.00,2020-06-14
71,26,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Y01复古红 百搭气质 璀璨金钻哑光唇膏 ,8,个护化妆,54,香水彩妆,477,唇部,8,索芙特,12,24,3096.00,0.00,100.44,2995.56,2020-06-14
1403,2,小米10 至尊纪念版 双模5G 骁龙865 120HZ高刷新率 120倍长焦镜头 120W快充 12GB+256GB 陶瓷黑 游戏手机,2,手机,13,手机通讯,61,手机,1,三星,1,3,20997.00,0.00,0.00,20997.00,2020-06-14
730,16,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 8GB+128GB亮黑色全网通5G手机,2,手机,13,手机通讯,61,手机,3,华为,1,2,8976.00,0.00,0.00,8976.00,2020-06-14
2116,24,金沙河面条 原味银丝挂面 龙须面 方便速食拉面 清汤面 900g,14,食品饮料、保健食品,82,粮油调味,803,米面杂粮,7,金沙河,1,1,11.00,0.00,0.00,11.00,2020-06-14
74,29,CAREMiLLE珂曼奶油小方口红 雾面滋润保湿持久丝缎唇膏 M01醉蔷薇,8,个护化妆,54,香水彩妆,477,唇部,9,CAREMiLLE,4,20,1380.00,276.00,47.12,1056.88,2020-06-14
469,8,Apple iPhone 12 (A2404) 64GB 黑色 支持移动联通电信5G 双卡双待手机,2,手机,13,手机通讯,61,手机,2,苹果,1,3,24591.00,576.55,0.00,24014.45,2020-06-14
1461,11,Apple iPhone 12 (A2404) 64GB 白色 支持移动联通电信5G 双卡双待手机,2,手机,13,手机通讯,61,手机,2,苹果,1,1,8197.00,125.00,0.00,8072.00,2020-06-14
1434,31,CAREMiLLE珂曼奶油小方口红 雾面滋润保湿持久丝缎唇膏 M03赤茶,8,个护化妆,54,香水彩妆,477,唇部,9,CAREMiLLE,1,1,69.00,0.00,0.00,69.00,2020-06-14
301,29,CAREMiLLE珂曼奶油小方口红 雾面滋润保湿持久丝缎唇膏 M01醉蔷薇,8,个护化妆,54,香水彩妆,477,唇部,9,CAREMiLLE,1,1,69.00,6.90,0.00,62.10,2020-06-14
1717,13,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 6GB+128GB亮黑色全网通5G手机,2,手机,13,手机通讯,61,手机,3,华为,1,3,12564.00,500.00,0.00,12064.00,2020-06-14
1445,25,金沙河面条 银丝挂面900g*3包 爽滑 细面条 龙须面 速食面,14,食品饮料、保健食品,82,粮油调味,803,米面杂粮,7,金沙河,1,1,23.00,0.00,0.00,23.00,2020-06-14
2116,22,十月稻田 长粒香大米 东北大米 东北香米 5kg,14,食品饮料、保健食品,82,粮油调味,803,米面杂粮,6,长粒香,1,2,78.00,0.00,0.00,78.00,2020-06-14
999,9,Apple iPhone 12 (A2404) 64GB 红色 支持移动联通电信5G 双卡双待手机,2,手机,13,手机通讯,61,手机,2,苹果,1,3,24591.00,500.00,0.00,24091.00,2020-06-14
864,1,小米10 至尊纪念版 双模5G 骁龙865 120HZ高刷新率 120倍长焦镜头 120W快充 8GB+128GB 陶瓷黑 游戏手机,2,手机,13,手机通讯,61,手机,1,三星,1,1,5999.00,0.00,0.00,5999.00,2020-06-14
528,7,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 8GB+128GB 明月灰 游戏智能手机 小米 红米,2,手机,13,手机通讯,61,手机,1,三星,1,3,3897.00,0.00,0.00,3897.00,2020-06-14
86,26,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Y01复古红 百搭气质 璀璨金钻哑光唇膏 ,8,个护化妆,54,香水彩妆,477,唇部,8,索芙特,6,12,1548.00,312.00,17.76,1218.24,2020-06-14
2288,23,十月稻田 辽河长粒香 东北大米 5kg,14,食品饮料、保健食品,82,粮油调味,803,米面杂粮,6,长粒香,1,3,120.00,0.00,0.00,120.00,2020-06-14
2779,27,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Z02少女红 活力青春 璀璨金钻哑光唇膏 ,8,个护化妆,54,香水彩妆,477,唇部,8,索芙特,1,1,129.00,0.00,0.00,129.00,2020-06-14
1041,35,华为智慧屏V65i 65英寸 HEGE-560B 4K全面屏智能电视机 多方视频通话 AI升降摄像头 4GB+32GB 星际黑,3,家用电器,16,大 家 电,86,平板电视,3,华为,1,1,5499.00,0.00,0.00,5499.00,2020-06-14
2095,13,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 6GB+128GB亮黑色全网通5G手机,2,手机,13,手机通讯,61,手机,3,华为,1,3,12564.00,500.00,0.00,12064.00,2020-06-14
860,20,小米电视E65X 65英寸 全面屏 4K超高清HDR 蓝牙遥控内置小爱 2+8GB AI人工智能液晶网络平板电视 L65M5-EA,3,家用电器,16,大 家 电,86,平板电视,5,小米,1,2,5798.00,0.00,0.00,5798.00,2020-06-14
2267,27,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Z02少女红 活力青春 璀璨金钻哑光唇膏 ,8,个护化妆,54,香水彩妆,477,唇部,8,索芙特,1,3,387.00,77.00,0.00,310.00,2020-06-14
478,13,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 6GB+128GB亮黑色全网通5G手机,2,手机,13,手机通讯,61,手机,3,华为,1,3,12564.00,500.00,0.00,12064.00,2020-06-14
1032,20,小米电视E65X 65英寸 全面屏 4K超高清HDR 蓝牙遥控内置小爱 2+8GB AI人工智能液晶网络平板电视 L65M5-EA,3,家用电器,16,大 家 电,86,平板电视,5,小米,1,1,2899.00,0.00,0.00,2899.00,2020-06-14
1640,12,Apple iPhone 12 (A2404) 128GB 黑色 支持移动联通电信5G 双卡双待手机,2,手机,13,手机通讯,61,手机,2,苹果,2,4,36788.00,2400.00,0.00,34388.00,2020-06-14
388,31,CAREMiLLE珂曼奶油小方口红 雾面滋润保湿持久丝缎唇膏 M03赤茶,8,个护化妆,54,香水彩妆,477,唇部,9,CAREMiLLE,1,2,138.00,28.00,0.00,110.00,2020-06-14
647,4,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 4GB+128GB 冰雾白 游戏智能手机 小米 红米,2,手机,13,手机通讯,61,手机,1,三星,1,4,3996.00,0.00,0.00,3996.00,2020-06-14
623,18,TCL 75Q10 75英寸 QLED原色量子点电视 安桥音响 AI声控智慧屏 超薄全面屏 MEMC防抖 3+32GB 平板电视,3,家用电器,16,大 家 电,86,平板电视,4,TCL,1,1,9199.00,0.00,0.00,9199.00,2020-06-14
395,30,CAREMiLLE珂曼奶油小方口红 雾面滋润保湿持久丝缎唇膏 M02干玫瑰,8,个护化妆,54,香水彩妆,477,唇部,9,CAREMiLLE,1,3,207.00,21.00,0.00,186.00,2020-06-14
561,17,TCL 65Q10 65英寸 QLED原色量子点电视 安桥音响 AI声控智慧屏 超薄全面屏 MEMC防抖 3+32GB 平板电视,3,家用电器,16,大 家 电,86,平板电视,4,TCL,1,1,6699.00,0.00,0.00,6699.00,2020-06-14
101,35,华为智慧屏V65i 65英寸 HEGE-560B 4K全面屏智能电视机 多方视频通话 AI升降摄像头 4GB+32GB 星际黑,3,家用电器,16,大 家 电,86,平板电视,3,华为,1,3,16497.00,0.00,0.00,16497.00,2020-06-14
810,16,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 8GB+128GB亮黑色全网通5G手机,2,手机,13,手机通讯,61,手机,3,华为,1,2,8976.00,0.00,0.00,8976.00,2020-06-14
1997,20,小米电视E65X 65英寸 全面屏 4K超高清HDR 蓝牙遥控内置小爱 2+8GB AI人工智能液晶网络平板电视 L65M5-EA,3,家用电器,16,大 家 电,86,平板电视,5,小米,1,2,5798.00,0.00,0.00,5798.00,2020-06-14
352,22,十月稻田 长粒香大米 东北大米 东北香米 5kg,14,食品饮料、保健食品,82,粮油调味,803,米面杂粮,6,长粒香,1,3,117.00,0.00,0.00,117.00,2020-06-14
939,33,香奈儿（Chanel）女士香水5号香水 粉邂逅柔情淡香水EDT 粉邂逅淡香水35ml,8,个护化妆,54,香水彩妆,473,香水,11,香奈儿,1,1,488.00,0.00,0.00,488.00,2020-06-14
289,7,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 8GB+128GB 明月灰 游戏智能手机 小米 红米,2,手机,13,手机通讯,61,手机,1,三星,1,1,1299.00,0.00,0.00,1299.00,2020-06-14
1196,8,Apple iPhone 12 (A2404) 64GB 黑色 支持移动联通电信5G 双卡双待手机,2,手机,13,手机通讯,61,手机,2,苹果,1,2,16394.00,500.00,0.00,15894.00,2020-06-14
1658,11,Apple iPhone 12 (A2404) 64GB 白色 支持移动联通电信5G 双卡双待手机,2,手机,13,手机通讯,61,手机,2,苹果,2,6,49182.00,2400.00,0.00,46782.00,2020-06-14
2216,31,CAREMiLLE珂曼奶油小方口红 雾面滋润保湿持久丝缎唇膏 M03赤茶,8,个护化妆,54,香水彩妆,477,唇部,9,CAREMiLLE,1,3,207.00,41.00,0.00,166.00,2020-06-14
2517,8,Apple iPhone 12 (A2404) 64GB 黑色 支持移动联通电信5G 双卡双待手机,2,手机,13,手机通讯,61,手机,2,苹果,1,2,16394.00,565.51,0.00,15828.49,2020-06-14
560,14,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 6GB+128GB冰霜银全网通5G手机,2,手机,13,手机通讯,61,手机,3,华为,1,1,4188.00,0.00,0.00,4188.00,2020-06-14
860,16,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 8GB+128GB亮黑色全网通5G手机,2,手机,13,手机通讯,61,手机,3,华为,1,2,8976.00,0.00,0.00,8976.00,2020-06-14
68,18,TCL 75Q10 75英寸 QLED原色量子点电视 安桥音响 AI声控智慧屏 超薄全面屏 MEMC防抖 3+32GB 平板电视,3,家用电器,16,大 家 电,86,平板电视,4,TCL,1,2,18398.00,0.00,0.00,18398.00,2020-06-14
1041,21,小米电视4A 70英寸 4K超高清 HDR 二级能效 2GB+16GB L70M5-4A 内置小爱 智能网络液晶平板教育电视,3,家用电器,16,大 家 电,86,平板电视,5,小米,1,3,9897.00,0.00,0.00,9897.00,2020-06-14
1417,3,小米10 至尊纪念版 双模5G 骁龙865 120HZ高刷新率 120倍长焦镜头 120W快充 8GB+128GB 透明版 游戏手机,2,手机,13,手机通讯,61,手机,1,三星,1,3,17997.00,0.00,0.00,17997.00,2020-06-14
388,24,金沙河面条 原味银丝挂面 龙须面 方便速食拉面 清汤面 900g,14,食品饮料、保健食品,82,粮油调味,803,米面杂粮,7,金沙河,1,2,22.00,0.00,0.00,22.00,2020-06-14
341,27,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Z02少女红 活力青春 璀璨金钻哑光唇膏 ,8,个护化妆,54,香水彩妆,477,唇部,8,索芙特,1,3,387.00,77.00,0.00,310.00,2020-06-14
2792,23,十月稻田 辽河长粒香 东北大米 5kg,14,食品饮料、保健食品,82,粮油调味,803,米面杂粮,6,长粒香,1,1,40.00,0.00,0.00,40.00,2020-06-14
2778,9,Apple iPhone 12 (A2404) 64GB 红色 支持移动联通电信5G 双卡双待手机,2,手机,13,手机通讯,61,手机,2,苹果,1,2,16394.00,500.00,0.00,15894.00,2020-06-14
2267,16,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 8GB+128GB亮黑色全网通5G手机,2,手机,13,手机通讯,61,手机,3,华为,1,4,17952.00,0.00,0.00,17952.00,2020-06-14
118,20,小米电视E65X 65英寸 全面屏 4K超高清HDR 蓝牙遥控内置小爱 2+8GB AI人工智能液晶网络平板电视 L65M5-EA,3,家用电器,16,大 家 电,86,平板电视,5,小米,1,2,5798.00,0.00,0.00,5798.00,2020-06-14
750,23,十月稻田 辽河长粒香 东北大米 5kg,14,食品饮料、保健食品,82,粮油调味,803,米面杂粮,6,长粒香,1,1,40.00,0.00,0.00,40.00,2020-06-14
1421,35,华为智慧屏V65i 65英寸 HEGE-560B 4K全面屏智能电视机 多方视频通话 AI升降摄像头 4GB+32GB 星际黑,3,家用电器,16,大 家 电,86,平板电视,3,华为,1,3,16497.00,0.00,0.00,16497.00,2020-06-14
906,33,香奈儿（Chanel）女士香水5号香水 粉邂逅柔情淡香水EDT 粉邂逅淡香水35ml,8,个护化妆,54,香水彩妆,473,香水,11,香奈儿,1,3,1464.00,0.00,0.00,1464.00,2020-06-14
2105,1,小米10 至尊纪念版 双模5G 骁龙865 120HZ高刷新率 120倍长焦镜头 120W快充 8GB+128GB 陶瓷黑 游戏手机,2,手机,13,手机通讯,61,手机,1,三星,1,3,17997.00,0.00,0.00,17997.00,2020-06-14
948,13,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 6GB+128GB亮黑色全网通5G手机,2,手机,13,手机通讯,61,手机,3,华为,1,3,12564.00,500.00,0.00,12064.00,2020-06-14
196,8,Apple iPhone 12 (A2404) 64GB 黑色 支持移动联通电信5G 双卡双待手机,2,手机,13,手机通讯,61,手机,2,苹果,1,3,24591.00,500.00,0.00,24091.00,2020-06-14
1043,24,金沙河面条 原味银丝挂面 龙须面 方便速食拉面 清汤面 900g,14,食品饮料、保健食品,82,粮油调味,803,米面杂粮,7,金沙河,1,6,66.00,0.00,0.00,66.00,2020-06-14
210,7,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 8GB+128GB 明月灰 游戏智能手机 小米 红米,2,手机,13,手机通讯,61,手机,1,三星,1,2,2598.00,0.00,0.00,2598.00,2020-06-14
299,27,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Z02少女红 活力青春 璀璨金钻哑光唇膏 ,8,个护化妆,54,香水彩妆,477,唇部,8,索芙特,1,2,258.00,26.00,0.00,232.00,2020-06-14
2536,13,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 6GB+128GB亮黑色全网通5G手机,2,手机,13,手机通讯,61,手机,3,华为,1,1,4188.00,0.00,0.00,4188.00,2020-06-14
1635,6,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 8GB+128GB 冰雾白 游戏智能手机 小米 红米,2,手机,13,手机通讯,61,手机,1,三星,1,1,1299.00,0.00,0.00,1299.00,2020-06-14
1214,7,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 8GB+128GB 明月灰 游戏智能手机 小米 红米,2,手机,13,手机通讯,61,手机,1,三星,1,2,2598.00,0.00,0.00,2598.00,2020-06-14
851,6,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 8GB+128GB 冰雾白 游戏智能手机 小米 红米,2,手机,13,手机通讯,61,手机,1,三星,1,3,3897.00,0.00,0.00,3897.00,2020-06-14
2745,4,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 4GB+128GB 冰雾白 游戏智能手机 小米 红米,2,手机,13,手机通讯,61,手机,1,三星,1,1,999.00,0.00,0.00,999.00,2020-06-14
1368,5,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 4GB+128GB 明月灰 游戏智能手机 小米 红米,2,手机,13,手机通讯,61,手机,1,三星,1,3,2997.00,0.00,0.00,2997.00,2020-06-14
774,23,十月稻田 辽河长粒香 东北大米 5kg,14,食品饮料、保健食品,82,粮油调味,803,米面杂粮,6,长粒香,1,2,80.00,0.00,0.00,80.00,2020-06-14
1164,16,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 8GB+128GB亮黑色全网通5G手机,2,手机,13,手机通讯,61,手机,3,华为,1,1,4488.00,0.00,0.00,4488.00,2020-06-14
2497,6,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 8GB+128GB 冰雾白 游戏智能手机 小米 红米,2,手机,13,手机通讯,61,手机,1,三星,1,2,2598.00,0.00,0.00,2598.00,2020-06-14
166,12,Apple iPhone 12 (A2404) 128GB 黑色 支持移动联通电信5G 双卡双待手机,2,手机,13,手机通讯,61,手机,2,苹果,2,6,55182.00,2400.00,0.00,52782.00,2020-06-14
1902,16,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 8GB+128GB亮黑色全网通5G手机,2,手机,13,手机通讯,61,手机,3,华为,1,3,13464.00,0.00,0.00,13464.00,2020-06-14
1649,31,CAREMiLLE珂曼奶油小方口红 雾面滋润保湿持久丝缎唇膏 M03赤茶,8,个护化妆,54,香水彩妆,477,唇部,9,CAREMiLLE,1,1,69.00,0.00,0.00,69.00,2020-06-14
823,14,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 6GB+128GB冰霜银全网通5G手机,2,手机,13,手机通讯,61,手机,3,华为,1,2,8376.00,0.00,0.00,8376.00,2020-06-14
1304,23,十月稻田 辽河长粒香 东北大米 5kg,14,食品饮料、保健食品,82,粮油调味,803,米面杂粮,6,长粒香,1,1,40.00,0.00,0.00,40.00,2020-06-14
1109,19,TCL 85Q6 85英寸 巨幕私人影院电视 4K超高清 AI智慧屏 全景全面屏 MEMC运动防抖 2+16GB 液晶平板电视机,3,家用电器,16,大 家 电,86,平板电视,4,TCL,1,2,23998.00,0.00,0.00,23998.00,2020-06-14
2915,26,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Y01复古红 百搭气质 璀璨金钻哑光唇膏 ,8,个护化妆,54,香水彩妆,477,唇部,8,索芙特,1,2,258.00,26.00,0.00,232.00,2020-06-14
2211,4,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 4GB+128GB 冰雾白 游戏智能手机 小米 红米,2,手机,13,手机通讯,61,手机,1,三星,1,3,2997.00,0.00,0.00,2997.00,2020-06-14
1136,18,TCL 75Q10 75英寸 QLED原色量子点电视 安桥音响 AI声控智慧屏 超薄全面屏 MEMC防抖 3+32GB 平板电视,3,家用电器,16,大 家 电,86,平板电视,4,TCL,1,2,18398.00,0.00,0.00,18398.00,2020-06-14
27,15,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 8GB+128GB冰霜银全网通5G手机,2,手机,13,手机通讯,61,手机,3,华为,1,3,13464.00,0.00,0.00,13464.00,2020-06-14
596,26,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Y01复古红 百搭气质 璀璨金钻哑光唇膏 ,8,个护化妆,54,香水彩妆,477,唇部,8,索芙特,1,1,129.00,0.00,0.00,129.00,2020-06-14
1201,17,TCL 65Q10 65英寸 QLED原色量子点电视 安桥音响 AI声控智慧屏 超薄全面屏 MEMC防抖 3+32GB 平板电视,3,家用电器,16,大 家 电,86,平板电视,4,TCL,1,3,20097.00,0.00,0.00,20097.00,2020-06-14
653,33,香奈儿（Chanel）女士香水5号香水 粉邂逅柔情淡香水EDT 粉邂逅淡香水35ml,8,个护化妆,54,香水彩妆,473,香水,11,香奈儿,1,2,976.00,0.00,0.00,976.00,2020-06-14
1475,10,Apple iPhone 12 (A2404) 64GB 蓝色 支持移动联通电信5G 双卡双待手机,2,手机,13,手机通讯,61,手机,2,苹果,1,3,24591.00,500.00,0.00,24091.00,2020-06-14
334,29,CAREMiLLE珂曼奶油小方口红 雾面滋润保湿持久丝缎唇膏 M01醉蔷薇,8,个护化妆,54,香水彩妆,477,唇部,9,CAREMiLLE,1,1,69.00,0.00,0.00,69.00,2020-06-14
1353,18,TCL 75Q10 75英寸 QLED原色量子点电视 安桥音响 AI声控智慧屏 超薄全面屏 MEMC防抖 3+32GB 平板电视,3,家用电器,16,大 家 电,86,平板电视,4,TCL,1,1,9199.00,0.00,0.00,9199.00,2020-06-14
268,23,十月稻田 辽河长粒香 东北大米 5kg,14,食品饮料、保健食品,82,粮油调味,803,米面杂粮,6,长粒香,1,2,80.00,0.00,0.00,80.00,2020-06-14
372,33,香奈儿（Chanel）女士香水5号香水 粉邂逅柔情淡香水EDT 粉邂逅淡香水35ml,8,个护化妆,54,香水彩妆,473,香水,11,香奈儿,1,2,976.00,0.00,0.00,976.00,2020-06-14
743,26,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Y01复古红 百搭气质 璀璨金钻哑光唇膏 ,8,个护化妆,54,香水彩妆,477,唇部,8,索芙特,1,1,129.00,0.00,0.00,129.00,2020-06-14
865,23,十月稻田 辽河长粒香 东北大米 5kg,14,食品饮料、保健食品,82,粮油调味,803,米面杂粮,6,长粒香,1,2,80.00,0.00,0.00,80.00,2020-06-14
830,11,Apple iPhone 12 (A2404) 64GB 白色 支持移动联通电信5G 双卡双待手机,2,手机,13,手机通讯,61,手机,2,苹果,2,4,32788.00,960.00,0.00,31828.00,2020-06-14
1335,23,十月稻田 辽河长粒香 东北大米 5kg,14,食品饮料、保健食品,82,粮油调味,803,米面杂粮,6,长粒香,1,3,120.00,0.00,0.00,120.00,2020-06-14
704,23,十月稻田 辽河长粒香 东北大米 5kg,14,食品饮料、保健食品,82,粮油调味,803,米面杂粮,6,长粒香,1,2,80.00,0.00,0.00,80.00,2020-06-14
1201,33,香奈儿（Chanel）女士香水5号香水 粉邂逅柔情淡香水EDT 粉邂逅淡香水35ml,8,个护化妆,54,香水彩妆,473,香水,11,香奈儿,1,1,488.00,0.00,0.00,488.00,2020-06-14
1757,4,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 4GB+128GB 冰雾白 游戏智能手机 小米 红米,2,手机,13,手机通讯,61,手机,1,三星,1,1,999.00,0.00,0.00,999.00,2020-06-14
271,20,小米电视E65X 65英寸 全面屏 4K超高清HDR 蓝牙遥控内置小爱 2+8GB AI人工智能液晶网络平板电视 L65M5-EA,3,家用电器,16,大 家 电,86,平板电视,5,小米,1,1,2899.00,0.00,0.00,2899.00,2020-06-14
1228,29,CAREMiLLE珂曼奶油小方口红 雾面滋润保湿持久丝缎唇膏 M01醉蔷薇,8,个护化妆,54,香水彩妆,477,唇部,9,CAREMiLLE,1,2,138.00,28.00,0.00,110.00,2020-06-14
299,35,华为智慧屏V65i 65英寸 HEGE-560B 4K全面屏智能电视机 多方视频通话 AI升降摄像头 4GB+32GB 星际黑,3,家用电器,16,大 家 电,86,平板电视,3,华为,1,1,5499.00,0.00,0.00,5499.00,2020-06-14
2601,32,香奈儿（Chanel）女士香水5号香水 粉邂逅柔情淡香水EDT 5号淡香水35ml,8,个护化妆,54,香水彩妆,473,香水,11,香奈儿,1,2,600.00,0.00,0.00,600.00,2020-06-14
828,14,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 6GB+128GB冰霜银全网通5G手机,2,手机,13,手机通讯,61,手机,3,华为,1,1,4188.00,0.00,0.00,4188.00,2020-06-14
1041,3,小米10 至尊纪念版 双模5G 骁龙865 120HZ高刷新率 120倍长焦镜头 120W快充 8GB+128GB 透明版 游戏手机,2,手机,13,手机通讯,61,手机,1,三星,1,3,17997.00,0.00,0.00,17997.00,2020-06-14
705,16,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 8GB+128GB亮黑色全网通5G手机,2,手机,13,手机通讯,61,手机,3,华为,1,2,8976.00,0.00,0.00,8976.00,2020-06-14
140,22,十月稻田 长粒香大米 东北大米 东北香米 5kg,14,食品饮料、保健食品,82,粮油调味,803,米面杂粮,6,长粒香,1,1,39.00,0.00,0.00,39.00,2020-06-14
301,31,CAREMiLLE珂曼奶油小方口红 雾面滋润保湿持久丝缎唇膏 M03赤茶,8,个护化妆,54,香水彩妆,477,唇部,9,CAREMiLLE,1,3,207.00,21.00,0.00,186.00,2020-06-14
2191,28,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Z03女王红 性感冷艳 璀璨金钻哑光唇膏 ,8,个护化妆,54,香水彩妆,477,唇部,8,索芙特,1,1,129.00,0.00,0.00,129.00,2020-06-14
152,18,TCL 75Q10 75英寸 QLED原色量子点电视 安桥音响 AI声控智慧屏 超薄全面屏 MEMC防抖 3+32GB 平板电视,3,家用电器,16,大 家 电,86,平板电视,4,TCL,1,3,27597.00,0.00,0.00,27597.00,2020-06-14
1471,25,金沙河面条 银丝挂面900g*3包 爽滑 细面条 龙须面 速食面,14,食品饮料、保健食品,82,粮油调味,803,米面杂粮,7,金沙河,1,2,46.00,0.00,0.00,46.00,2020-06-14
762,24,金沙河面条 原味银丝挂面 龙须面 方便速食拉面 清汤面 900g,14,食品饮料、保健食品,82,粮油调味,803,米面杂粮,7,金沙河,1,2,22.00,0.00,0.00,22.00,2020-06-14
