province_id,brand,channel,is_new,model,mid_id,operate_system,user_id,version_code,during_time,page_item,page_item_type,last_page_id,page_id,source_type,action_id,action_item,action_item_type,date_id,action_time,dt
1,Xiaomi,web,1,Xiaomi 10 Pro ,mid_857928,Android 10.0,648,v2.1.134,16423,26,sku_id,home,good_detail,promotion,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:10,2020-06-14
15,Xiaomi,wandoujia,1,Xiaomi 9,mid_678594,Android 11.0,399,v2.1.132,5426,25,sku_id,home,good_detail,query,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:04,2020-06-14
6,vivo,web,1,vivo iqoo3,mid_434448,Android 11.0,245,v2.1.134,6159,6,sku_id,orders_unpaid,good_detail,promotion,favor_add,6,sku_id,2020-06-14,2020-06-14 10:58:06,2020-06-14
6,vivo,web,1,vivo iqoo3,mid_434448,Android 11.0,245,v2.1.134,6159,6,sku_id,orders_unpaid,good_detail,promotion,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:08,2020-06-14
1,Xiaomi,oppo,0,Xiaomi Mix2 ,mid_242141,Android 11.0,802,v2.1.132,12467,33,sku_id,good_list,good_detail,recommend,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:10,2020-06-14
15,iPhone,Appstore,1,iPhone X,mid_834684,iOS 13.3.1,752,v2.1.134,16069,18,sku_id,good_list,good_detail,query,favor_add,18,sku_id,2020-06-14,2020-06-14 10:58:11,2020-06-14
15,iPhone,Appstore,1,iPhone X,mid_834684,iOS 13.3.1,752,v2.1.134,17218,"32,3,7",sku_ids,cart,trade,,trade_add_address,,,2020-06-14,2020-06-14 10:58:13,2020-06-14
33,iPhone,Appstore,1,iPhone Xs Max,mid_623769,iOS 13.2.3,272,v2.1.132,11899,25,sku_id,good_list,good_detail,query,cart_add,25,sku_id,2020-06-14,2020-06-14 10:58:07,2020-06-14
33,iPhone,Appstore,1,iPhone Xs Max,mid_623769,iOS 13.2.3,272,v2.1.132,11899,25,sku_id,good_list,good_detail,query,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:11,2020-06-14
26,vivo,xiaomi,1,vivo iqoo3,mid_94075,Android 10.0,742,v2.1.134,11300,33,sku_id,good_list,good_detail,query,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:10,2020-06-14
26,vivo,xiaomi,1,vivo iqoo3,mid_94075,Android 10.0,742,v2.1.134,2508,30,sku_id,register,good_detail,promotion,favor_add,30,sku_id,2020-06-14,2020-06-14 10:58:09,2020-06-14
26,iPhone,Appstore,0,iPhone 8,mid_657235,iOS 13.3.1,768,v2.1.134,17951,23,sku_id,good_list,good_detail,query,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:12,2020-06-14
26,iPhone,Appstore,0,iPhone 8,mid_657235,iOS 13.3.1,768,v2.1.134,19989,,,good_detail,cart,,cart_minus_num,13,sku_id,2020-06-14,2020-06-14 10:58:14,2020-06-14
1,iPhone,Appstore,0,iPhone Xs Max,mid_668822,iOS 13.2.3,551,v2.1.134,18218,6,sku_id,good_list,good_detail,promotion,favor_add,6,sku_id,2020-06-14,2020-06-14 10:58:11,2020-06-14
1,iPhone,Appstore,0,iPhone Xs Max,mid_668822,iOS 13.2.3,551,v2.1.134,18218,6,sku_id,good_list,good_detail,promotion,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:17,2020-06-14
1,iPhone,Appstore,0,iPhone Xs Max,mid_668822,iOS 13.2.3,551,v2.1.134,5374,10,sku_id,login,good_detail,query,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:09,2020-06-14
13,iPhone,Appstore,1,iPhone Xs,mid_813318,iOS 13.3.1,104,v2.1.134,10993,22,sku_id,good_list,good_detail,query,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:10,2020-06-14
13,iPhone,Appstore,1,iPhone Xs,mid_813318,iOS 13.3.1,104,v2.1.134,10073,31,sku_id,register,good_detail,promotion,favor_add,31,sku_id,2020-06-14,2020-06-14 10:58:11,2020-06-14
13,iPhone,Appstore,1,iPhone Xs,mid_813318,iOS 13.3.1,104,v2.1.134,10073,31,sku_id,register,good_detail,promotion,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:14,2020-06-14
1,iPhone,Appstore,0,iPhone Xs Max,mid_412165,iOS 13.2.9,501,v2.1.134,11621,19,sku_id,good_list,good_detail,query,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:09,2020-06-14
24,Sumsung,huawei,0,Sumsung Galaxy S20,mid_286559,Android 9.0,449,v2.1.132,15633,14,sku_id,register,good_detail,promotion,favor_add,14,sku_id,2020-06-14,2020-06-14 10:58:11,2020-06-14
24,Sumsung,huawei,0,Sumsung Galaxy S20,mid_286559,Android 9.0,449,v2.1.132,14901,"4,21",sku_ids,cart,trade,,trade_add_address,,,2020-06-14,2020-06-14 10:58:13,2020-06-14
1,Xiaomi,oppo,0,Xiaomi 9,mid_542718,Android 9.0,183,v2.1.132,9005,27,sku_id,good_list,good_detail,promotion,favor_add,27,sku_id,2020-06-14,2020-06-14 10:58:05,2020-06-14
1,Xiaomi,oppo,0,Xiaomi 9,mid_542718,Android 9.0,183,v2.1.132,2384,10,sku_id,login,good_detail,query,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:04,2020-06-14
26,iPhone,Appstore,1,iPhone Xs Max,mid_841336,iOS 13.3.1,757,v2.1.132,12419,20,sku_id,good_list,good_detail,query,cart_add,20,sku_id,2020-06-14,2020-06-14 10:58:06,2020-06-14
26,iPhone,Appstore,1,iPhone Xs Max,mid_841336,iOS 13.3.1,757,v2.1.132,12419,20,sku_id,good_list,good_detail,query,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:10,2020-06-14
26,iPhone,Appstore,1,iPhone Xs Max,mid_841336,iOS 13.3.1,757,v2.1.132,1712,6,sku_ids,cart,trade,,trade_add_address,,,2020-06-14,2020-06-14 10:58:07,2020-06-14
6,Xiaomi,wandoujia,1,Xiaomi 9,mid_890093,Android 11.0,239,v2.1.134,12435,8,sku_id,orders_unpaid,good_detail,activity,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:08,2020-06-14
1,Xiaomi,oppo,1,Xiaomi 10 Pro ,mid_894357,Android 11.0,325,v2.0.1,16533,27,sku_id,good_list,good_detail,query,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:10,2020-06-14
1,Xiaomi,oppo,1,Xiaomi 10 Pro ,mid_894357,Android 11.0,325,v2.0.1,7241,8,sku_id,login,good_detail,promotion,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:07,2020-06-14
1,Xiaomi,oppo,1,Xiaomi 10 Pro ,mid_894357,Android 11.0,325,v2.0.1,17026,,,good_detail,cart,,cart_add_num,27,sku_id,2020-06-14,2020-06-14 10:58:13,2020-06-14
1,vivo,xiaomi,0,vivo iqoo3,mid_253895,Android 10.0,648,v2.1.134,1105,25,sku_id,register,good_detail,recommend,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:05,2020-06-14
1,vivo,xiaomi,0,vivo iqoo3,mid_253895,Android 10.0,648,v2.1.134,2062,,,good_detail,cart,,cart_add_num,20,sku_id,2020-06-14,2020-06-14 10:58:06,2020-06-14
1,vivo,xiaomi,0,vivo iqoo3,mid_253895,Android 10.0,648,v2.1.134,2062,,,good_detail,cart,,cart_minus_num,23,sku_id,2020-06-14,2020-06-14 10:58:07,2020-06-14
1,vivo,xiaomi,0,vivo iqoo3,mid_253895,Android 10.0,648,v2.1.134,2062,,,good_detail,cart,,cart_remove,12,sku_id,2020-06-14,2020-06-14 10:58:07,2020-06-14
15,iPhone,Appstore,1,iPhone Xs Max,mid_839136,iOS 13.2.9,503,v2.1.134,18223,27,sku_id,good_list,good_detail,query,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:11,2020-06-14
1,Xiaomi,xiaomi,0,Xiaomi 9,mid_904136,Android 10.0,355,v2.1.132,12041,26,sku_id,home,good_detail,query,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:07,2020-06-14
6,Honor,xiaomi,1,Honor 20s,mid_734766,Android 11.0,666,v2.1.132,12554,30,sku_id,good_list,good_detail,promotion,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:08,2020-06-14
26,Xiaomi,vivo,1,Xiaomi 10 Pro ,mid_266356,Android 11.0,935,v2.1.134,17555,7,sku_id,good_list,good_detail,promotion,favor_add,7,sku_id,2020-06-14,2020-06-14 10:58:07,2020-06-14
26,Xiaomi,vivo,1,Xiaomi 10 Pro ,mid_266356,Android 11.0,935,v2.1.134,17555,7,sku_id,good_list,good_detail,promotion,cart_add,7,sku_id,2020-06-14,2020-06-14 10:58:11,2020-06-14
26,Xiaomi,vivo,1,Xiaomi 10 Pro ,mid_266356,Android 11.0,935,v2.1.134,17555,7,sku_id,good_list,good_detail,promotion,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:16,2020-06-14
26,Xiaomi,vivo,1,Xiaomi 10 Pro ,mid_266356,Android 11.0,935,v2.1.134,13714,9,sku_id,login,good_detail,activity,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:11,2020-06-14
26,Xiaomi,vivo,1,Xiaomi 10 Pro ,mid_266356,Android 11.0,935,v2.1.134,8815,3,sku_ids,cart,trade,,trade_add_address,,,2020-06-14,2020-06-14 10:58:11,2020-06-14
15,iPhone,Appstore,0,iPhone X,mid_752640,iOS 13.3.1,119,v2.1.134,4503,1,sku_id,home,good_detail,activity,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:03,2020-06-14
24,Huawei,web,0,Huawei P30,mid_860997,Android 11.0,978,v2.1.134,1309,26,sku_id,good_list,good_detail,recommend,favor_add,26,sku_id,2020-06-14,2020-06-14 10:58:03,2020-06-14
24,Huawei,web,0,Huawei P30,mid_860997,Android 11.0,978,v2.1.134,1402,32,sku_id,register,good_detail,promotion,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:06,2020-06-14
1,iPhone,Appstore,1,iPhone Xs Max,mid_924530,iOS 13.2.3,197,v2.1.134,4001,13,sku_id,good_list,good_detail,query,cart_add,13,sku_id,2020-06-14,2020-06-14 10:58:06,2020-06-14
1,iPhone,Appstore,1,iPhone Xs Max,mid_924530,iOS 13.2.3,197,v2.1.134,17148,7,sku_id,login,good_detail,activity,favor_add,7,sku_id,2020-06-14,2020-06-14 10:58:11,2020-06-14
1,iPhone,Appstore,1,iPhone Xs Max,mid_924530,iOS 13.2.3,197,v2.1.134,17148,7,sku_id,login,good_detail,activity,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:17,2020-06-14
1,iPhone,Appstore,1,iPhone Xs Max,mid_924530,iOS 13.2.3,197,v2.1.134,4854,"34,6,12",sku_ids,cart,trade,,trade_add_address,,,2020-06-14,2020-06-14 10:58:10,2020-06-14
1,Xiaomi,oppo,0,Xiaomi 10 Pro ,mid_766277,Android 11.0,974,v2.1.134,3938,32,sku_id,good_list,good_detail,recommend,favor_add,32,sku_id,2020-06-14,2020-06-14 10:58:05,2020-06-14
1,Xiaomi,oppo,0,Xiaomi 10 Pro ,mid_766277,Android 11.0,974,v2.1.134,3938,32,sku_id,good_list,good_detail,recommend,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:06,2020-06-14
1,Xiaomi,oppo,0,Xiaomi 10 Pro ,mid_766277,Android 11.0,974,v2.1.134,9381,27,sku_id,login,good_detail,query,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:10,2020-06-14
24,Xiaomi,wandoujia,0,Xiaomi 9,mid_871147,Android 11.0,686,v2.1.134,14682,30,sku_id,home,good_detail,recommend,favor_add,30,sku_id,2020-06-14,2020-06-14 10:58:05,2020-06-14
24,Xiaomi,wandoujia,0,Xiaomi 9,mid_871147,Android 11.0,686,v2.1.134,14682,30,sku_id,home,good_detail,recommend,cart_add,30,sku_id,2020-06-14,2020-06-14 10:58:09,2020-06-14
24,Xiaomi,wandoujia,0,Xiaomi 9,mid_871147,Android 11.0,686,v2.1.134,14682,30,sku_id,home,good_detail,recommend,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:13,2020-06-14
26,Huawei,oppo,0,Huawei P30,mid_774526,Android 10.0,425,v2.1.134,7815,18,sku_id,login,good_detail,recommend,favor_add,18,sku_id,2020-06-14,2020-06-14 10:58:07,2020-06-14
26,Huawei,oppo,0,Huawei P30,mid_774526,Android 10.0,425,v2.1.134,7815,18,sku_id,login,good_detail,recommend,cart_add,18,sku_id,2020-06-14,2020-06-14 10:58:09,2020-06-14
26,Huawei,oppo,0,Huawei P30,mid_774526,Android 10.0,425,v2.1.134,7815,18,sku_id,login,good_detail,recommend,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:11,2020-06-14
1,iPhone,Appstore,1,iPhone X,mid_340499,iOS 13.2.9,837,v2.1.134,19641,17,sku_id,good_list,good_detail,query,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:13,2020-06-14
1,iPhone,Appstore,1,iPhone X,mid_340499,iOS 13.2.9,837,v2.1.134,14049,3,sku_id,login,good_detail,query,favor_add,3,sku_id,2020-06-14,2020-06-14 10:58:13,2020-06-14
1,iPhone,Appstore,1,iPhone X,mid_340499,iOS 13.2.9,837,v2.1.134,16498,,,good_detail,cart,,cart_add_num,8,sku_id,2020-06-14,2020-06-14 10:58:15,2020-06-14
24,Xiaomi,xiaomi,0,Xiaomi Mix2 ,mid_179065,Android 11.0,27,v2.1.132,15340,7,sku_id,good_list,good_detail,promotion,favor_add,7,sku_id,2020-06-14,2020-06-14 10:58:09,2020-06-14
24,Xiaomi,xiaomi,0,Xiaomi Mix2 ,mid_179065,Android 11.0,27,v2.1.132,15340,7,sku_id,good_list,good_detail,promotion,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:14,2020-06-14
24,Xiaomi,xiaomi,0,Xiaomi Mix2 ,mid_179065,Android 11.0,27,v2.1.132,10780,25,sku_id,register,good_detail,query,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:12,2020-06-14
24,iPhone,Appstore,0,iPhone Xs,mid_434692,iOS 13.2.3,800,v2.1.134,8699,23,sku_id,good_list,good_detail,activity,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:09,2020-06-14
24,iPhone,Appstore,0,iPhone Xs,mid_434692,iOS 13.2.3,800,v2.1.134,19314,22,sku_id,login,good_detail,query,favor_add,22,sku_id,2020-06-14,2020-06-14 10:58:16,2020-06-14
24,iPhone,Appstore,0,iPhone Xs,mid_434692,iOS 13.2.3,800,v2.1.134,9176,"19,3",sku_ids,cart,trade,,trade_add_address,,,2020-06-14,2020-06-14 10:58:13,2020-06-14
6,iPhone,Appstore,1,iPhone X,mid_161048,iOS 13.3.1,241,v2.1.134,14957,12,sku_id,good_list,good_detail,query,favor_add,12,sku_id,2020-06-14,2020-06-14 10:58:08,2020-06-14
6,iPhone,Appstore,1,iPhone X,mid_161048,iOS 13.3.1,241,v2.1.134,14957,12,sku_id,good_list,good_detail,query,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:13,2020-06-14
1,Huawei,xiaomi,0,Huawei P30,mid_73035,Android 10.0,527,v2.1.134,10915,1,sku_id,good_list,good_detail,query,favor_add,1,sku_id,2020-06-14,2020-06-14 10:58:10,2020-06-14
1,Huawei,xiaomi,0,Huawei P30,mid_73035,Android 10.0,527,v2.1.134,3876,19,sku_ids,cart,trade,,trade_add_address,,,2020-06-14,2020-06-14 10:58:10,2020-06-14
12,iPhone,Appstore,1,iPhone Xs,mid_313726,iOS 13.3.1,316,v2.1.132,5447,27,sku_id,good_list,good_detail,query,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:06,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_670474,Android 11.0,106,v2.1.134,19444,19,sku_id,good_list,good_detail,promotion,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:14,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_670474,Android 11.0,106,v2.1.134,13978,4,sku_id,register,good_detail,query,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:14,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_670474,Android 11.0,106,v2.1.134,19567,"22,23",sku_ids,cart,trade,,trade_add_address,,,2020-06-14,2020-06-14 10:58:19,2020-06-14
26,Xiaomi,oppo,0,Xiaomi Mix2 ,mid_222870,Android 11.0,128,v2.1.132,14850,30,sku_id,orders_unpaid,good_detail,query,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:13,2020-06-14
1,Honor,vivo,1,Honor 20s,mid_911477,Android 9.0,792,v2.1.134,17767,26,sku_id,good_list,good_detail,promotion,favor_add,26,sku_id,2020-06-14,2020-06-14 10:58:11,2020-06-14
1,Honor,vivo,1,Honor 20s,mid_911477,Android 9.0,792,v2.1.134,17767,26,sku_id,good_list,good_detail,promotion,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:17,2020-06-14
1,Honor,vivo,1,Honor 20s,mid_911477,Android 9.0,792,v2.1.134,6107,9,sku_id,login,good_detail,query,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:11,2020-06-14
1,Honor,vivo,1,Honor 20s,mid_911477,Android 9.0,792,v2.1.134,5918,,,good_detail,cart,,cart_add_num,15,sku_id,2020-06-14,2020-06-14 10:58:11,2020-06-14
1,Honor,vivo,1,Honor 20s,mid_911477,Android 9.0,792,v2.1.134,8876,"11,12,29",sku_ids,cart,trade,,trade_add_address,,,2020-06-14,2020-06-14 10:58:14,2020-06-14
26,Honor,huawei,1,Honor 20s,mid_356598,Android 10.0,753,v2.1.132,10826,13,sku_id,good_list,good_detail,recommend,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:11,2020-06-14
12,Xiaomi,xiaomi,0,Xiaomi 10 Pro ,mid_859073,Android 9.0,591,v2.1.132,13259,4,sku_id,orders_unpaid,good_detail,activity,favor_add,4,sku_id,2020-06-14,2020-06-14 10:58:12,2020-06-14
6,Xiaomi,web,0,Xiaomi 9,mid_805461,Android 11.0,400,v2.1.132,14630,11,sku_id,good_list,good_detail,promotion,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:13,2020-06-14
6,Xiaomi,web,0,Xiaomi 9,mid_805461,Android 11.0,400,v2.1.132,2928,30,sku_id,login,good_detail,query,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:09,2020-06-14
12,vivo,xiaomi,1,vivo iqoo3,mid_490278,Android 11.0,127,v2.1.134,7736,1,sku_id,good_list,good_detail,recommend,cart_add,1,sku_id,2020-06-14,2020-06-14 10:58:09,2020-06-14
12,vivo,xiaomi,1,vivo iqoo3,mid_490278,Android 11.0,127,v2.1.134,5104,21,sku_id,login,good_detail,activity,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:10,2020-06-14
6,Xiaomi,oppo,0,Xiaomi 9,mid_588471,Android 8.1,81,v2.1.134,12211,17,sku_id,good_list,good_detail,query,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:12,2020-06-14
6,Xiaomi,oppo,0,Xiaomi 9,mid_588471,Android 8.1,81,v2.1.134,1246,6,sku_id,login,good_detail,activity,favor_add,6,sku_id,2020-06-14,2020-06-14 10:58:08,2020-06-14
6,Xiaomi,oppo,0,Xiaomi 9,mid_588471,Android 8.1,81,v2.1.134,1246,6,sku_id,login,good_detail,activity,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:08,2020-06-14
13,Xiaomi,xiaomi,1,Xiaomi 9,mid_572513,Android 10.0,972,v2.1.132,4676,30,sku_id,good_list,good_detail,recommend,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:09,2020-06-14
13,Xiaomi,xiaomi,1,Xiaomi 9,mid_572513,Android 10.0,972,v2.1.132,16511,18,sku_id,login,good_detail,promotion,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:17,2020-06-14
13,Xiaomi,xiaomi,1,Xiaomi 9,mid_572513,Android 10.0,972,v2.1.132,14942,1,sku_ids,cart,trade,,trade_add_address,,,2020-06-14,2020-06-14 10:58:18,2020-06-14
6,Xiaomi,360,0,Xiaomi 10 Pro ,mid_913092,Android 11.0,447,v2.1.134,8053,14,sku_id,good_list,good_detail,recommend,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:11,2020-06-14
6,Xiaomi,360,0,Xiaomi 10 Pro ,mid_913092,Android 11.0,447,v2.1.134,1459,17,sku_id,login,good_detail,query,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:09,2020-06-14
1,Oneplus,xiaomi,1,Oneplus 7,mid_404809,Android 11.0,26,v2.1.134,9303,19,sku_id,good_list,good_detail,query,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:11,2020-06-14
15,Xiaomi,huawei,0,Xiaomi 10 Pro ,mid_10511,Android 11.0,38,v2.1.134,18396,30,sku_id,good_list,good_detail,promotion,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:16,2020-06-14
15,Xiaomi,huawei,0,Xiaomi 10 Pro ,mid_10511,Android 11.0,38,v2.1.134,11022,26,sku_id,login,good_detail,query,favor_add,26,sku_id,2020-06-14,2020-06-14 10:58:12,2020-06-14
15,Xiaomi,huawei,0,Xiaomi 10 Pro ,mid_10511,Android 11.0,38,v2.1.134,11022,26,sku_id,login,good_detail,query,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:16,2020-06-14
6,Huawei,xiaomi,1,Huawei P30,mid_429285,Android 10.0,578,v2.1.132,1612,34,sku_id,orders_unpaid,good_detail,query,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:08,2020-06-14
1,Huawei,xiaomi,0,Huawei Mate 30,mid_723133,Android 11.0,537,v2.1.134,5505,2,sku_id,home,good_detail,promotion,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:08,2020-06-14
1,Huawei,xiaomi,1,Huawei P30,mid_170887,Android 11.0,449,v2.1.111,15717,33,sku_id,good_list,good_detail,query,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:14,2020-06-14
1,Huawei,xiaomi,1,Huawei P30,mid_170887,Android 11.0,449,v2.1.111,12293,,,good_detail,cart,,cart_minus_num,10,sku_id,2020-06-14,2020-06-14 10:58:14,2020-06-14
15,iPhone,Appstore,0,iPhone X,mid_2997,iOS 13.2.9,452,v2.1.132,1261,33,sku_id,good_list,good_detail,query,cart_add,33,sku_id,2020-06-14,2020-06-14 10:58:07,2020-06-14
15,iPhone,Appstore,0,iPhone X,mid_2997,iOS 13.2.9,452,v2.1.132,1261,33,sku_id,good_list,good_detail,query,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:07,2020-06-14
15,Xiaomi,oppo,1,Xiaomi Mix2 ,mid_49530,Android 11.0,8,v2.1.134,10397,32,sku_id,good_list,good_detail,promotion,favor_add,32,sku_id,2020-06-14,2020-06-14 10:58:10,2020-06-14
15,Xiaomi,oppo,1,Xiaomi Mix2 ,mid_49530,Android 11.0,8,v2.1.134,10397,32,sku_id,good_list,good_detail,promotion,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:13,2020-06-14
15,Xiaomi,oppo,1,Xiaomi Mix2 ,mid_49530,Android 11.0,8,v2.1.134,13137,,,good_detail,cart,,cart_add_num,6,sku_id,2020-06-14,2020-06-14 10:58:12,2020-06-14
15,Xiaomi,oppo,1,Xiaomi Mix2 ,mid_49530,Android 11.0,8,v2.1.134,13137,,,good_detail,cart,,cart_minus_num,2,sku_id,2020-06-14,2020-06-14 10:58:16,2020-06-14
1,iPhone,Appstore,0,iPhone 8,mid_331388,iOS 12.4.1,775,v2.1.134,12880,3,sku_id,home,good_detail,promotion,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:13,2020-06-14
26,Xiaomi,xiaomi,1,Xiaomi 10 Pro ,mid_297147,Android 11.0,153,v2.1.134,18023,28,sku_id,orders_unpaid,good_detail,promotion,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:18,2020-06-14
12,Xiaomi,xiaomi,1,Xiaomi 10 Pro ,mid_529623,Android 11.0,802,v2.1.134,9606,6,sku_id,good_list,good_detail,promotion,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:13,2020-06-14
12,Xiaomi,xiaomi,1,Xiaomi 10 Pro ,mid_529623,Android 11.0,802,v2.1.134,2582,30,sku_id,register,good_detail,promotion,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:13,2020-06-14
6,Xiaomi,oppo,0,Xiaomi 9,mid_850292,Android 10.0,661,v2.1.134,15406,23,sku_id,good_list,good_detail,activity,cart_add,23,sku_id,2020-06-14,2020-06-14 10:58:14,2020-06-14
6,Xiaomi,oppo,0,Xiaomi 9,mid_850292,Android 10.0,661,v2.1.134,15406,23,sku_id,good_list,good_detail,activity,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:19,2020-06-14
6,Xiaomi,oppo,0,Xiaomi 9,mid_850292,Android 10.0,661,v2.1.134,2791,12,sku_id,register,good_detail,query,favor_add,12,sku_id,2020-06-14,2020-06-14 10:58:12,2020-06-14
6,Xiaomi,oppo,0,Xiaomi 9,mid_850292,Android 10.0,661,v2.1.134,2791,12,sku_id,register,good_detail,query,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:13,2020-06-14
6,iPhone,Appstore,1,iPhone Xs,mid_739831,iOS 13.3.1,733,v2.1.134,17517,3,sku_id,login,good_detail,query,cart_add,3,sku_id,2020-06-14,2020-06-14 10:58:19,2020-06-14
6,iPhone,Appstore,1,iPhone Xs,mid_739831,iOS 13.3.1,733,v2.1.134,7176,,,good_detail,cart,,cart_add_num,9,sku_id,2020-06-14,2020-06-14 10:58:15,2020-06-14
1,Xiaomi,oppo,0,Xiaomi 10 Pro ,mid_68876,Android 11.0,648,v2.1.134,16783,28,sku_id,home,good_detail,query,favor_add,28,sku_id,2020-06-14,2020-06-14 10:58:13,2020-06-14
1,Xiaomi,oppo,0,Xiaomi 10 Pro ,mid_68876,Android 11.0,648,v2.1.134,16783,28,sku_id,home,good_detail,query,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:19,2020-06-14
24,Sumsung,xiaomi,1,Sumsung Galaxy S20,mid_512550,Android 11.0,445,v2.1.134,15909,12,sku_id,good_list,good_detail,activity,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:17,2020-06-14
24,Sumsung,xiaomi,1,Sumsung Galaxy S20,mid_512550,Android 11.0,445,v2.1.134,6193,6,sku_id,login,good_detail,query,favor_add,6,sku_id,2020-06-14,2020-06-14 10:58:14,2020-06-14
24,Sumsung,xiaomi,1,Sumsung Galaxy S20,mid_512550,Android 11.0,445,v2.1.134,6193,6,sku_id,login,good_detail,query,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:16,2020-06-14
1,Xiaomi,360,1,Xiaomi Mix2 ,mid_685366,Android 11.0,97,v2.1.134,19040,10,sku_id,good_list,good_detail,activity,favor_add,10,sku_id,2020-06-14,2020-06-14 10:58:16,2020-06-14
1,Xiaomi,360,1,Xiaomi Mix2 ,mid_685366,Android 11.0,97,v2.1.134,19040,10,sku_id,good_list,good_detail,activity,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:22,2020-06-14
1,Xiaomi,360,1,Xiaomi Mix2 ,mid_685366,Android 11.0,97,v2.1.134,3912,,,good_detail,cart,,cart_remove,6,sku_id,2020-06-14,2020-06-14 10:58:14,2020-06-14
