mid_id,brand,model,operate_system,page_id,during_time_7d,view_count_7d,during_time_30d,view_count_30d,dt
mid_49943,iPhone,iPhone 8,iOS 13.3.1,good_detail,27360,2,27360,2,2020-06-14
mid_231033,Xiaomi,Xiaomi 9,Android 11.0,good_detail,9204,2,9204,2,2020-06-14
mid_6481,Huawei,Huawei P30,Android 11.0,orders_unpaid,1296,1,1296,1,2020-06-14
mid_363179,iPhone,iPhone Xs,iOS 13.2.9,login,19287,1,19287,1,2020-06-14
mid_555979,Huawei,Huawei Mate 30,Android 11.0,good_list,2783,1,2783,1,2020-06-14
mid_890093,Xiaomi,Xiaomi 9,Android 11.0,comment,14109,1,14109,1,2020-06-14
mid_257925,Xiaomi,Xiaomi 10 Pro ,Android 11.0,search,5151,1,5151,1,2020-06-14
mid_753096,iPhone,iPhone X,iOS 13.2.9,good_detail,13874,1,13874,1,2020-06-14
mid_687994,iPhone,iPhone Xs,iOS 13.2.9,cart,9004,1,9004,1,2020-06-14
mid_442404,Xiaomi,Xiaomi 9,Android 10.0,good_detail,17357,2,17357,2,2020-06-14
mid_555979,Huawei,Huawei Mate 30,Android 11.0,cart,6086,1,6086,1,2020-06-14
mid_995171,iPhone,iPhone Xs,iOS 13.2.3,good_detail,10802,1,10802,1,2020-06-14
mid_6527,iPhone,iPhone Xs,iOS 13.3.1,search,19451,1,19451,1,2020-06-14
mid_526478,vivo,vivo iqoo3,Android 11.0,comment,11435,1,11435,1,2020-06-14
mid_340499,iPhone,iPhone X,iOS 13.2.9,good_detail,33690,2,33690,2,2020-06-14
mid_532540,Huawei,Huawei P30,Android 11.0,home,15032,1,15032,1,2020-06-14
mid_909430,Xiaomi,Xiaomi Mix2 ,Android 11.0,cart,3938,1,3938,1,2020-06-14
mid_406739,Xiaomi,Xiaomi Mix2 ,Android 11.0,mine,14890,1,14890,1,2020-06-14
mid_435897,Xiaomi,Xiaomi 9,Android 11.0,cart,13772,1,13772,1,2020-06-14
mid_587275,Redmi,Redmi k30,Android 11.0,good_list,3423,1,3423,1,2020-06-14
mid_574129,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_detail,13656,2,13656,2,2020-06-14
mid_289524,iPhone,iPhone X,iOS 13.3.1,home,18432,1,18432,1,2020-06-14
mid_644984,Xiaomi,Xiaomi 9,Android 11.0,payment,9430,1,9430,1,2020-06-14
mid_755931,iPhone,iPhone Xs,iOS 13.3.1,search,19007,1,19007,1,2020-06-14
mid_941313,Xiaomi,Xiaomi 9,Android 11.0,login,9768,1,9768,1,2020-06-14
mid_847145,iPhone,iPhone Xs Max,iOS 13.3.1,trade,15839,1,15839,1,2020-06-14
mid_217502,Huawei,Huawei P30,Android 11.0,comment,5063,1,5063,1,2020-06-14
mid_237135,vivo,vivo iqoo3,Android 11.0,trade,15448,1,15448,1,2020-06-14
mid_396865,Huawei,Huawei Mate 30,Android 10.0,payment,2383,1,2383,1,2020-06-14
mid_757617,Honor,Honor 20s,Android 10.0,good_detail,17619,2,17619,2,2020-06-14
mid_226014,Xiaomi,Xiaomi Mix2 ,Android 9.0,payment,5665,1,5665,1,2020-06-14
mid_824664,iPhone,iPhone X,iOS 13.3.1,home,11832,1,11832,1,2020-06-14
mid_642376,Xiaomi,Xiaomi Mix2 ,Android 10.0,good_list,7120,1,7120,1,2020-06-14
mid_432871,iPhone,iPhone Xs Max,iOS 13.2.9,search,2214,1,2214,1,2020-06-14
mid_927895,iPhone,iPhone Xs Max,iOS 13.3.1,cart,1233,1,1233,1,2020-06-14
mid_282399,Xiaomi,Xiaomi Mix2 ,Android 11.0,payment,4996,1,4996,1,2020-06-14
mid_286559,Sumsung,Sumsung Galaxy S20,Android 9.0,cart,8184,1,8184,1,2020-06-14
mid_878024,iPhone,iPhone 8,iOS 13.2.9,good_detail,11795,1,11795,1,2020-06-14
mid_429285,Huawei,Huawei P30,Android 10.0,good_detail,1612,1,1612,1,2020-06-14
mid_542952,Redmi,Redmi k30,Android 11.0,good_detail,11483,1,11483,1,2020-06-14
mid_217502,Huawei,Huawei P30,Android 11.0,good_spec,19120,1,19120,1,2020-06-14
mid_350212,iPhone,iPhone 8,iOS 13.3.1,trade,15388,1,15388,1,2020-06-14
mid_677986,iPhone,iPhone X,iOS 13.3.1,login,14133,1,14133,1,2020-06-14
mid_515485,iPhone,iPhone X,iOS 12.4.1,home,1838,1,1838,1,2020-06-14
mid_856214,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_detail,3026,2,3026,2,2020-06-14
mid_635512,Huawei,Huawei Mate 30,Android 11.0,good_list,1174,1,1174,1,2020-06-14
mid_572513,Xiaomi,Xiaomi 9,Android 10.0,home,9787,1,9787,1,2020-06-14
mid_703519,iPhone,iPhone Xs Max,iOS 13.3.1,home,6172,1,6172,1,2020-06-14
mid_542718,Xiaomi,Xiaomi 9,Android 9.0,payment,7993,1,7993,1,2020-06-14
mid_668009,Xiaomi,Xiaomi Mix2 ,Android 10.0,home,4064,1,4064,1,2020-06-14
mid_892162,iPhone,iPhone X,iOS 13.3.1,payment,7856,1,7856,1,2020-06-14
mid_286559,Sumsung,Sumsung Galaxy S20,Android 9.0,register,14710,1,14710,1,2020-06-14
mid_289524,iPhone,iPhone X,iOS 13.3.1,trade,4883,1,4883,1,2020-06-14
mid_605838,vivo,vivo iqoo3,Android 11.0,trade,9065,1,9065,1,2020-06-14
mid_859073,Xiaomi,Xiaomi 10 Pro ,Android 9.0,payment,14490,1,14490,1,2020-06-14
mid_642376,Xiaomi,Xiaomi Mix2 ,Android 10.0,home,5655,1,5655,1,2020-06-14
mid_547535,iPhone,iPhone Xs Max,iOS 13.3.1,trade,18107,1,18107,1,2020-06-14
mid_542952,Redmi,Redmi k30,Android 11.0,trade,17543,1,17543,1,2020-06-14
mid_426894,Xiaomi,Xiaomi 9,Android 9.0,trade,8417,1,8417,1,2020-06-14
mid_813318,iPhone,iPhone Xs,iOS 13.3.1,payment,9835,1,9835,1,2020-06-14
mid_574129,Xiaomi,Xiaomi 10 Pro ,Android 11.0,cart,7940,1,7940,1,2020-06-14
mid_82292,vivo,vivo iqoo3,Android 11.0,search,16974,1,16974,1,2020-06-14
mid_412142,Huawei,Huawei P30,Android 11.0,trade,3065,1,3065,1,2020-06-14
mid_992788,Huawei,Huawei P30,Android 11.0,mine,5365,1,5365,1,2020-06-14
mid_663869,iPhone,iPhone Xs Max,iOS 13.2.9,trade,12488,1,12488,1,2020-06-14
mid_257925,Xiaomi,Xiaomi 10 Pro ,Android 11.0,login,8945,1,8945,1,2020-06-14
mid_495031,iPhone,iPhone Xs Max,iOS 13.2.3,mine,19111,1,19111,1,2020-06-14
mid_567149,iPhone,iPhone X,iOS 13.3.1,login,15334,1,15334,1,2020-06-14
mid_174101,Oneplus,Oneplus 7,Android 11.0,good_detail,35523,2,35523,2,2020-06-14
mid_812468,Xiaomi,Xiaomi Mix2 ,Android 11.0,login,6966,1,6966,1,2020-06-14
mid_785268,Huawei,Huawei Mate 30,Android 10.0,orders_unpaid,14285,1,14285,1,2020-06-14
mid_6527,iPhone,iPhone Xs,iOS 13.3.1,good_list,10154,1,10154,1,2020-06-14
mid_941313,Xiaomi,Xiaomi 9,Android 11.0,good_detail,35729,2,35729,2,2020-06-14
mid_82292,vivo,vivo iqoo3,Android 11.0,home,16783,1,16783,1,2020-06-14
mid_94075,vivo,vivo iqoo3,Android 10.0,login,13901,1,13901,1,2020-06-14
mid_860997,Huawei,Huawei P30,Android 11.0,good_list,9458,1,9458,1,2020-06-14
mid_756104,Xiaomi,Xiaomi Mix2 ,Android 11.0,search,4812,1,4812,1,2020-06-14
mid_642376,Xiaomi,Xiaomi Mix2 ,Android 10.0,payment,2111,1,2111,1,2020-06-14
mid_187696,Huawei,Huawei P30,Android 11.0,trade,18725,1,18725,1,2020-06-14
mid_277858,Xiaomi,Xiaomi 9,Android 11.0,good_list,11438,1,11438,1,2020-06-14
mid_340499,iPhone,iPhone X,iOS 13.2.9,search,3689,1,3689,1,2020-06-14
mid_820668,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_detail,35856,2,35856,2,2020-06-14
mid_905613,iPhone,iPhone 8,iOS 13.2.3,payment,15019,1,15019,1,2020-06-14
mid_657235,iPhone,iPhone 8,iOS 13.3.1,home,16596,1,16596,1,2020-06-14
mid_464646,iPhone,iPhone 8,iOS 13.3.1,home,9009,1,9009,1,2020-06-14
mid_476136,vivo,vivo iqoo3,Android 11.0,home,19719,1,19719,1,2020-06-14
mid_170887,Huawei,Huawei P30,Android 11.0,cart,12293,1,12293,1,2020-06-14
mid_354106,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_list,7010,1,7010,1,2020-06-14
mid_412142,Huawei,Huawei P30,Android 11.0,good_list,4316,1,4316,1,2020-06-14
mid_21411,iPhone,iPhone Xs,iOS 13.2.3,good_list,7712,1,7712,1,2020-06-14
mid_404809,Oneplus,Oneplus 7,Android 11.0,home,8499,1,8499,1,2020-06-14
mid_231033,Xiaomi,Xiaomi 9,Android 11.0,trade,9213,1,9213,1,2020-06-14
mid_31165,Xiaomi,Xiaomi Mix2 ,Android 11.0,home,2181,1,2181,1,2020-06-14
mid_755931,iPhone,iPhone Xs,iOS 13.3.1,cart,5862,1,5862,1,2020-06-14
mid_233475,Xiaomi,Xiaomi 10 Pro ,Android 9.0,good_detail,30090,2,30090,2,2020-06-14
mid_364886,Huawei,Huawei P30,Android 11.0,home,1897,1,1897,1,2020-06-14
mid_623769,iPhone,iPhone Xs Max,iOS 13.2.3,cart,17870,1,17870,1,2020-06-14
mid_340499,iPhone,iPhone X,iOS 13.2.9,trade,2917,1,2917,1,2020-06-14
mid_839136,iPhone,iPhone Xs Max,iOS 13.2.9,good_list,19945,1,19945,1,2020-06-14
mid_948589,iPhone,iPhone 8,iOS 13.2.9,orders_unpaid,12696,1,12696,1,2020-06-14
mid_425564,iPhone,iPhone 8,iOS 13.3.1,login,7423,1,7423,1,2020-06-14
mid_406739,Xiaomi,Xiaomi Mix2 ,Android 11.0,payment,6875,1,6875,1,2020-06-14
mid_181797,Xiaomi,Xiaomi 10 Pro ,Android 11.0,trade,14746,1,14746,1,2020-06-14
mid_643319,Xiaomi,Xiaomi 10 Pro ,Android 11.0,comment,11489,1,11489,1,2020-06-14
mid_496845,Huawei,Huawei Mate 30,Android 11.0,home,15971,1,15971,1,2020-06-14
mid_370573,Xiaomi,Xiaomi 9,Android 11.0,login,17769,1,17769,1,2020-06-14
mid_946143,Xiaomi,Xiaomi Mix2 ,Android 11.0,orders_unpaid,13182,1,13182,1,2020-06-14
mid_37784,Xiaomi,Xiaomi Mix2 ,Android 11.0,mine,11741,1,11741,1,2020-06-14
mid_574129,Xiaomi,Xiaomi 10 Pro ,Android 11.0,login,9987,1,9987,1,2020-06-14
mid_914369,Xiaomi,Xiaomi Mix2 ,Android 10.0,good_detail,16609,1,16609,1,2020-06-14
mid_757411,iPhone,iPhone Xs,iOS 13.3.1,home,3719,1,3719,1,2020-06-14
mid_370573,Xiaomi,Xiaomi 9,Android 11.0,search,3617,1,3617,1,2020-06-14
mid_233475,Xiaomi,Xiaomi 10 Pro ,Android 9.0,search,5061,1,5061,1,2020-06-14
mid_606239,iPhone,iPhone 8,iOS 13.3.1,home,1999,1,1999,1,2020-06-14
mid_978807,Oneplus,Oneplus 7,Android 10.0,search,12614,1,12614,1,2020-06-14
mid_869416,Xiaomi,Xiaomi 10 Pro ,Android 11.0,search,10807,1,10807,1,2020-06-14
mid_199586,Xiaomi,Xiaomi 9,Android 11.0,good_list,4991,1,4991,1,2020-06-14
mid_67386,Xiaomi,Xiaomi 10 Pro ,Android 10.0,trade,5015,1,5015,1,2020-06-14
mid_850292,Xiaomi,Xiaomi 9,Android 10.0,cart,7480,1,7480,1,2020-06-14
mid_49530,Xiaomi,Xiaomi Mix2 ,Android 11.0,trade,3224,1,3224,1,2020-06-14
mid_145732,Redmi,Redmi k30,Android 11.0,payment,19655,1,19655,1,2020-06-14
mid_247809,Xiaomi,Xiaomi 9,Android 10.0,payment,6973,1,6973,1,2020-06-14
mid_335539,Xiaomi,Xiaomi 9,Android 11.0,good_detail,14915,1,14915,1,2020-06-14
mid_906849,Xiaomi,Xiaomi 10 Pro ,Android 10.0,register,8900,1,8900,1,2020-06-14
mid_869416,Xiaomi,Xiaomi 10 Pro ,Android 11.0,trade,2979,1,2979,1,2020-06-14
mid_168343,iPhone,iPhone 8,iOS 13.2.9,mine,17290,1,17290,1,2020-06-14
mid_812468,Xiaomi,Xiaomi Mix2 ,Android 11.0,register,16457,1,16457,1,2020-06-14
mid_82292,vivo,vivo iqoo3,Android 11.0,trade,18228,1,18228,1,2020-06-14
mid_262094,Oneplus,Oneplus 7,Android 11.0,home,9482,1,9482,1,2020-06-14
mid_886240,Xiaomi,Xiaomi 10 Pro ,Android 11.0,home,3804,1,3804,1,2020-06-14
mid_329671,iPhone,iPhone Xs Max,iOS 13.3.1,payment,6346,1,6346,1,2020-06-14
mid_508054,Xiaomi,Xiaomi Mix2 ,Android 11.0,trade,2834,1,2834,1,2020-06-14
mid_283635,iPhone,iPhone 8,iOS 13.2.9,payment,5691,1,5691,1,2020-06-14
mid_484460,Huawei,Huawei P30,Android 11.0,orders_unpaid,1627,1,1627,1,2020-06-14
mid_269442,iPhone,iPhone X,iOS 13.3.1,cart,15864,1,15864,1,2020-06-14
mid_283918,Xiaomi,Xiaomi 9,Android 11.0,cart,9185,1,9185,1,2020-06-14
mid_859073,Xiaomi,Xiaomi 10 Pro ,Android 9.0,good_detail,13259,1,13259,1,2020-06-14
mid_819184,Xiaomi,Xiaomi 9,Android 11.0,payment,18541,1,18541,1,2020-06-14
mid_685016,iPhone,iPhone X,iOS 13.3.1,good_list,2251,1,2251,1,2020-06-14
mid_60124,iPhone,iPhone 8,iOS 13.3.1,cart,4948,1,4948,1,2020-06-14
mid_860997,Huawei,Huawei P30,Android 11.0,search,6405,1,6405,1,2020-06-14
mid_890093,Xiaomi,Xiaomi 9,Android 11.0,good_detail,12435,1,12435,1,2020-06-14
mid_393930,Xiaomi,Xiaomi 10 Pro ,Android 11.0,login,8160,1,8160,1,2020-06-14
mid_812468,Xiaomi,Xiaomi Mix2 ,Android 11.0,search,12227,1,12227,1,2020-06-14
mid_606239,iPhone,iPhone 8,iOS 13.3.1,payment,8811,1,8811,1,2020-06-14
mid_86511,Huawei,Huawei Mate 30,Android 11.0,trade,3664,1,3664,1,2020-06-14
mid_187696,Huawei,Huawei P30,Android 11.0,good_detail,24889,2,24889,2,2020-06-14
mid_283635,iPhone,iPhone 8,iOS 13.2.9,trade,18791,1,18791,1,2020-06-14
mid_678594,Xiaomi,Xiaomi 9,Android 11.0,home,19049,1,19049,1,2020-06-14
mid_18461,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_detail,4276,1,4276,1,2020-06-14
mid_308385,iPhone,iPhone X,iOS 13.3.1,home,5071,1,5071,1,2020-06-14
mid_493818,Huawei,Huawei Mate 30,Android 11.0,good_detail,15028,2,15028,2,2020-06-14
mid_847145,iPhone,iPhone Xs Max,iOS 13.3.1,good_detail,14234,1,14234,1,2020-06-14
mid_170887,Huawei,Huawei P30,Android 11.0,payment,16161,1,16161,1,2020-06-14
mid_820668,Xiaomi,Xiaomi 10 Pro ,Android 11.0,search,5485,1,5485,1,2020-06-14
mid_845581,iPhone,iPhone X,iOS 13.3.1,good_list,19039,1,19039,1,2020-06-14
mid_820668,Xiaomi,Xiaomi 10 Pro ,Android 11.0,trade,7080,1,7080,1,2020-06-14
mid_82292,vivo,vivo iqoo3,Android 11.0,login,9556,1,9556,1,2020-06-14
mid_906849,Xiaomi,Xiaomi 10 Pro ,Android 10.0,payment,5354,1,5354,1,2020-06-14
mid_526478,vivo,vivo iqoo3,Android 11.0,home,2292,1,2292,1,2020-06-14
mid_292601,iPhone,iPhone Xs Max,iOS 13.3.1,cart,6011,1,6011,1,2020-06-14
mid_247809,Xiaomi,Xiaomi 9,Android 10.0,home,16303,1,16303,1,2020-06-14
mid_166464,Xiaomi,Xiaomi Mix2 ,Android 10.0,trade,6737,1,6737,1,2020-06-14
mid_961722,Oneplus,Oneplus 7,Android 11.0,login,8331,1,8331,1,2020-06-14
mid_2997,iPhone,iPhone X,iOS 13.2.9,cart,12215,1,12215,1,2020-06-14
mid_856214,Xiaomi,Xiaomi 10 Pro ,Android 11.0,cart,8920,1,8920,1,2020-06-14
mid_937376,iPhone,iPhone X,iOS 13.3.1,cart,3190,1,3190,1,2020-06-14
mid_340499,iPhone,iPhone X,iOS 13.2.9,home,3794,1,3794,1,2020-06-14
mid_542952,Redmi,Redmi k30,Android 11.0,payment,10626,1,10626,1,2020-06-14
mid_842303,Xiaomi,Xiaomi 9,Android 11.0,trade,14649,1,14649,1,2020-06-14
mid_857586,Xiaomi,Xiaomi Mix2 ,Android 11.0,home,13674,1,13674,1,2020-06-14
mid_119039,iPhone,iPhone Xs,iOS 13.2.9,search,2127,1,2127,1,2020-06-14
mid_226014,Xiaomi,Xiaomi Mix2 ,Android 9.0,trade,7711,1,7711,1,2020-06-14
mid_227439,Honor,Honor 20s,Android 11.0,trade,6338,1,6338,1,2020-06-14
mid_498775,Huawei,Huawei Mate 30,Android 11.0,payment,12548,1,12548,1,2020-06-14
mid_341014,Xiaomi,Xiaomi Mix2 ,Android 10.0,good_detail,10476,1,10476,1,2020-06-14
mid_297147,Xiaomi,Xiaomi 10 Pro ,Android 11.0,home,6355,1,6355,1,2020-06-14
mid_946143,Xiaomi,Xiaomi Mix2 ,Android 11.0,home,4732,1,4732,1,2020-06-14
mid_927895,iPhone,iPhone Xs Max,iOS 13.3.1,trade,5738,1,5738,1,2020-06-14
mid_750569,Oneplus,Oneplus 7,Android 9.0,payment,15279,1,15279,1,2020-06-14
mid_634679,Redmi,Redmi k30,Android 11.0,payment,12154,1,12154,1,2020-06-14
mid_174101,Oneplus,Oneplus 7,Android 11.0,payment,7005,1,7005,1,2020-06-14
mid_905613,iPhone,iPhone 8,iOS 13.2.3,cart,1616,1,1616,1,2020-06-14
mid_844247,iPhone,iPhone 8,iOS 13.2.9,good_detail,2325,1,2325,1,2020-06-14
mid_766277,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_list,7734,1,7734,1,2020-06-14
mid_905613,iPhone,iPhone 8,iOS 13.2.3,trade,8003,1,8003,1,2020-06-14
mid_191306,Xiaomi,Xiaomi 9,Android 11.0,cart,8713,1,8713,1,2020-06-14
mid_813318,iPhone,iPhone Xs,iOS 13.3.1,register,2943,1,2943,1,2020-06-14
mid_81367,Xiaomi,Xiaomi Mix2 ,Android 8.1,cart,13367,1,13367,1,2020-06-14
mid_900480,iPhone,iPhone X,iOS 13.3.1,search,2490,1,2490,1,2020-06-14
mid_635512,Huawei,Huawei Mate 30,Android 11.0,payment,13972,1,13972,1,2020-06-14
mid_572513,Xiaomi,Xiaomi 9,Android 10.0,good_detail,21187,2,21187,2,2020-06-14
mid_49943,iPhone,iPhone 8,iOS 13.3.1,login,10809,1,10809,1,2020-06-14
mid_824664,iPhone,iPhone X,iOS 13.3.1,mine,14725,1,14725,1,2020-06-14
mid_753096,iPhone,iPhone X,iOS 13.2.9,home,4852,1,4852,1,2020-06-14
mid_168913,iPhone,iPhone X,iOS 13.3.1,payment,16907,1,16907,1,2020-06-14
mid_490278,vivo,vivo iqoo3,Android 11.0,good_detail,12840,2,12840,2,2020-06-14
mid_456101,Xiaomi,Xiaomi Mix2 ,Android 11.0,payment,19684,1,19684,1,2020-06-14
mid_820668,Xiaomi,Xiaomi 10 Pro ,Android 11.0,login,11201,1,11201,1,2020-06-14
mid_811399,iPhone,iPhone 8,iOS 13.2.9,cart,10310,1,10310,1,2020-06-14
mid_587275,Redmi,Redmi k30,Android 11.0,register,3773,1,3773,1,2020-06-14
mid_227439,Honor,Honor 20s,Android 11.0,mine,15100,1,15100,1,2020-06-14
mid_385109,iPhone,iPhone X,iOS 12.4.1,good_detail,17302,1,17302,1,2020-06-14
mid_393930,Xiaomi,Xiaomi 10 Pro ,Android 11.0,trade,17281,1,17281,1,2020-06-14
mid_980402,Huawei,Huawei P30,Android 11.0,search,3978,1,3978,1,2020-06-14
mid_865156,Xiaomi,Xiaomi 10 Pro ,Android 10.0,good_detail,6001,1,6001,1,2020-06-14
mid_726758,iPhone,iPhone X,iOS 13.3.1,home,4297,1,4297,1,2020-06-14
mid_646743,iPhone,iPhone 8,iOS 13.2.9,home,9411,1,9411,1,2020-06-14
mid_55209,iPhone,iPhone Xs,iOS 12.4.1,payment,19016,1,19016,1,2020-06-14
mid_40794,vivo,vivo iqoo3,Android 11.0,good_detail,4615,1,4615,1,2020-06-14
mid_635512,Huawei,Huawei Mate 30,Android 11.0,register,2791,1,2791,1,2020-06-14
mid_941313,Xiaomi,Xiaomi 9,Android 11.0,home,2345,1,2345,1,2020-06-14
mid_734766,Honor,Honor 20s,Android 11.0,good_detail,12554,1,12554,1,2020-06-14
mid_486426,Redmi,Redmi k30,Android 10.0,home,11687,1,11687,1,2020-06-14
mid_812530,iPhone,iPhone Xs Max,iOS 13.2.3,good_detail,15492,1,15492,1,2020-06-14
mid_812468,Xiaomi,Xiaomi Mix2 ,Android 11.0,cart,5663,1,5663,1,2020-06-14
mid_805461,Xiaomi,Xiaomi 9,Android 11.0,good_list,7766,1,7766,1,2020-06-14
mid_593748,Oneplus,Oneplus 7,Android 11.0,home,7055,1,7055,1,2020-06-14
mid_68876,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_detail,16783,1,16783,1,2020-06-14
mid_81367,Xiaomi,Xiaomi Mix2 ,Android 8.1,home,8891,1,8891,1,2020-06-14
mid_776507,iPhone,iPhone 8,iOS 13.3.1,login,3323,1,3323,1,2020-06-14
mid_860997,Huawei,Huawei P30,Android 11.0,register,1097,1,1097,1,2020-06-14
mid_253895,vivo,vivo iqoo3,Android 10.0,good_list,7394,1,7394,1,2020-06-14
mid_757411,iPhone,iPhone Xs,iOS 13.3.1,trade,19497,1,19497,1,2020-06-14
mid_824664,iPhone,iPhone X,iOS 13.3.1,payment,1004,1,1004,1,2020-06-14
mid_770456,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_detail,10107,1,10107,1,2020-06-14
mid_853715,Xiaomi,Xiaomi 10 Pro ,Android 10.0,payment,12172,1,12172,1,2020-06-14
mid_277858,Xiaomi,Xiaomi 9,Android 11.0,trade,6717,1,6717,1,2020-06-14
mid_905613,iPhone,iPhone 8,iOS 13.2.3,good_detail,23003,2,23003,2,2020-06-14
mid_685016,iPhone,iPhone X,iOS 13.3.1,good_detail,6860,1,6860,1,2020-06-14
mid_892162,iPhone,iPhone X,iOS 13.3.1,good_list,14591,1,14591,1,2020-06-14
mid_645338,Xiaomi,Xiaomi Mix2 ,Android 10.0,mine,2925,1,2925,1,2020-06-14
mid_842303,Xiaomi,Xiaomi 9,Android 11.0,register,17199,1,17199,1,2020-06-14
mid_283918,Xiaomi,Xiaomi 9,Android 11.0,search,16763,1,16763,1,2020-06-14
mid_227439,Honor,Honor 20s,Android 11.0,comment,11403,1,11403,1,2020-06-14
mid_216886,iPhone,iPhone Xs Max,iOS 13.2.9,good_detail,8247,2,8247,2,2020-06-14
mid_721760,Honor,Honor 20s,Android 9.0,payment,1792,1,1792,1,2020-06-14
mid_140673,iPhone,iPhone Xs Max,iOS 13.3.1,payment,16951,1,16951,1,2020-06-14
mid_961722,Oneplus,Oneplus 7,Android 11.0,cart,16314,1,16314,1,2020-06-14
mid_821297,Xiaomi,Xiaomi 9,Android 11.0,home,3852,1,3852,1,2020-06-14
mid_574129,Xiaomi,Xiaomi 10 Pro ,Android 11.0,payment,9630,1,9630,1,2020-06-14
mid_992788,Huawei,Huawei P30,Android 11.0,good_spec,11115,1,11115,1,2020-06-14
mid_871147,Xiaomi,Xiaomi 9,Android 11.0,good_detail,14682,1,14682,1,2020-06-14
mid_734766,Honor,Honor 20s,Android 11.0,cart,12704,1,12704,1,2020-06-14
mid_713384,Redmi,Redmi k30,Android 8.1,home,5987,1,5987,1,2020-06-14
mid_38556,Xiaomi,Xiaomi 9,Android 10.0,trade,6630,1,6630,1,2020-06-14
mid_757617,Honor,Honor 20s,Android 10.0,trade,11896,1,11896,1,2020-06-14
mid_952217,vivo,vivo iqoo3,Android 10.0,register,10408,1,10408,1,2020-06-14
mid_187696,Huawei,Huawei P30,Android 11.0,login,12374,1,12374,1,2020-06-14
mid_434448,vivo,vivo iqoo3,Android 11.0,mine,1329,1,1329,1,2020-06-14
mid_770456,Xiaomi,Xiaomi 10 Pro ,Android 11.0,mine,18431,1,18431,1,2020-06-14
mid_913092,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_list,2146,1,2146,1,2020-06-14
mid_811656,Xiaomi,Xiaomi 9,Android 10.0,orders_unpaid,15050,1,15050,1,2020-06-14
mid_14568,vivo,vivo iqoo3,Android 11.0,payment,5718,1,5718,1,2020-06-14
mid_82280,Xiaomi,Xiaomi 10 Pro ,Android 11.0,payment,2918,1,2918,1,2020-06-14
mid_804087,Xiaomi,Xiaomi 9,Android 11.0,good_list,8954,1,8954,1,2020-06-14
mid_547535,iPhone,iPhone Xs Max,iOS 13.3.1,orders_unpaid,7529,1,7529,1,2020-06-14
mid_900480,iPhone,iPhone X,iOS 13.3.1,home,1306,1,1306,1,2020-06-14
mid_363179,iPhone,iPhone Xs,iOS 13.2.9,trade,1457,1,1457,1,2020-06-14
mid_759465,iPhone,iPhone X,iOS 13.3.1,mine,15118,1,15118,1,2020-06-14
mid_750432,iPhone,iPhone X,iOS 12.4.1,trade,5700,1,5700,1,2020-06-14
mid_555979,Huawei,Huawei Mate 30,Android 11.0,good_detail,12480,2,12480,2,2020-06-14
mid_264820,Oneplus,Oneplus 7,Android 11.0,home,2132,1,2132,1,2020-06-14
mid_227439,Honor,Honor 20s,Android 11.0,orders_unpaid,19886,1,19886,1,2020-06-14
mid_167139,iPhone,iPhone Xs Max,iOS 13.2.9,search,8152,1,8152,1,2020-06-14
mid_766277,Xiaomi,Xiaomi 10 Pro ,Android 11.0,search,12561,1,12561,1,2020-06-14
mid_181797,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_list,15806,1,15806,1,2020-06-14
mid_257925,Xiaomi,Xiaomi 10 Pro ,Android 11.0,home,9156,1,9156,1,2020-06-14
mid_936689,iPhone,iPhone Xs,iOS 13.2.9,trade,9996,1,9996,1,2020-06-14
mid_231033,Xiaomi,Xiaomi 9,Android 11.0,search,15319,1,15319,1,2020-06-14
mid_776507,iPhone,iPhone 8,iOS 13.3.1,trade,5519,1,5519,1,2020-06-14
mid_435897,Xiaomi,Xiaomi 9,Android 11.0,good_detail,31916,2,31916,2,2020-06-14
mid_332519,vivo,vivo iqoo3,Android 11.0,trade,8510,1,8510,1,2020-06-14
mid_788808,Xiaomi,Xiaomi 10 Pro ,Android 10.0,search,16878,1,16878,1,2020-06-14
mid_495031,iPhone,iPhone Xs Max,iOS 13.2.3,orders_unpaid,12075,1,12075,1,2020-06-14
mid_370573,Xiaomi,Xiaomi 9,Android 11.0,payment,3591,1,3591,1,2020-06-14
mid_6527,iPhone,iPhone Xs,iOS 13.3.1,cart,9045,1,9045,1,2020-06-14
mid_262094,Oneplus,Oneplus 7,Android 11.0,search,4943,1,4943,1,2020-06-14
mid_691280,Redmi,Redmi k30,Android 11.0,home,5528,1,5528,1,2020-06-14
mid_21352,Redmi,Redmi k30,Android 11.0,good_detail,7453,1,7453,1,2020-06-14
mid_256454,Xiaomi,Xiaomi 9,Android 11.0,login,11945,1,11945,1,2020-06-14
mid_292601,iPhone,iPhone Xs Max,iOS 13.3.1,home,11853,1,11853,1,2020-06-14
