id,order_id,user_id,sku_id,province_id,activity_id,activity_rule_id,coupon_id,payment_type_code,payment_type_name,date_id,callback_time,source_id,source_type_code,source_type_name,sku_num,split_original_amount,split_activity_amount,split_coupon_amount,split_payment_amount,dt
19727,6957,625,12,22,2,4,,1102,微信,2020-06-14,2020-06-14 17:23:39,2,2404,促销活动,3,27591.00,1200.00,,26391.00,2020-06-14
19727,6957,625,12,22,1,2,,1102,微信,2020-06-14,2020-06-14 17:23:39,2,2404,促销活动,3,27591.00,1200.00,,26391.00,2020-06-14
19727,6957,625,12,22,2,4,,1102,微信,2020-06-14,2020-06-14 17:23:39,2,2404,促销活动,3,27591.00,1200.00,,26391.00,2020-06-14
19727,6957,625,12,22,1,2,,1102,微信,2020-06-14,2020-06-14 17:23:39,2,2404,促销活动,3,27591.00,1200.00,,26391.00,2020-06-14
19727,6957,625,12,22,2,4,,1102,微信,2020-06-14,2020-06-14 17:23:39,2,2404,促销活动,3,27591.00,1200.00,,26391.00,2020-06-14
19727,6957,625,12,22,1,2,,1102,微信,2020-06-14,2020-06-14 17:23:39,2,2404,促销活动,3,27591.00,1200.00,,26391.00,2020-06-14
19727,6957,625,12,22,2,4,,1102,微信,2020-06-14,2020-06-14 17:23:39,2,2404,促销活动,3,27591.00,1200.00,,26391.00,2020-06-14
19728,6957,625,17,22,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,13398.00,,,13398.00,2020-06-14
19728,6957,625,17,22,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,13398.00,,,13398.00,2020-06-14
19729,6957,625,27,22,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,258.00,,,258.00,2020-06-14
19729,6957,625,27,22,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,258.00,,,258.00,2020-06-14
19730,6958,639,9,6,2,3,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,8197.00,200.00,,7997.00,2020-06-14
19730,6958,639,9,6,2,3,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,8197.00,200.00,,7997.00,2020-06-14
19730,6958,639,9,6,2,3,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,8197.00,200.00,,7997.00,2020-06-14
19730,6958,639,9,6,2,3,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,8197.00,200.00,,7997.00,2020-06-14
19731,6958,639,14,6,,,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2403,智能推荐,2,8376.00,,,8376.00,2020-06-14
19731,6958,639,14,6,,,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2403,智能推荐,2,8376.00,,,8376.00,2020-06-14
19732,6958,639,32,6,,,,1103,银联,2020-06-14,2020-06-14 17:23:39,57,2402,商品推广,1,300.00,,,300.00,2020-06-14
19732,6958,639,32,6,,,,1103,银联,2020-06-14,2020-06-14 17:23:39,57,2402,商品推广,1,300.00,,,300.00,2020-06-14
19733,6959,645,23,34,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,40.00,,,40.00,2020-06-14
19733,6959,645,23,34,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,40.00,,,40.00,2020-06-14
19734,6959,645,10,34,2,3,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,8197.00,200.00,,7997.00,2020-06-14
19734,6959,645,10,34,2,3,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,8197.00,200.00,,7997.00,2020-06-14
19734,6959,645,10,34,2,3,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,8197.00,200.00,,7997.00,2020-06-14
19734,6959,645,10,34,2,3,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,8197.00,200.00,,7997.00,2020-06-14
19735,6959,645,35,34,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,77,2402,商品推广,3,16497.00,,,16497.00,2020-06-14
19735,6959,645,35,34,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,77,2402,商品推广,3,16497.00,,,16497.00,2020-06-14
19736,6959,645,13,34,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,8376.00,,,8376.00,2020-06-14
19736,6959,645,13,34,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,8376.00,,,8376.00,2020-06-14
19737,6959,645,29,34,3,5,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,4,276.00,28.00,,248.00,2020-06-14
19737,6959,645,29,34,3,5,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,4,276.00,28.00,,248.00,2020-06-14
19737,6959,645,29,34,3,5,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,4,276.00,28.00,,248.00,2020-06-14
19737,6959,645,29,34,3,5,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,4,276.00,28.00,,248.00,2020-06-14
19738,6959,645,33,34,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,88,2402,商品推广,4,1952.00,,,1952.00,2020-06-14
19738,6959,645,33,34,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,88,2402,商品推广,4,1952.00,,,1952.00,2020-06-14
19739,6960,661,12,25,1,2,,1102,微信,2020-06-14,2020-06-14 17:23:39,22,2402,商品推广,3,27591.00,1200.00,,26391.00,2020-06-14
19739,6960,661,12,25,2,4,,1102,微信,2020-06-14,2020-06-14 17:23:39,22,2402,商品推广,3,27591.00,1200.00,,26391.00,2020-06-14
19739,6960,661,12,25,1,2,,1102,微信,2020-06-14,2020-06-14 17:23:39,22,2402,商品推广,3,27591.00,1200.00,,26391.00,2020-06-14
19739,6960,661,12,25,2,4,,1102,微信,2020-06-14,2020-06-14 17:23:39,22,2402,商品推广,3,27591.00,1200.00,,26391.00,2020-06-14
19739,6960,661,12,25,1,2,,1102,微信,2020-06-14,2020-06-14 17:23:39,22,2402,商品推广,3,27591.00,1200.00,,26391.00,2020-06-14
19739,6960,661,12,25,2,4,,1102,微信,2020-06-14,2020-06-14 17:23:39,22,2402,商品推广,3,27591.00,1200.00,,26391.00,2020-06-14
19739,6960,661,12,25,1,2,,1102,微信,2020-06-14,2020-06-14 17:23:39,22,2402,商品推广,3,27591.00,1200.00,,26391.00,2020-06-14
19739,6960,661,12,25,2,4,,1102,微信,2020-06-14,2020-06-14 17:23:39,22,2402,商品推广,3,27591.00,1200.00,,26391.00,2020-06-14
19740,6961,739,4,16,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,1998.00,,,1998.00,2020-06-14
19740,6961,739,4,16,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,1998.00,,,1998.00,2020-06-14
19741,6961,739,35,16,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,3,16497.00,,,16497.00,2020-06-14
19741,6961,739,35,16,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,3,16497.00,,,16497.00,2020-06-14
19742,6962,762,32,30,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,3,900.00,,,900.00,2020-06-14
19742,6962,762,32,30,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,3,900.00,,,900.00,2020-06-14
19743,6962,762,25,30,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,3,69.00,,,69.00,2020-06-14
19743,6962,762,25,30,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,3,69.00,,,69.00,2020-06-14
19744,6962,762,22,30,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,3,117.00,,,117.00,2020-06-14
19744,6962,762,22,30,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,3,117.00,,,117.00,2020-06-14
19745,6962,762,17,30,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2403,智能推荐,2,13398.00,,,13398.00,2020-06-14
19745,6962,762,17,30,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2403,智能推荐,2,13398.00,,,13398.00,2020-06-14
19746,6962,762,24,30,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,22.00,,,22.00,2020-06-14
19746,6962,762,24,30,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,22.00,,,22.00,2020-06-14
19747,6963,774,28,25,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,129.00,,,129.00,2020-06-14
19747,6963,774,28,25,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,129.00,,,129.00,2020-06-14
19748,6963,774,6,25,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,2,2404,促销活动,7,9093.00,,,9093.00,2020-06-14
19748,6963,774,6,25,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,2,2404,促销活动,7,9093.00,,,9093.00,2020-06-14
19749,6963,774,25,25,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,23.00,,,23.00,2020-06-14
19749,6963,774,25,25,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,23.00,,,23.00,2020-06-14
19750,6963,774,5,25,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,25,2402,商品推广,1,999.00,,,999.00,2020-06-14
19750,6963,774,5,25,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,25,2402,商品推广,1,999.00,,,999.00,2020-06-14
19751,6963,774,23,25,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,2,2404,促销活动,2,80.00,,,80.00,2020-06-14
19751,6963,774,23,25,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,2,2404,促销活动,2,80.00,,,80.00,2020-06-14
19756,6965,823,14,6,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,8376.00,,,8376.00,2020-06-14
19756,6965,823,14,6,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,8376.00,,,8376.00,2020-06-14
19757,6966,878,13,19,1,2,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,8376.00,219.02,,8156.98,2020-06-14
19757,6966,878,13,19,1,2,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,8376.00,219.02,,8156.98,2020-06-14
19757,6966,878,13,19,1,2,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,8376.00,219.02,,8156.98,2020-06-14
19757,6966,878,13,19,1,2,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,8376.00,219.02,,8156.98,2020-06-14
19758,6966,878,15,19,,,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,8976.00,,,8976.00,2020-06-14
19758,6966,878,15,19,,,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,8976.00,,,8976.00,2020-06-14
19759,6966,878,12,19,1,2,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,18394.00,1200.00,,17194.00,2020-06-14
19759,6966,878,12,19,2,4,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,18394.00,1200.00,,17194.00,2020-06-14
19759,6966,878,12,19,1,2,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,18394.00,1200.00,,17194.00,2020-06-14
19759,6966,878,12,19,2,4,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,18394.00,1200.00,,17194.00,2020-06-14
19759,6966,878,12,19,1,2,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,18394.00,1200.00,,17194.00,2020-06-14
19759,6966,878,12,19,2,4,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,18394.00,1200.00,,17194.00,2020-06-14
19759,6966,878,12,19,1,2,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,18394.00,1200.00,,17194.00,2020-06-14
19759,6966,878,12,19,2,4,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,18394.00,1200.00,,17194.00,2020-06-14
19760,6966,878,3,19,,,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,11998.00,,,11998.00,2020-06-14
19760,6966,878,3,19,,,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,11998.00,,,11998.00,2020-06-14
19761,6966,878,16,19,,,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2403,智能推荐,3,13464.00,,,13464.00,2020-06-14
19761,6966,878,16,19,,,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2403,智能推荐,3,13464.00,,,13464.00,2020-06-14
19762,6967,894,19,6,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,23998.00,,,23998.00,2020-06-14
19762,6967,894,19,6,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,23998.00,,,23998.00,2020-06-14
19763,6967,894,1,6,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2403,智能推荐,2,11998.00,,,11998.00,2020-06-14
19763,6967,894,1,6,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2403,智能推荐,2,11998.00,,,11998.00,2020-06-14
19766,6969,978,4,2,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,3,2997.00,,,2997.00,2020-06-14
19766,6969,978,4,2,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,3,2997.00,,,2997.00,2020-06-14
19767,6969,978,30,2,3,5,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2403,智能推荐,3,207.00,21.00,,186.00,2020-06-14
19767,6969,978,30,2,3,5,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2403,智能推荐,3,207.00,21.00,,186.00,2020-06-14
19767,6969,978,30,2,3,5,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2403,智能推荐,3,207.00,21.00,,186.00,2020-06-14
19767,6969,978,30,2,3,5,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2403,智能推荐,3,207.00,21.00,,186.00,2020-06-14
19780,6973,1095,18,19,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,3,27597.00,,,27597.00,2020-06-14
19780,6973,1095,18,19,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,3,27597.00,,,27597.00,2020-06-14
19781,6973,1095,12,19,1,2,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,18394.00,513.50,,17880.50,2020-06-14
19781,6973,1095,12,19,2,4,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,18394.00,513.50,,17880.50,2020-06-14
19781,6973,1095,12,19,1,2,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,18394.00,513.50,,17880.50,2020-06-14
19781,6973,1095,12,19,2,4,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,18394.00,513.50,,17880.50,2020-06-14
19781,6973,1095,12,19,1,2,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,18394.00,513.50,,17880.50,2020-06-14
19781,6973,1095,12,19,2,4,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,18394.00,513.50,,17880.50,2020-06-14
19781,6973,1095,12,19,1,2,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,18394.00,513.50,,17880.50,2020-06-14
19781,6973,1095,12,19,2,4,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,18394.00,513.50,,17880.50,2020-06-14
19782,6973,1095,9,19,2,4,,1102,微信,2020-06-14,2020-06-14 17:23:39,75,2402,商品推广,3,24591.00,686.50,,23904.50,2020-06-14
19782,6973,1095,9,19,2,4,,1102,微信,2020-06-14,2020-06-14 17:23:39,75,2402,商品推广,3,24591.00,686.50,,23904.50,2020-06-14
19782,6973,1095,9,19,2,4,,1102,微信,2020-06-14,2020-06-14 17:23:39,75,2402,商品推广,3,24591.00,686.50,,23904.50,2020-06-14
19782,6973,1095,9,19,2,4,,1102,微信,2020-06-14,2020-06-14 17:23:39,75,2402,商品推广,3,24591.00,686.50,,23904.50,2020-06-14
19783,6973,1095,14,19,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,4188.00,,,4188.00,2020-06-14
19783,6973,1095,14,19,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,4188.00,,,4188.00,2020-06-14
19784,6973,1095,24,19,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,73,2402,商品推广,1,11.00,,,11.00,2020-06-14
19784,6973,1095,24,19,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,73,2402,商品推广,1,11.00,,,11.00,2020-06-14
19785,6974,1122,19,10,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,3,35997.00,,,35997.00,2020-06-14
19785,6974,1122,19,10,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,3,35997.00,,,35997.00,2020-06-14
19786,6974,1122,12,10,1,2,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,3,27591.00,1200.00,,26391.00,2020-06-14
19786,6974,1122,12,10,2,4,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,3,27591.00,1200.00,,26391.00,2020-06-14
19786,6974,1122,12,10,1,2,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,3,27591.00,1200.00,,26391.00,2020-06-14
19786,6974,1122,12,10,2,4,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,3,27591.00,1200.00,,26391.00,2020-06-14
19786,6974,1122,12,10,1,2,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,3,27591.00,1200.00,,26391.00,2020-06-14
19786,6974,1122,12,10,2,4,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,3,27591.00,1200.00,,26391.00,2020-06-14
19786,6974,1122,12,10,1,2,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,3,27591.00,1200.00,,26391.00,2020-06-14
19786,6974,1122,12,10,2,4,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,3,27591.00,1200.00,,26391.00,2020-06-14
19787,6974,1122,34,10,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,21,2402,商品推广,1,3927.00,,,3927.00,2020-06-14
19787,6974,1122,34,10,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,21,2402,商品推广,1,3927.00,,,3927.00,2020-06-14
19788,6975,1184,9,32,2,3,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,8197.00,200.00,,7997.00,2020-06-14
19788,6975,1184,9,32,2,3,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,8197.00,200.00,,7997.00,2020-06-14
19788,6975,1184,9,32,2,3,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,8197.00,200.00,,7997.00,2020-06-14
19788,6975,1184,9,32,2,3,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,8197.00,200.00,,7997.00,2020-06-14
19789,6975,1184,25,32,,,,1103,银联,2020-06-14,2020-06-14 17:23:39,2,2404,促销活动,3,69.00,,,69.00,2020-06-14
19789,6975,1184,25,32,,,,1103,银联,2020-06-14,2020-06-14 17:23:39,2,2404,促销活动,3,69.00,,,69.00,2020-06-14
19790,6975,1184,17,32,,,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,6699.00,,,6699.00,2020-06-14
19790,6975,1184,17,32,,,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,6699.00,,,6699.00,2020-06-14
19791,6976,1229,34,12,,,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,7854.00,,,7854.00,2020-06-14
19791,6976,1229,34,12,,,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,7854.00,,,7854.00,2020-06-14
19792,6976,1229,31,12,,,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,138.00,,,138.00,2020-06-14
19792,6976,1229,31,12,,,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,138.00,,,138.00,2020-06-14
19793,6976,1229,4,12,,,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,3,2997.00,,,2997.00,2020-06-14
19793,6976,1229,4,12,,,,1103,银联,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,3,2997.00,,,2997.00,2020-06-14
19794,6977,1258,31,1,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,69.00,,,69.00,2020-06-14
19794,6977,1258,31,1,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,69.00,,,69.00,2020-06-14
19795,6977,1258,32,1,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,3,900.00,,,900.00,2020-06-14
19795,6977,1258,32,1,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,3,900.00,,,900.00,2020-06-14
19796,6977,1258,4,1,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2403,智能推荐,1,999.00,,,999.00,2020-06-14
19796,6977,1258,4,1,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2403,智能推荐,1,999.00,,,999.00,2020-06-14
19797,6977,1258,27,1,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,129.00,,,129.00,2020-06-14
19797,6977,1258,27,1,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,129.00,,,129.00,2020-06-14
19798,6978,1265,26,30,,,,1103,银联,2020-06-14,2020-06-14 17:23:39,1,2404,促销活动,2,258.00,,,258.00,2020-06-14
19798,6978,1265,26,30,,,,1103,银联,2020-06-14,2020-06-14 17:23:39,1,2404,促销活动,2,258.00,,,258.00,2020-06-14
19799,6979,1337,9,25,2,4,,1102,微信,2020-06-14,2020-06-14 17:23:39,1,2404,促销活动,2,16394.00,500.00,,15894.00,2020-06-14
19799,6979,1337,9,25,2,4,,1102,微信,2020-06-14,2020-06-14 17:23:39,1,2404,促销活动,2,16394.00,500.00,,15894.00,2020-06-14
19799,6979,1337,9,25,2,4,,1102,微信,2020-06-14,2020-06-14 17:23:39,1,2404,促销活动,2,16394.00,500.00,,15894.00,2020-06-14
19799,6979,1337,9,25,2,4,,1102,微信,2020-06-14,2020-06-14 17:23:39,1,2404,促销活动,2,16394.00,500.00,,15894.00,2020-06-14
19800,6979,1337,21,25,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,43,2402,商品推广,1,3299.00,,,3299.00,2020-06-14
19800,6979,1337,21,25,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,43,2402,商品推广,1,3299.00,,,3299.00,2020-06-14
19801,6979,1337,28,25,3,5,,1102,微信,2020-06-14,2020-06-14 17:23:39,84,2402,商品推广,3,387.00,39.00,,348.00,2020-06-14
19801,6979,1337,28,25,3,5,,1102,微信,2020-06-14,2020-06-14 17:23:39,84,2402,商品推广,3,387.00,39.00,,348.00,2020-06-14
19801,6979,1337,28,25,3,5,,1102,微信,2020-06-14,2020-06-14 17:23:39,84,2402,商品推广,3,387.00,39.00,,348.00,2020-06-14
19801,6979,1337,28,25,3,5,,1102,微信,2020-06-14,2020-06-14 17:23:39,84,2402,商品推广,3,387.00,39.00,,348.00,2020-06-14
19802,6979,1337,17,25,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,36,2402,商品推广,2,13398.00,,,13398.00,2020-06-14
19802,6979,1337,17,25,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,36,2402,商品推广,2,13398.00,,,13398.00,2020-06-14
19803,6979,1337,5,25,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,1998.00,,,1998.00,2020-06-14
19803,6979,1337,5,25,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,1998.00,,,1998.00,2020-06-14
19804,6980,1504,5,22,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,1998.00,,,1998.00,2020-06-14
19804,6980,1504,5,22,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,2,1998.00,,,1998.00,2020-06-14
19805,6981,1561,27,20,3,5,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,129.00,13.00,,116.00,2020-06-14
19805,6981,1561,27,20,3,5,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,129.00,13.00,,116.00,2020-06-14
19805,6981,1561,27,20,3,5,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,129.00,13.00,,116.00,2020-06-14
19805,6981,1561,27,20,3,5,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,129.00,13.00,,116.00,2020-06-14
19806,6981,1561,25,20,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,2,2404,促销活动,3,69.00,,,69.00,2020-06-14
19806,6981,1561,25,20,,,,1102,微信,2020-06-14,2020-06-14 17:23:39,2,2404,促销活动,3,69.00,,,69.00,2020-06-14
19807,6981,1561,28,20,3,5,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,3,387.00,39.00,,348.00,2020-06-14
19807,6981,1561,28,20,3,5,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,3,387.00,39.00,,348.00,2020-06-14
19807,6981,1561,28,20,3,5,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,3,387.00,39.00,,348.00,2020-06-14
19807,6981,1561,28,20,3,5,,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,3,387.00,39.00,,348.00,2020-06-14
19810,6983,1596,32,5,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,2,2404,促销活动,2,600.00,,,600.00,2020-06-14
19810,6983,1596,32,5,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,2,2404,促销活动,2,600.00,,,600.00,2020-06-14
19811,6983,1596,26,5,3,5,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,129.00,13.00,,116.00,2020-06-14
19811,6983,1596,26,5,3,5,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,129.00,13.00,,116.00,2020-06-14
19811,6983,1596,26,5,3,5,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,129.00,13.00,,116.00,2020-06-14
19811,6983,1596,26,5,3,5,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,1,129.00,13.00,,116.00,2020-06-14
19812,6983,1596,16,5,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,19,2402,商品推广,3,13464.00,,,13464.00,2020-06-14
19812,6983,1596,16,5,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,19,2402,商品推广,3,13464.00,,,13464.00,2020-06-14
19813,6983,1596,3,5,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,46,2402,商品推广,1,5999.00,,,5999.00,2020-06-14
19813,6983,1596,3,5,,,,1101,支付宝,2020-06-14,2020-06-14 17:23:39,46,2402,商品推广,1,5999.00,,,5999.00,2020-06-14
