province_id,brand,channel,is_new,model,mid_id,operate_system,user_id,version_code,page_item,page_item_type,last_page_id,page_id,source_type,date_id,view_time,session_id,during_time,dt
13,vivo,360,1,vivo iqoo3,mid_332519,Android 11.0,963,v2.1.134,"19,35",sku_ids,trade,payment,,2020-06-14,2020-06-14 10:58:03,mid_332519-1592103475000,15762,2020-06-14
12,Xiaomi,xiaomi,1,Xiaomi 9,mid_335539,Android 11.0,594,v2.1.134,,,,home,,2020-06-14,2020-06-14 10:57:54,mid_335539-1592103474000,6305,2020-06-14
12,Xiaomi,xiaomi,1,Xiaomi 9,mid_335539,Android 11.0,594,v2.1.134,29,sku_id,home,good_detail,promotion,2020-06-14,2020-06-14 10:57:55,mid_335539-1592103474000,14915,2020-06-14
1,Xiaomi,web,0,Xiaomi 9,mid_338858,Android 8.1,886,v2.1.134,,,,home,,2020-06-14,2020-06-14 10:58:06,mid_338858-1592103486000,17989,2020-06-14
1,iPhone,Appstore,1,iPhone X,mid_340499,iOS 13.2.9,837,v2.1.134,,,,home,,2020-06-14,2020-06-14 10:58:01,mid_340499-1592103481000,3794,2020-06-14
1,iPhone,Appstore,1,iPhone X,mid_340499,iOS 13.2.9,837,v2.1.134,,,home,search,,2020-06-14,2020-06-14 10:58:02,mid_340499-1592103481000,3689,2020-06-14
1,iPhone,Appstore,1,iPhone X,mid_340499,iOS 13.2.9,837,v2.1.134,小米,keyword,search,good_list,,2020-06-14,2020-06-14 10:58:03,mid_340499-1592103481000,19184,2020-06-14
1,iPhone,Appstore,1,iPhone X,mid_340499,iOS 13.2.9,837,v2.1.134,17,sku_id,good_list,good_detail,query,2020-06-14,2020-06-14 10:58:04,mid_340499-1592103481000,19641,2020-06-14
1,iPhone,Appstore,1,iPhone X,mid_340499,iOS 13.2.9,837,v2.1.134,,,good_detail,login,,2020-06-14,2020-06-14 10:58:05,mid_340499-1592103481000,11557,2020-06-14
1,iPhone,Appstore,1,iPhone X,mid_340499,iOS 13.2.9,837,v2.1.134,3,sku_id,login,good_detail,query,2020-06-14,2020-06-14 10:58:06,mid_340499-1592103481000,14049,2020-06-14
1,iPhone,Appstore,1,iPhone X,mid_340499,iOS 13.2.9,837,v2.1.134,,,good_detail,cart,,2020-06-14,2020-06-14 10:58:07,mid_340499-1592103481000,16498,2020-06-14
1,iPhone,Appstore,1,iPhone X,mid_340499,iOS 13.2.9,837,v2.1.134,27,sku_ids,cart,trade,,2020-06-14,2020-06-14 10:58:08,mid_340499-1592103481000,2917,2020-06-14
1,iPhone,Appstore,1,iPhone X,mid_340499,iOS 13.2.9,837,v2.1.134,"18,35,3",sku_ids,trade,payment,,2020-06-14,2020-06-14 10:58:09,mid_340499-1592103481000,3710,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_341014,Android 10.0,182,v2.1.134,,,,home,,2020-06-14,2020-06-14 10:58:20,mid_341014-1592103500000,13306,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_341014,Android 10.0,182,v2.1.134,,,home,mine,,2020-06-14,2020-06-14 10:58:21,mid_341014-1592103500000,13527,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_341014,Android 10.0,182,v2.1.134,,,mine,orders_unpaid,,2020-06-14,2020-06-14 10:58:22,mid_341014-1592103500000,9770,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_341014,Android 10.0,182,v2.1.134,30,sku_id,orders_unpaid,good_detail,query,2020-06-14,2020-06-14 10:58:23,mid_341014-1592103500000,10476,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_341014,Android 10.0,182,v2.1.134,26,sku_id,good_detail,good_spec,query,2020-06-14,2020-06-14 10:58:24,mid_341014-1592103500000,2808,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_341014,Android 10.0,182,v2.1.134,30,sku_id,good_spec,comment,query,2020-06-14,2020-06-14 10:58:25,mid_341014-1592103500000,6720,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_341014,Android 10.0,182,v2.1.134,"32,5,31",sku_ids,comment,trade,,2020-06-14,2020-06-14 10:58:26,mid_341014-1592103500000,8707,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_341014,Android 10.0,182,v2.1.134,"34,23,9",sku_ids,trade,payment,,2020-06-14,2020-06-14 10:58:27,mid_341014-1592103500000,5710,2020-06-14
24,Xiaomi,xiaomi,0,Xiaomi 10 Pro ,mid_347093,Android 11.0,838,v2.1.134,,,,home,,2020-06-14,2020-06-14 10:57:58,mid_347093-1592103478000,3817,2020-06-14
24,Xiaomi,xiaomi,0,Xiaomi 10 Pro ,mid_347093,Android 11.0,838,v2.1.134,,,home,search,,2020-06-14,2020-06-14 10:57:59,mid_347093-1592103478000,7140,2020-06-14
24,Xiaomi,xiaomi,0,Xiaomi 10 Pro ,mid_347093,Android 11.0,838,v2.1.134,电视,keyword,search,good_list,,2020-06-14,2020-06-14 10:58:00,mid_347093-1592103478000,11410,2020-06-14
24,Xiaomi,xiaomi,0,Xiaomi 10 Pro ,mid_347093,Android 11.0,838,v2.1.134,33,sku_id,good_list,good_detail,activity,2020-06-14,2020-06-14 10:58:01,mid_347093-1592103478000,18451,2020-06-14
24,Xiaomi,xiaomi,0,Xiaomi 10 Pro ,mid_347093,Android 11.0,838,v2.1.134,,,good_detail,login,,2020-06-14,2020-06-14 10:58:02,mid_347093-1592103478000,18716,2020-06-14
24,Xiaomi,xiaomi,0,Xiaomi 10 Pro ,mid_347093,Android 11.0,838,v2.1.134,,,login,register,,2020-06-14,2020-06-14 10:58:03,mid_347093-1592103478000,10337,2020-06-14
24,Xiaomi,xiaomi,0,Xiaomi 10 Pro ,mid_347093,Android 11.0,838,v2.1.134,31,sku_id,register,good_detail,query,2020-06-14,2020-06-14 10:58:04,mid_347093-1592103478000,12177,2020-06-14
24,Xiaomi,xiaomi,0,Xiaomi 10 Pro ,mid_347093,Android 11.0,838,v2.1.134,,,good_detail,cart,,2020-06-14,2020-06-14 10:58:05,mid_347093-1592103478000,7471,2020-06-14
24,Xiaomi,xiaomi,0,Xiaomi 10 Pro ,mid_347093,Android 11.0,838,v2.1.134,"32,21",sku_ids,cart,trade,,2020-06-14,2020-06-14 10:58:06,mid_347093-1592103478000,18266,2020-06-14
24,Xiaomi,xiaomi,0,Xiaomi 10 Pro ,mid_347093,Android 11.0,838,v2.1.134,"6,15",sku_ids,trade,payment,,2020-06-14,2020-06-14 10:58:07,mid_347093-1592103478000,7730,2020-06-14
15,Oneplus,web,0,Oneplus 7,mid_348869,Android 11.0,259,v2.1.134,,,,home,,2020-06-14,2020-06-14 10:58:18,mid_348869-1592103498000,8048,2020-06-14
15,Oneplus,web,0,Oneplus 7,mid_348869,Android 11.0,259,v2.1.134,,,home,mine,,2020-06-14,2020-06-14 10:58:19,mid_348869-1592103498000,13064,2020-06-14
15,Oneplus,web,0,Oneplus 7,mid_348869,Android 11.0,259,v2.1.134,,,mine,orders_unpaid,,2020-06-14,2020-06-14 10:58:20,mid_348869-1592103498000,7670,2020-06-14
15,Oneplus,web,0,Oneplus 7,mid_348869,Android 11.0,259,v2.1.134,"1,21",sku_ids,orders_unpaid,trade,,2020-06-14,2020-06-14 10:58:21,mid_348869-1592103498000,2693,2020-06-14
15,Oneplus,web,0,Oneplus 7,mid_348869,Android 11.0,259,v2.1.134,"33,17,21",sku_ids,trade,payment,,2020-06-14,2020-06-14 10:58:22,mid_348869-1592103498000,1327,2020-06-14
1,iPhone,Appstore,1,iPhone 8,mid_350212,iOS 13.3.1,495,v2.1.134,,,,home,,2020-06-14,2020-06-14 10:58:03,mid_350212-1592103483000,9844,2020-06-14
1,iPhone,Appstore,1,iPhone 8,mid_350212,iOS 13.3.1,495,v2.1.134,,,home,mine,,2020-06-14,2020-06-14 10:58:04,mid_350212-1592103483000,14994,2020-06-14
1,iPhone,Appstore,1,iPhone 8,mid_350212,iOS 13.3.1,495,v2.1.134,,,mine,orders_unpaid,,2020-06-14,2020-06-14 10:58:05,mid_350212-1592103483000,7814,2020-06-14
1,iPhone,Appstore,1,iPhone 8,mid_350212,iOS 13.3.1,495,v2.1.134,13,sku_ids,orders_unpaid,trade,,2020-06-14,2020-06-14 10:58:06,mid_350212-1592103483000,15388,2020-06-14
1,iPhone,Appstore,1,iPhone 8,mid_350212,iOS 13.3.1,495,v2.1.134,"6,26",sku_ids,trade,payment,,2020-06-14,2020-06-14 10:58:07,mid_350212-1592103483000,15186,2020-06-14
6,vivo,oppo,0,vivo iqoo3,mid_353733,Android 11.0,452,v2.1.134,,,,home,,2020-06-14,2020-06-14 10:58:12,mid_353733-1592103492000,12671,2020-06-14
6,vivo,oppo,0,vivo iqoo3,mid_353733,Android 11.0,452,v2.1.134,,,home,search,,2020-06-14,2020-06-14 10:58:13,mid_353733-1592103492000,7760,2020-06-14
6,vivo,oppo,0,vivo iqoo3,mid_353733,Android 11.0,452,v2.1.134,苹果手机,keyword,search,good_list,,2020-06-14,2020-06-14 10:58:14,mid_353733-1592103492000,2049,2020-06-14
6,vivo,oppo,0,vivo iqoo3,mid_353733,Android 11.0,452,v2.1.134,9,sku_id,good_list,good_detail,activity,2020-06-14,2020-06-14 10:58:15,mid_353733-1592103492000,3183,2020-06-14
6,vivo,oppo,0,vivo iqoo3,mid_353733,Android 11.0,452,v2.1.134,,,good_detail,login,,2020-06-14,2020-06-14 10:58:16,mid_353733-1592103492000,12039,2020-06-14
6,vivo,oppo,0,vivo iqoo3,mid_353733,Android 11.0,452,v2.1.134,15,sku_id,login,good_detail,query,2020-06-14,2020-06-14 10:58:17,mid_353733-1592103492000,12619,2020-06-14
6,vivo,oppo,0,vivo iqoo3,mid_353733,Android 11.0,452,v2.1.134,,,good_detail,cart,,2020-06-14,2020-06-14 10:58:18,mid_353733-1592103492000,19956,2020-06-14
6,vivo,oppo,0,vivo iqoo3,mid_353733,Android 11.0,452,v2.1.134,10,sku_ids,cart,trade,,2020-06-14,2020-06-14 10:58:19,mid_353733-1592103492000,12126,2020-06-14
6,vivo,oppo,0,vivo iqoo3,mid_353733,Android 11.0,452,v2.1.134,6,sku_ids,trade,payment,,2020-06-14,2020-06-14 10:58:20,mid_353733-1592103492000,17598,2020-06-14
24,Xiaomi,xiaomi,0,Xiaomi 10 Pro ,mid_354106,Android 11.0,951,v2.1.134,,,,home,,2020-06-14,2020-06-14 10:57:57,mid_354106-1592103477000,1964,2020-06-14
24,Xiaomi,xiaomi,0,Xiaomi 10 Pro ,mid_354106,Android 11.0,951,v2.1.134,,,home,search,,2020-06-14,2020-06-14 10:57:58,mid_354106-1592103477000,8600,2020-06-14
24,Xiaomi,xiaomi,0,Xiaomi 10 Pro ,mid_354106,Android 11.0,951,v2.1.134,小米盒子,keyword,search,good_list,,2020-06-14,2020-06-14 10:57:59,mid_354106-1592103477000,7010,2020-06-14
24,Xiaomi,xiaomi,0,Xiaomi 10 Pro ,mid_354106,Android 11.0,951,v2.1.134,8,sku_id,good_list,good_detail,query,2020-06-14,2020-06-14 10:58:00,mid_354106-1592103477000,7679,2020-06-14
24,Xiaomi,xiaomi,0,Xiaomi 10 Pro ,mid_354106,Android 11.0,951,v2.1.134,,,good_detail,login,,2020-06-14,2020-06-14 10:58:01,mid_354106-1592103477000,1672,2020-06-14
24,Xiaomi,xiaomi,0,Xiaomi 10 Pro ,mid_354106,Android 11.0,951,v2.1.134,,,login,register,,2020-06-14,2020-06-14 10:58:02,mid_354106-1592103477000,5760,2020-06-14
24,Xiaomi,xiaomi,0,Xiaomi 10 Pro ,mid_354106,Android 11.0,951,v2.1.134,15,sku_id,register,good_detail,activity,2020-06-14,2020-06-14 10:58:03,mid_354106-1592103477000,5057,2020-06-14
24,Xiaomi,xiaomi,0,Xiaomi 10 Pro ,mid_354106,Android 11.0,951,v2.1.134,,,good_detail,cart,,2020-06-14,2020-06-14 10:58:04,mid_354106-1592103477000,13395,2020-06-14
24,Xiaomi,xiaomi,0,Xiaomi 10 Pro ,mid_354106,Android 11.0,951,v2.1.134,"32,35,7",sku_ids,cart,trade,,2020-06-14,2020-06-14 10:58:05,mid_354106-1592103477000,7577,2020-06-14
24,Xiaomi,xiaomi,0,Xiaomi 10 Pro ,mid_354106,Android 11.0,951,v2.1.134,"33,20,14",sku_ids,trade,payment,,2020-06-14,2020-06-14 10:58:06,mid_354106-1592103477000,8153,2020-06-14
26,Honor,huawei,1,Honor 20s,mid_356598,Android 10.0,753,v2.1.132,,,,home,,2020-06-14,2020-06-14 10:58:03,mid_356598-1592103483000,19790,2020-06-14
26,Honor,huawei,1,Honor 20s,mid_356598,Android 10.0,753,v2.1.132,,,home,search,,2020-06-14,2020-06-14 10:58:04,mid_356598-1592103483000,17667,2020-06-14
26,Honor,huawei,1,Honor 20s,mid_356598,Android 10.0,753,v2.1.132,小米,keyword,search,good_list,,2020-06-14,2020-06-14 10:58:05,mid_356598-1592103483000,1240,2020-06-14
26,Honor,huawei,1,Honor 20s,mid_356598,Android 10.0,753,v2.1.132,13,sku_id,good_list,good_detail,recommend,2020-06-14,2020-06-14 10:58:06,mid_356598-1592103483000,10826,2020-06-14
26,Honor,huawei,1,Honor 20s,mid_356598,Android 10.0,753,v2.1.132,,,good_detail,login,,2020-06-14,2020-06-14 10:58:07,mid_356598-1592103483000,1505,2020-06-14
26,Honor,huawei,1,Honor 20s,mid_356598,Android 10.0,753,v2.1.132,,,login,register,,2020-06-14,2020-06-14 10:58:08,mid_356598-1592103483000,10914,2020-06-14
26,Honor,huawei,1,Honor 20s,mid_356598,Android 10.0,753,v2.1.132,7,sku_id,register,good_detail,promotion,2020-06-14,2020-06-14 10:58:09,mid_356598-1592103483000,17921,2020-06-14
26,Honor,huawei,1,Honor 20s,mid_356598,Android 10.0,753,v2.1.132,,,good_detail,cart,,2020-06-14,2020-06-14 10:58:10,mid_356598-1592103483000,10286,2020-06-14
26,Honor,huawei,1,Honor 20s,mid_356598,Android 10.0,753,v2.1.132,"1,4",sku_ids,cart,trade,,2020-06-14,2020-06-14 10:58:11,mid_356598-1592103483000,15841,2020-06-14
26,Honor,huawei,1,Honor 20s,mid_356598,Android 10.0,753,v2.1.132,11,sku_ids,trade,payment,,2020-06-14,2020-06-14 10:58:12,mid_356598-1592103483000,1105,2020-06-14
1,Honor,oppo,1,Honor 20s,mid_356652,Android 11.0,377,v2.1.134,,,,home,,2020-06-14,2020-06-14 10:58:22,mid_356652-1592103502000,7410,2020-06-14
1,Honor,oppo,1,Honor 20s,mid_356652,Android 11.0,377,v2.1.134,,,home,search,,2020-06-14,2020-06-14 10:58:23,mid_356652-1592103502000,16949,2020-06-14
1,Honor,oppo,1,Honor 20s,mid_356652,Android 11.0,377,v2.1.134,iphone11,keyword,search,good_list,,2020-06-14,2020-06-14 10:58:24,mid_356652-1592103502000,14389,2020-06-14
1,Honor,oppo,1,Honor 20s,mid_356652,Android 11.0,377,v2.1.134,2,sku_id,good_list,good_detail,activity,2020-06-14,2020-06-14 10:58:25,mid_356652-1592103502000,1139,2020-06-14
1,Honor,oppo,1,Honor 20s,mid_356652,Android 11.0,377,v2.1.134,,,good_detail,login,,2020-06-14,2020-06-14 10:58:26,mid_356652-1592103502000,13253,2020-06-14
1,Honor,oppo,1,Honor 20s,mid_356652,Android 11.0,377,v2.1.134,,,login,register,,2020-06-14,2020-06-14 10:58:27,mid_356652-1592103502000,15676,2020-06-14
1,Honor,oppo,1,Honor 20s,mid_356652,Android 11.0,377,v2.1.134,20,sku_id,register,good_detail,activity,2020-06-14,2020-06-14 10:58:28,mid_356652-1592103502000,5326,2020-06-14
1,Honor,oppo,1,Honor 20s,mid_356652,Android 11.0,377,v2.1.134,,,good_detail,cart,,2020-06-14,2020-06-14 10:58:29,mid_356652-1592103502000,19663,2020-06-14
1,Honor,oppo,1,Honor 20s,mid_356652,Android 11.0,377,v2.1.134,"32,25",sku_ids,cart,trade,,2020-06-14,2020-06-14 10:58:30,mid_356652-1592103502000,13607,2020-06-14
1,Honor,oppo,1,Honor 20s,mid_356652,Android 11.0,377,v2.1.134,"16,18,22",sku_ids,trade,payment,,2020-06-14,2020-06-14 10:58:31,mid_356652-1592103502000,2889,2020-06-14
1,Redmi,xiaomi,0,Redmi k30,mid_358815,Android 11.0,912,v2.0.1,,,,home,,2020-06-14,2020-06-14 10:58:06,mid_358815-1592103486000,7300,2020-06-14
26,iPhone,Appstore,1,iPhone Xs,mid_363179,iOS 13.2.9,113,v2.1.111,,,,home,,2020-06-14,2020-06-14 10:58:13,mid_363179-1592103493000,4349,2020-06-14
26,iPhone,Appstore,1,iPhone Xs,mid_363179,iOS 13.2.9,113,v2.1.111,,,home,search,,2020-06-14,2020-06-14 10:58:14,mid_363179-1592103493000,8504,2020-06-14
26,iPhone,Appstore,1,iPhone Xs,mid_363179,iOS 13.2.9,113,v2.1.111,ps5,keyword,search,good_list,,2020-06-14,2020-06-14 10:58:15,mid_363179-1592103493000,6931,2020-06-14
26,iPhone,Appstore,1,iPhone Xs,mid_363179,iOS 13.2.9,113,v2.1.111,11,sku_id,good_list,good_detail,promotion,2020-06-14,2020-06-14 10:58:16,mid_363179-1592103493000,15975,2020-06-14
26,iPhone,Appstore,1,iPhone Xs,mid_363179,iOS 13.2.9,113,v2.1.111,,,good_detail,login,,2020-06-14,2020-06-14 10:58:17,mid_363179-1592103493000,19287,2020-06-14
26,iPhone,Appstore,1,iPhone Xs,mid_363179,iOS 13.2.9,113,v2.1.111,34,sku_id,login,good_detail,promotion,2020-06-14,2020-06-14 10:58:18,mid_363179-1592103493000,14015,2020-06-14
26,iPhone,Appstore,1,iPhone Xs,mid_363179,iOS 13.2.9,113,v2.1.111,,,good_detail,cart,,2020-06-14,2020-06-14 10:58:19,mid_363179-1592103493000,18870,2020-06-14
26,iPhone,Appstore,1,iPhone Xs,mid_363179,iOS 13.2.9,113,v2.1.111,"23,10,13",sku_ids,cart,trade,,2020-06-14,2020-06-14 10:58:20,mid_363179-1592103493000,1457,2020-06-14
26,iPhone,Appstore,1,iPhone Xs,mid_363179,iOS 13.2.9,113,v2.1.111,25,sku_ids,trade,payment,,2020-06-14,2020-06-14 10:58:21,mid_363179-1592103493000,11849,2020-06-14
1,Huawei,oppo,0,Huawei P30,mid_364886,Android 11.0,85,v2.1.134,,,,home,,2020-06-14,2020-06-14 10:58:14,mid_364886-1592103494000,1897,2020-06-14
1,vivo,xiaomi,0,vivo iqoo3,mid_366705,Android 11.0,577,v2.1.134,,,,home,,2020-06-14,2020-06-14 10:58:09,mid_366705-1592103489000,18176,2020-06-14
1,vivo,xiaomi,0,vivo iqoo3,mid_366705,Android 11.0,577,v2.1.134,,,home,search,,2020-06-14,2020-06-14 10:58:10,mid_366705-1592103489000,6452,2020-06-14
1,vivo,xiaomi,0,vivo iqoo3,mid_366705,Android 11.0,577,v2.1.134,苹果手机,keyword,search,good_list,,2020-06-14,2020-06-14 10:58:11,mid_366705-1592103489000,3000,2020-06-14
1,vivo,xiaomi,0,vivo iqoo3,mid_366705,Android 11.0,577,v2.1.134,17,sku_id,good_list,good_detail,promotion,2020-06-14,2020-06-14 10:58:12,mid_366705-1592103489000,14635,2020-06-14
1,vivo,xiaomi,0,vivo iqoo3,mid_366705,Android 11.0,577,v2.1.134,,,good_detail,login,,2020-06-14,2020-06-14 10:58:13,mid_366705-1592103489000,10567,2020-06-14
1,vivo,xiaomi,0,vivo iqoo3,mid_366705,Android 11.0,577,v2.1.134,2,sku_id,login,good_detail,recommend,2020-06-14,2020-06-14 10:58:14,mid_366705-1592103489000,6342,2020-06-14
1,vivo,xiaomi,0,vivo iqoo3,mid_366705,Android 11.0,577,v2.1.134,,,good_detail,cart,,2020-06-14,2020-06-14 10:58:15,mid_366705-1592103489000,12248,2020-06-14
1,vivo,xiaomi,0,vivo iqoo3,mid_366705,Android 11.0,577,v2.1.134,31,sku_ids,cart,trade,,2020-06-14,2020-06-14 10:58:16,mid_366705-1592103489000,17935,2020-06-14
1,vivo,xiaomi,0,vivo iqoo3,mid_366705,Android 11.0,577,v2.1.134,25,sku_ids,trade,payment,,2020-06-14,2020-06-14 10:58:17,mid_366705-1592103489000,11989,2020-06-14
15,Xiaomi,web,1,Xiaomi Mix2 ,mid_368792,Android 11.0,337,v2.1.132,,,,home,,2020-06-14,2020-06-14 10:58:14,mid_368792-1592103494000,16237,2020-06-14
15,Xiaomi,web,1,Xiaomi Mix2 ,mid_368792,Android 11.0,337,v2.1.132,,,home,search,,2020-06-14,2020-06-14 10:58:15,mid_368792-1592103494000,11556,2020-06-14
15,Xiaomi,web,1,Xiaomi Mix2 ,mid_368792,Android 11.0,337,v2.1.132,小米盒子,keyword,search,good_list,,2020-06-14,2020-06-14 10:58:16,mid_368792-1592103494000,16938,2020-06-14
15,Xiaomi,web,1,Xiaomi Mix2 ,mid_368792,Android 11.0,337,v2.1.132,4,sku_id,good_list,good_detail,activity,2020-06-14,2020-06-14 10:58:17,mid_368792-1592103494000,8048,2020-06-14
15,Xiaomi,web,1,Xiaomi Mix2 ,mid_368792,Android 11.0,337,v2.1.132,,,good_detail,login,,2020-06-14,2020-06-14 10:58:18,mid_368792-1592103494000,19057,2020-06-14
15,Xiaomi,web,1,Xiaomi Mix2 ,mid_368792,Android 11.0,337,v2.1.132,15,sku_id,login,good_detail,query,2020-06-14,2020-06-14 10:58:19,mid_368792-1592103494000,15281,2020-06-14
15,Xiaomi,web,1,Xiaomi Mix2 ,mid_368792,Android 11.0,337,v2.1.132,,,good_detail,cart,,2020-06-14,2020-06-14 10:58:20,mid_368792-1592103494000,1961,2020-06-14
15,Xiaomi,web,1,Xiaomi Mix2 ,mid_368792,Android 11.0,337,v2.1.132,12,sku_ids,cart,trade,,2020-06-14,2020-06-14 10:58:21,mid_368792-1592103494000,16991,2020-06-14
15,Xiaomi,web,1,Xiaomi Mix2 ,mid_368792,Android 11.0,337,v2.1.132,"17,35,31",sku_ids,trade,payment,,2020-06-14,2020-06-14 10:58:22,mid_368792-1592103494000,4895,2020-06-14
1,Xiaomi,web,0,Xiaomi 9,mid_370573,Android 11.0,775,v2.1.134,,,,home,,2020-06-14,2020-06-14 10:57:54,mid_370573-1592103474000,7455,2020-06-14
1,Xiaomi,web,0,Xiaomi 9,mid_370573,Android 11.0,775,v2.1.134,,,home,search,,2020-06-14,2020-06-14 10:57:55,mid_370573-1592103474000,3617,2020-06-14
1,Xiaomi,web,0,Xiaomi 9,mid_370573,Android 11.0,775,v2.1.134,口红,keyword,search,good_list,,2020-06-14,2020-06-14 10:57:56,mid_370573-1592103474000,19809,2020-06-14
1,Xiaomi,web,0,Xiaomi 9,mid_370573,Android 11.0,775,v2.1.134,2,sku_id,good_list,good_detail,query,2020-06-14,2020-06-14 10:57:57,mid_370573-1592103474000,6985,2020-06-14
1,Xiaomi,web,0,Xiaomi 9,mid_370573,Android 11.0,775,v2.1.134,,,good_detail,login,,2020-06-14,2020-06-14 10:57:58,mid_370573-1592103474000,17769,2020-06-14
1,Xiaomi,web,0,Xiaomi 9,mid_370573,Android 11.0,775,v2.1.134,10,sku_id,login,good_detail,promotion,2020-06-14,2020-06-14 10:57:59,mid_370573-1592103474000,6646,2020-06-14
1,Xiaomi,web,0,Xiaomi 9,mid_370573,Android 11.0,775,v2.1.134,,,good_detail,cart,,2020-06-14,2020-06-14 10:58:00,mid_370573-1592103474000,16268,2020-06-14
1,Xiaomi,web,0,Xiaomi 9,mid_370573,Android 11.0,775,v2.1.134,"35,20,12",sku_ids,cart,trade,,2020-06-14,2020-06-14 10:58:01,mid_370573-1592103474000,8777,2020-06-14
1,Xiaomi,web,0,Xiaomi 9,mid_370573,Android 11.0,775,v2.1.134,21,sku_ids,trade,payment,,2020-06-14,2020-06-14 10:58:02,mid_370573-1592103474000,3591,2020-06-14
6,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_37784,Android 11.0,948,v2.1.134,,,,home,,2020-06-14,2020-06-14 10:58:14,mid_37784-1592103494000,12862,2020-06-14
6,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_37784,Android 11.0,948,v2.1.134,,,home,mine,,2020-06-14,2020-06-14 10:58:15,mid_37784-1592103494000,11741,2020-06-14
6,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_37784,Android 11.0,948,v2.1.134,,,mine,orders_unpaid,,2020-06-14,2020-06-14 10:58:16,mid_37784-1592103494000,9044,2020-06-14
6,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_37784,Android 11.0,948,v2.1.134,"16,30,15",sku_ids,orders_unpaid,trade,,2020-06-14,2020-06-14 10:58:17,mid_37784-1592103494000,4672,2020-06-14
6,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_37784,Android 11.0,948,v2.1.134,"18,35,9",sku_ids,trade,payment,,2020-06-14,2020-06-14 10:58:18,mid_37784-1592103494000,2216,2020-06-14
15,Xiaomi,xiaomi,0,Xiaomi 10 Pro ,mid_378576,Android 10.0,913,v2.0.1,,,,home,,2020-06-14,2020-06-14 10:58:11,mid_378576-1592103491000,8221,2020-06-14
24,Xiaomi,xiaomi,0,Xiaomi Mix2 ,mid_379510,Android 11.0,138,v2.1.134,,,,home,,2020-06-14,2020-06-14 10:58:16,mid_379510-1592103496000,6799,2020-06-14
24,Xiaomi,xiaomi,0,Xiaomi Mix2 ,mid_379510,Android 11.0,138,v2.1.134,30,sku_id,home,good_detail,query,2020-06-14,2020-06-14 10:58:17,mid_379510-1592103496000,11714,2020-06-14
6,Honor,oppo,0,Honor 20s,mid_383672,Android 11.0,688,v2.1.111,,,,home,,2020-06-14,2020-06-14 10:58:17,mid_383672-1592103497000,14516,2020-06-14
6,Honor,oppo,0,Honor 20s,mid_383672,Android 11.0,688,v2.1.111,25,sku_id,home,good_detail,promotion,2020-06-14,2020-06-14 10:58:18,mid_383672-1592103497000,6146,2020-06-14
1,iPhone,Appstore,1,iPhone X,mid_385109,iOS 12.4.1,73,v2.1.134,,,,home,,2020-06-14,2020-06-14 10:58:17,mid_385109-1592103497000,11987,2020-06-14
1,iPhone,Appstore,1,iPhone X,mid_385109,iOS 12.4.1,73,v2.1.134,9,sku_id,home,good_detail,activity,2020-06-14,2020-06-14 10:58:18,mid_385109-1592103497000,17302,2020-06-14
6,Xiaomi,xiaomi,0,Xiaomi 9,mid_38556,Android 10.0,881,v2.1.111,,,,home,,2020-06-14,2020-06-14 10:58:12,mid_38556-1592103492000,1639,2020-06-14
6,Xiaomi,xiaomi,0,Xiaomi 9,mid_38556,Android 10.0,881,v2.1.111,,,home,search,,2020-06-14,2020-06-14 10:58:13,mid_38556-1592103492000,9801,2020-06-14
6,Xiaomi,xiaomi,0,Xiaomi 9,mid_38556,Android 10.0,881,v2.1.111,小米,keyword,search,good_list,,2020-06-14,2020-06-14 10:58:14,mid_38556-1592103492000,1325,2020-06-14
6,Xiaomi,xiaomi,0,Xiaomi 9,mid_38556,Android 10.0,881,v2.1.111,18,sku_id,good_list,good_detail,activity,2020-06-14,2020-06-14 10:58:15,mid_38556-1592103492000,14013,2020-06-14
6,Xiaomi,xiaomi,0,Xiaomi 9,mid_38556,Android 10.0,881,v2.1.111,,,good_detail,login,,2020-06-14,2020-06-14 10:58:16,mid_38556-1592103492000,7942,2020-06-14
6,Xiaomi,xiaomi,0,Xiaomi 9,mid_38556,Android 10.0,881,v2.1.111,17,sku_id,login,good_detail,query,2020-06-14,2020-06-14 10:58:17,mid_38556-1592103492000,7663,2020-06-14
6,Xiaomi,xiaomi,0,Xiaomi 9,mid_38556,Android 10.0,881,v2.1.111,,,good_detail,cart,,2020-06-14,2020-06-14 10:58:18,mid_38556-1592103492000,8416,2020-06-14
