user_id,order_count_7d,order_num_7d,order_original_amount_7d,activity_reduce_amount_7d,coupon_reduce_amount_7d,order_total_amount_7d,order_count_30d,order_num_30d,order_original_amount_30d,activity_reduce_amount_30d,coupon_reduce_amount_30d,order_total_amount_30d,dt
1959,1,5,12381.00,0.00,0.00,12381.00,1,5,12381.00,0.00,0.00,12381.00,2020-06-14
790,1,4,4395.00,21.00,0.00,4374.00,1,4,4395.00,21.00,0.00,4374.00,2020-06-14
373,1,1,999.00,0.00,0.00,999.00,1,1,999.00,0.00,0.00,999.00,2020-06-14
2144,1,3,4746.00,0.00,0.00,4746.00,1,3,4746.00,0.00,0.00,4746.00,2020-06-14
71,3,51,127553.00,2400.00,200.46,124952.54,3,51,127553.00,2400.00,200.46,124952.54,2020-06-14
33,1,19,15029.00,200.00,99.30,14729.70,1,19,15029.00,200.00,99.30,14729.70,2020-06-14
568,1,2,80.00,0.00,0.00,80.00,1,2,80.00,0.00,0.00,80.00,2020-06-14
2779,1,3,2727.00,0.00,0.00,2727.00,1,3,2727.00,0.00,0.00,2727.00,2020-06-14
1561,1,7,585.00,52.00,0.00,533.00,1,7,585.00,52.00,0.00,533.00,2020-06-14
1346,1,1,5999.00,0.00,0.00,5999.00,1,1,5999.00,0.00,0.00,5999.00,2020-06-14
1492,1,2,22.00,0.00,0.00,22.00,1,2,22.00,0.00,0.00,22.00,2020-06-14
27,1,7,29327.00,0.00,0.00,29327.00,1,7,29327.00,0.00,0.00,29327.00,2020-06-14
1454,1,2,8976.00,0.00,0.00,8976.00,1,2,8976.00,0.00,0.00,8976.00,2020-06-14
1658,1,9,62085.00,2400.00,0.00,59685.00,1,9,62085.00,2400.00,0.00,59685.00,2020-06-14
2511,1,7,42353.00,2000.00,0.00,40353.00,1,7,42353.00,2000.00,0.00,40353.00,2020-06-14
330,1,2,138.00,0.00,0.00,138.00,1,2,138.00,0.00,0.00,138.00,2020-06-14
1335,1,14,73907.00,2421.00,0.00,71486.00,1,14,73907.00,2421.00,0.00,71486.00,2020-06-14
878,1,13,79602.00,2619.02,0.00,76982.98,1,13,79602.00,2619.02,0.00,76982.98,2020-06-14
502,1,7,44889.00,500.00,0.00,44389.00,1,7,44889.00,500.00,0.00,44389.00,2020-06-14
491,1,5,2385.00,39.00,0.00,2346.00,1,5,2385.00,39.00,0.00,2346.00,2020-06-14
1107,1,12,16398.00,21.00,0.00,16377.00,1,12,16398.00,21.00,0.00,16377.00,2020-06-14
450,1,4,14996.00,0.00,0.00,14996.00,1,4,14996.00,0.00,0.00,14996.00,2020-06-14
739,1,5,18495.00,0.00,0.00,18495.00,1,5,18495.00,0.00,0.00,18495.00,2020-06-14
2278,1,10,67276.00,2100.00,0.00,65176.00,1,10,67276.00,2100.00,0.00,65176.00,2020-06-14
2392,1,5,33567.00,500.00,0.00,33067.00,1,5,33567.00,500.00,0.00,33067.00,2020-06-14
800,1,5,1546.00,21.00,0.00,1525.00,1,5,1546.00,21.00,0.00,1525.00,2020-06-14
1214,1,10,59153.00,500.00,0.00,58653.00,1,10,59153.00,500.00,0.00,58653.00,2020-06-14
2399,1,1,3927.00,0.00,0.00,3927.00,1,1,3927.00,0.00,0.00,3927.00,2020-06-14
1228,1,20,36211.00,97.00,0.00,36114.00,1,20,36211.00,97.00,0.00,36114.00,2020-06-14
127,1,6,28997.00,1500.00,0.00,27497.00,1,6,28997.00,1500.00,0.00,27497.00,2020-06-14
1417,1,6,18384.00,39.00,0.00,18345.00,1,6,18384.00,39.00,0.00,18345.00,2020-06-14
759,1,2,7854.00,0.00,0.00,7854.00,1,2,7854.00,0.00,0.00,7854.00,2020-06-14
867,1,6,18695.00,0.00,0.00,18695.00,1,6,18695.00,0.00,0.00,18695.00,2020-06-14
559,1,3,1079.00,0.00,0.00,1079.00,1,3,1079.00,0.00,0.00,1079.00,2020-06-14
314,1,4,24136.00,0.00,0.00,24136.00,1,4,24136.00,0.00,0.00,24136.00,2020-06-14
760,1,3,900.00,0.00,0.00,900.00,1,3,900.00,0.00,0.00,900.00,2020-06-14
1271,1,11,82140.00,2400.00,0.00,79740.00,1,11,82140.00,2400.00,0.00,79740.00,2020-06-14
1304,1,4,24631.00,500.00,0.00,24131.00,1,4,24631.00,500.00,0.00,24131.00,2020-06-14
2214,1,1,6999.00,0.00,0.00,6999.00,1,1,6999.00,0.00,0.00,6999.00,2020-06-14
1428,1,8,34900.00,200.00,0.00,34700.00,1,8,34900.00,200.00,0.00,34700.00,2020-06-14
1359,1,8,44850.00,200.00,0.00,44650.00,1,8,44850.00,200.00,0.00,44650.00,2020-06-14
823,1,2,8376.00,0.00,0.00,8376.00,1,2,8376.00,0.00,0.00,8376.00,2020-06-14
661,1,6,55182.00,2400.00,0.00,52782.00,1,6,55182.00,2400.00,0.00,52782.00,2020-06-14
783,1,2,1998.00,0.00,0.00,1998.00,1,2,1998.00,0.00,0.00,1998.00,2020-06-14
2173,1,3,8697.00,0.00,0.00,8697.00,1,3,8697.00,0.00,0.00,8697.00,2020-06-14
864,1,9,63376.00,500.00,0.00,62876.00,1,9,63376.00,500.00,0.00,62876.00,2020-06-14
1457,1,10,27916.00,0.00,0.00,27916.00,1,10,27916.00,0.00,0.00,27916.00,2020-06-14
1403,1,3,20997.00,0.00,0.00,20997.00,1,3,20997.00,0.00,0.00,20997.00,2020-06-14
985,1,16,80987.00,221.00,0.00,80766.00,1,16,80987.00,221.00,0.00,80766.00,2020-06-14
748,1,25,114592.00,1730.00,0.00,112862.00,1,25,114592.00,1730.00,0.00,112862.00,2020-06-14
1753,1,5,1510.00,0.00,0.00,1510.00,1,5,1510.00,0.00,0.00,1510.00,2020-06-14
1260,1,11,90977.00,2400.00,0.00,88577.00,1,11,90977.00,2400.00,0.00,88577.00,2020-06-14
449,1,3,2997.00,0.00,0.00,2997.00,1,3,2997.00,0.00,0.00,2997.00,2020-06-14
351,1,8,36344.00,26.80,0.00,36317.20,1,8,36344.00,26.80,0.00,36317.20,2020-06-14
424,1,9,27186.00,500.00,0.00,26686.00,1,9,27186.00,500.00,0.00,26686.00,2020-06-14
584,1,11,25120.00,232.90,0.00,24887.10,1,11,25120.00,232.90,0.00,24887.10,2020-06-14
1301,1,15,85770.00,200.00,0.00,85570.00,1,15,85770.00,200.00,0.00,85570.00,2020-06-14
59,2,24,79354.00,500.00,99.90,78754.10,2,24,79354.00,500.00,99.90,78754.10,2020-06-14
910,1,14,81031.00,2439.00,0.00,78592.00,1,14,81031.00,2439.00,0.00,78592.00,2020-06-14
98,2,21,20426.00,0.00,170.02,20255.98,2,21,20426.00,0.00,170.02,20255.98,2020-06-14
355,1,3,7893.00,0.00,0.00,7893.00,1,3,7893.00,0.00,0.00,7893.00,2020-06-14
199,1,3,2997.00,0.00,0.00,2997.00,1,3,2997.00,0.00,0.00,2997.00,2020-06-14
535,1,13,20837.00,40.00,0.00,20797.00,1,13,20837.00,40.00,0.00,20797.00,2020-06-14
2516,1,1,69.00,0.00,0.00,69.00,1,1,69.00,0.00,0.00,69.00,2020-06-14
2095,1,7,35760.00,500.00,0.00,35260.00,1,7,35760.00,500.00,0.00,35260.00,2020-06-14
2159,1,8,17130.00,0.00,0.00,17130.00,1,8,17130.00,0.00,0.00,17130.00,2020-06-14
704,1,16,96260.00,2125.15,0.00,94134.85,1,16,96260.00,2125.15,0.00,94134.85,2020-06-14
407,1,5,995.00,21.00,0.00,974.00,1,5,995.00,21.00,0.00,974.00,2020-06-14
865,1,5,16603.00,500.00,0.00,16103.00,1,5,16603.00,500.00,0.00,16103.00,2020-06-14
773,1,3,8219.00,200.00,0.00,8019.00,1,3,8219.00,200.00,0.00,8019.00,2020-06-14
243,1,15,108141.00,1680.00,0.00,106461.00,1,15,108141.00,1680.00,0.00,106461.00,2020-06-14
1757,1,8,69982.00,2030.09,0.00,67951.91,1,8,69982.00,2030.09,0.00,67951.91,2020-06-14
192,1,10,21120.00,39.00,0.00,21081.00,1,10,21120.00,39.00,0.00,21081.00,2020-06-14
2288,1,9,16714.00,0.00,0.00,16714.00,1,9,16714.00,0.00,0.00,16714.00,2020-06-14
284,1,7,44387.00,500.00,0.00,43887.00,1,7,44387.00,500.00,0.00,43887.00,2020-06-14
1234,1,4,8085.00,0.00,0.00,8085.00,1,4,8085.00,0.00,0.00,8085.00,2020-06-14
2231,1,5,41276.00,2400.00,0.00,38876.00,1,5,41276.00,2400.00,0.00,38876.00,2020-06-14
155,1,2,7010.00,0.00,0.00,7010.00,1,2,7010.00,0.00,0.00,7010.00,2020-06-14
1902,1,9,17394.00,0.00,0.00,17394.00,1,9,17394.00,0.00,0.00,17394.00,2020-06-14
1805,1,7,2161.00,0.00,0.00,2161.00,1,7,2161.00,0.00,0.00,2161.00,2020-06-14
2297,1,2,11998.00,0.00,0.00,11998.00,1,2,11998.00,0.00,0.00,11998.00,2020-06-14
1522,1,12,44302.00,200.00,0.00,44102.00,1,12,44302.00,200.00,0.00,44102.00,2020-06-14
381,1,4,13533.00,0.00,0.00,13533.00,1,4,13533.00,0.00,0.00,13533.00,2020-06-14
1758,1,15,72064.00,2452.00,0.00,69612.00,1,15,72064.00,2452.00,0.00,69612.00,2020-06-14
2612,1,5,29208.00,500.00,0.00,28708.00,1,5,29208.00,500.00,0.00,28708.00,2020-06-14
625,1,16,79994.00,2400.00,0.00,77594.00,1,16,79994.00,2400.00,0.00,77594.00,2020-06-14
889,1,1,69.00,0.00,0.00,69.00,1,1,69.00,0.00,0.00,69.00,2020-06-14
395,1,6,12771.00,21.00,0.00,12750.00,1,6,12771.00,21.00,0.00,12750.00,2020-06-14
1299,1,10,35847.00,500.00,0.00,35347.00,1,10,35847.00,500.00,0.00,35347.00,2020-06-14
1934,1,2,10998.00,0.00,0.00,10998.00,1,2,10998.00,0.00,0.00,10998.00,2020-06-14
583,1,8,23317.00,1200.00,0.00,22117.00,1,8,23317.00,1200.00,0.00,22117.00,2020-06-14
1164,1,4,10065.00,0.00,0.00,10065.00,1,4,10065.00,0.00,0.00,10065.00,2020-06-14
1337,1,10,35476.00,539.00,0.00,34937.00,1,10,35476.00,539.00,0.00,34937.00,2020-06-14
762,1,13,14506.00,0.00,0.00,14506.00,1,13,14506.00,0.00,0.00,14506.00,2020-06-14
2192,1,5,2159.00,0.00,0.00,2159.00,1,5,2159.00,0.00,0.00,2159.00,2020-06-14
1031,1,10,33474.00,0.00,0.00,33474.00,1,10,33474.00,0.00,0.00,33474.00,2020-06-14
179,1,10,41935.00,200.00,0.00,41735.00,1,10,41935.00,200.00,0.00,41735.00,2020-06-14
50,1,2,7854.00,0.00,0.00,7854.00,1,2,7854.00,0.00,0.00,7854.00,2020-06-14
53,2,3,10525.00,0.00,0.00,10525.00,2,3,10525.00,0.00,0.00,10525.00,2020-06-14
501,1,19,53606.00,664.00,0.00,52942.00,1,19,53606.00,664.00,0.00,52942.00,2020-06-14
2105,1,18,120966.00,500.00,0.00,120466.00,1,18,120966.00,500.00,0.00,120466.00,2020-06-14
2536,1,1,4188.00,0.00,0.00,4188.00,1,1,4188.00,0.00,0.00,4188.00,2020-06-14
2191,1,7,18335.00,200.00,0.00,18135.00,1,7,18335.00,200.00,0.00,18135.00,2020-06-14
1644,1,1,11.00,0.00,0.00,11.00,1,1,11.00,0.00,0.00,11.00,2020-06-14
299,1,7,8013.00,52.00,0.00,7961.00,1,7,8013.00,52.00,0.00,7961.00,2020-06-14
2639,1,6,18897.00,0.00,0.00,18897.00,1,6,18897.00,0.00,0.00,18897.00,2020-06-14
2871,1,6,8685.00,0.00,0.00,8685.00,1,6,8685.00,0.00,0.00,8685.00,2020-06-14
1746,1,4,516.00,52.00,0.00,464.00,1,4,516.00,52.00,0.00,464.00,2020-06-14
343,1,7,36471.00,200.00,0.00,36271.00,1,7,36471.00,200.00,0.00,36271.00,2020-06-14
1123,1,10,46821.00,500.00,0.00,46321.00,1,10,46821.00,500.00,0.00,46321.00,2020-06-14
222,1,9,77051.00,500.00,0.00,76551.00,1,9,77051.00,500.00,0.00,76551.00,2020-06-14
1056,1,2,8976.00,0.00,0.00,8976.00,1,2,8976.00,0.00,0.00,8976.00,2020-06-14
322,1,2,1998.00,0.00,0.00,1998.00,1,2,1998.00,0.00,0.00,1998.00,2020-06-14
1136,1,8,60162.00,2400.00,0.00,57762.00,1,8,60162.00,2400.00,0.00,57762.00,2020-06-14
1717,1,5,22490.00,500.00,0.00,21990.00,1,5,22490.00,500.00,0.00,21990.00,2020-06-14
662,1,13,27747.00,28.00,0.00,27719.00,1,13,27747.00,28.00,0.00,27719.00,2020-06-14
681,1,3,3897.00,0.00,0.00,3897.00,1,3,3897.00,0.00,0.00,3897.00,2020-06-14
939,1,14,66813.00,2204.15,0.00,64608.85,1,14,66813.00,2204.15,0.00,64608.85,2020-06-14
2517,1,10,53458.00,1862.39,0.00,51595.61,1,10,53458.00,1862.39,0.00,51595.61,2020-06-14
2915,1,6,13791.00,32.90,0.00,13758.10,1,6,13791.00,32.90,0.00,13758.10,2020-06-14
1887,1,7,18703.00,21.00,0.00,18682.00,1,7,18703.00,21.00,0.00,18682.00,2020-06-14
537,1,4,32788.00,2400.00,0.00,30388.00,1,4,32788.00,2400.00,0.00,30388.00,2020-06-14
948,1,13,27120.00,605.00,0.00,26515.00,1,13,27120.00,605.00,0.00,26515.00,2020-06-14
207,1,7,25671.00,0.00,0.00,25671.00,1,7,25671.00,0.00,0.00,25671.00,2020-06-14
743,1,4,24138.00,0.00,0.00,24138.00,1,4,24138.00,0.00,0.00,24138.00,2020-06-14
485,1,13,61964.00,0.00,0.00,61964.00,1,13,61964.00,0.00,0.00,61964.00,2020-06-14
1434,1,16,43584.00,500.00,0.00,43084.00,1,16,43584.00,500.00,0.00,43084.00,2020-06-14
1625,1,8,989.00,0.00,0.00,989.00,1,8,989.00,0.00,0.00,989.00,2020-06-14
116,1,4,3368.00,0.00,0.00,3368.00,1,4,3368.00,0.00,0.00,3368.00,2020-06-14
92,1,1,8197.00,200.00,0.00,7997.00,1,1,8197.00,200.00,0.00,7997.00,2020-06-14
23,3,24,51067.00,42.00,140.00,50885.00,3,24,51067.00,42.00,140.00,50885.00,2020-06-14
828,1,9,47221.00,0.00,0.00,47221.00,1,9,47221.00,0.00,0.00,47221.00,2020-06-14
1997,1,5,14136.00,0.00,0.00,14136.00,1,5,14136.00,0.00,0.00,14136.00,2020-06-14
730,1,6,19350.00,0.00,0.00,19350.00,1,6,19350.00,0.00,0.00,19350.00,2020-06-14
342,1,5,40521.00,500.00,0.00,40021.00,1,5,40521.00,500.00,0.00,40021.00,2020-06-14
14,2,6,14451.00,0.00,0.00,14451.00,2,6,14451.00,0.00,0.00,14451.00,2020-06-14
16,3,30,44106.00,0.00,170.02,43935.98,3,30,44106.00,0.00,170.02,43935.98,2020-06-14
1572,1,8,63558.00,2400.00,0.00,61158.00,1,8,63558.00,2400.00,0.00,61158.00,2020-06-14
311,1,5,34789.00,500.00,0.00,34289.00,1,5,34789.00,500.00,0.00,34289.00,2020-06-14
389,1,4,10882.00,0.00,0.00,10882.00,1,4,10882.00,0.00,0.00,10882.00,2020-06-14
1445,1,6,19955.00,0.00,0.00,19955.00,1,6,19955.00,0.00,0.00,19955.00,2020-06-14
851,1,5,3943.00,0.00,0.00,3943.00,1,5,3943.00,0.00,0.00,3943.00,2020-06-14
624,1,1,8197.00,200.00,0.00,7997.00,1,1,8197.00,200.00,0.00,7997.00,2020-06-14
442,1,4,276.00,27.90,0.00,248.10,1,4,276.00,27.90,0.00,248.10,2020-06-14
883,1,10,57496.00,2100.00,0.00,55396.00,1,10,57496.00,2100.00,0.00,55396.00,2020-06-14
1639,1,12,39576.00,0.00,0.00,39576.00,1,12,39576.00,0.00,0.00,39576.00,2020-06-14
444,1,11,10193.00,0.00,0.00,10193.00,1,11,10193.00,0.00,0.00,10193.00,2020-06-14
215,1,11,80371.00,1800.00,0.00,78571.00,1,11,80371.00,1800.00,0.00,78571.00,2020-06-14
47,1,2,13398.00,0.00,0.00,13398.00,1,2,13398.00,0.00,0.00,13398.00,2020-06-14
2734,1,1,8197.00,200.00,0.00,7997.00,1,1,8197.00,200.00,0.00,7997.00,2020-06-14
2211,1,15,44851.00,200.00,0.00,44651.00,1,15,44851.00,200.00,0.00,44651.00,2020-06-14
1421,1,11,46422.00,500.00,0.00,45922.00,1,11,46422.00,500.00,0.00,45922.00,2020-06-14
2220,1,7,36847.00,500.00,0.00,36347.00,1,7,36847.00,500.00,0.00,36347.00,2020-06-14
468,1,8,5382.00,118.00,0.00,5264.00,1,8,5382.00,118.00,0.00,5264.00,2020-06-14
2792,1,3,118.00,0.00,0.00,118.00,1,3,118.00,0.00,0.00,118.00,2020-06-14
598,1,2,8976.00,0.00,0.00,8976.00,1,2,8976.00,0.00,0.00,8976.00,2020-06-14
365,1,7,63379.00,2125.15,0.00,61253.85,1,7,63379.00,2125.15,0.00,61253.85,2020-06-14
1224,1,3,9277.00,200.00,0.00,9077.00,1,3,9277.00,200.00,0.00,9077.00,2020-06-14
1201,1,8,25781.00,0.00,0.00,25781.00,1,8,25781.00,0.00,0.00,25781.00,2020-06-14
750,2,9,12632.00,0.00,0.00,12632.00,2,9,12632.00,0.00,0.00,12632.00,2020-06-14
1365,1,8,28971.00,0.00,0.00,28971.00,1,8,28971.00,0.00,0.00,28971.00,2020-06-14
334,1,6,23283.00,0.00,0.00,23283.00,1,6,23283.00,0.00,0.00,23283.00,2020-06-14
2638,1,5,24325.00,0.00,0.00,24325.00,1,5,24325.00,0.00,0.00,24325.00,2020-06-14
22,1,14,26195.00,1200.00,0.00,24995.00,1,14,26195.00,1200.00,0.00,24995.00,2020-06-14
208,1,5,14236.00,0.00,0.00,14236.00,1,5,14236.00,0.00,0.00,14236.00,2020-06-14
460,1,2,138.00,0.00,0.00,138.00,1,2,138.00,0.00,0.00,138.00,2020-06-14
388,1,24,11551.00,255.00,0.00,11296.00,1,24,11551.00,255.00,0.00,11296.00,2020-06-14
831,1,5,13722.00,0.00,0.00,13722.00,1,5,13722.00,0.00,0.00,13722.00,2020-06-14
2499,1,4,15696.00,0.00,0.00,15696.00,1,4,15696.00,0.00,0.00,15696.00,2020-06-14
118,1,9,27522.00,39.00,0.00,27483.00,1,9,27522.00,39.00,0.00,27483.00,2020-06-14
18,1,18,21230.00,200.00,99.30,20930.70,1,18,21230.00,200.00,99.30,20930.70,2020-06-14
1190,1,8,24074.00,0.00,0.00,24074.00,1,8,24074.00,0.00,0.00,24074.00,2020-06-14
761,1,2,18398.00,0.00,0.00,18398.00,1,2,18398.00,0.00,0.00,18398.00,2020-06-14
1738,1,6,8797.00,0.00,0.00,8797.00,1,6,8797.00,0.00,0.00,8797.00,2020-06-14
451,1,10,18174.00,200.00,0.00,17974.00,1,10,18174.00,200.00,0.00,17974.00,2020-06-14
1967,1,16,121358.00,2113.12,0.00,119244.88,1,16,121358.00,2113.12,0.00,119244.88,2020-06-14
1258,1,6,2097.00,0.00,0.00,2097.00,1,6,2097.00,0.00,0.00,2097.00,2020-06-14
840,1,19,57678.00,521.00,0.00,57157.00,1,19,57678.00,521.00,0.00,57157.00,2020-06-14
